,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
0,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Qualification,2017-04-07,/api/v1/category_rounds/4258/results,/api/v1/events/985/result/3
1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Semi-Final,2017-04-07,/api/v1/category_rounds/4259/results,/api/v1/events/985/result/3
2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Men,Final,2017-04-07,/api/v1/category_rounds/4260/results,/api/v1/events/985/result/3
3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Qualification,2017-04-07,/api/v1/category_rounds/4255/results,/api/v1/events/985/result/7
4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Semi-Final,2017-04-07,/api/v1/category_rounds/4256/results,/api/v1/events/985/result/7
5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,985,2017,Meiringen,Boulder,Women,Final,2017-04-07,/api/v1/category_rounds/4257/results,/api/v1/events/985/result/7
6,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Qualification,2017-04-22,/api/v1/category_rounds/4266/results,/api/v1/events/986/result/3
7,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Semi-Final,2017-04-22,/api/v1/category_rounds/4267/results,/api/v1/events/986/result/3
8,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Men,Final,2017-04-22,/api/v1/category_rounds/4268/results,/api/v1/events/986/result/3
9,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Qualification,2017-04-22,/api/v1/category_rounds/4261/results,/api/v1/events/986/result/7
10,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7
11,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Final,2017-04-22,/api/v1/category_rounds/4263/results,/api/v1/events/986/result/7
12,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Men,Qualification,2017-04-22,/api/v1/category_rounds/4269/results,/api/v1/events/986/result/2
13,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Men,Final,2017-04-22,/api/v1/category_rounds/4270/results,/api/v1/events/986/result/2
14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Women,Qualification,2017-04-22,/api/v1/category_rounds/4264/results,/api/v1/events/986/result/6
15,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Speed,Women,Final,2017-04-22,/api/v1/category_rounds/4265/results,/api/v1/events/986/result/6
16,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Qualification,2017-04-29,/api/v1/category_rounds/4276/results,/api/v1/events/987/result/3
17,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Semi-Final,2017-04-29,/api/v1/category_rounds/4277/results,/api/v1/events/987/result/3
18,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Men,Final,2017-04-29,/api/v1/category_rounds/4278/results,/api/v1/events/987/result/3
19,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Qualification,2017-04-29,/api/v1/category_rounds/4271/results,/api/v1/events/987/result/7
20,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7
21,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Final,2017-04-29,/api/v1/category_rounds/4273/results,/api/v1/events/987/result/7
22,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Men,Qualification,2017-04-29,/api/v1/category_rounds/4279/results,/api/v1/events/987/result/2
23,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Men,Final,2017-04-29,/api/v1/category_rounds/4280/results,/api/v1/events/987/result/2
24,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Qualification,2017-04-29,/api/v1/category_rounds/4274/results,/api/v1/events/987/result/6
25,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6
