,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
18,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Men,Qualification,2021-05-28,/api/v1/category_rounds/6178/results,/api/v1/events/1192/result/2
19,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Men,Final,2021-05-28,/api/v1/category_rounds/6498/results,/api/v1/events/1192/result/2
20,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Qualification,2021-05-28,/api/v1/category_rounds/6179/results,/api/v1/events/1192/result/6
21,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6
22,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Men,Qualification,2021-06-23,/api/v1/category_rounds/6180/results,/api/v1/events/1193/result/1
23,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Men,Semi-Final,2021-06-23,/api/v1/category_rounds/6594/results,/api/v1/events/1193/result/1
24,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Men,Final,2021-06-23,/api/v1/category_rounds/6596/results,/api/v1/events/1193/result/1
25,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Women,Qualification,2021-06-23,/api/v1/category_rounds/6181/results,/api/v1/events/1193/result/5
26,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Women,Semi-Final,2021-06-23,/api/v1/category_rounds/6595/results,/api/v1/events/1193/result/5
27,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Lead,Women,Final,2021-06-23,/api/v1/category_rounds/6597/results,/api/v1/events/1193/result/5
28,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Men,Qualification,2021-06-23,/api/v1/category_rounds/6182/results,/api/v1/events/1193/result/3
29,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Men,Semi-Final,2021-06-23,/api/v1/category_rounds/6598/results,/api/v1/events/1193/result/3
30,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Men,Final,2021-06-23,/api/v1/category_rounds/6600/results,/api/v1/events/1193/result/3
31,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Women,Qualification,2021-06-23,/api/v1/category_rounds/6183/results,/api/v1/events/1193/result/7
32,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Women,Semi-Final,2021-06-23,/api/v1/category_rounds/6599/results,/api/v1/events/1193/result/7
33,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",1193,2021,Innsbruck,Boulder,Women,Final,2021-06-23,/api/v1/category_rounds/6601/results,/api/v1/events/1193/result/7
34,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1
35,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1
36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Final,2021-07-01,/api/v1/category_rounds/6617/results,/api/v1/events/1194/result/1
37,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5
38,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Semi-Final,2021-07-01,/api/v1/category_rounds/6616/results,/api/v1/events/1194/result/5
39,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Final,2021-07-01,/api/v1/category_rounds/6618/results,/api/v1/events/1194/result/5
40,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Speed,Men,Qualification,2021-07-01,/api/v1/category_rounds/6196/results,/api/v1/events/1194/result/2
41,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Speed,Men,Final,2021-07-01,/api/v1/category_rounds/6619/results,/api/v1/events/1194/result/2
42,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Speed,Women,Qualification,2021-07-01,/api/v1/category_rounds/6197/results,/api/v1/events/1194/result/6
43,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Speed,Women,Final,2021-07-01,/api/v1/category_rounds/6620/results,/api/v1/events/1194/result/6
44,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Men,Qualification,2021-07-12,/api/v1/category_rounds/6186/results,/api/v1/events/1195/result/1
45,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Men,Semi-Final,2021-07-12,/api/v1/category_rounds/6621/results,/api/v1/events/1195/result/1
46,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Men,Final,2021-07-12,/api/v1/category_rounds/6623/results,/api/v1/events/1195/result/1
47,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Women,Qualification,2021-07-12,/api/v1/category_rounds/6187/results,/api/v1/events/1195/result/5
48,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Women,Semi-Final,2021-07-12,/api/v1/category_rounds/6622/results,/api/v1/events/1195/result/5
49,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,1195,2021,Chamonix,Lead,Women,Final,2021-07-12,/api/v1/category_rounds/6624/results,/api/v1/events/1195/result/5
50,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Men,Qualification,2021-07-17,/api/v1/category_rounds/6188/results,/api/v1/events/1196/result/1
51,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Men,Semi-Final,2021-07-17,/api/v1/category_rounds/6664/results,/api/v1/events/1196/result/1
52,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Men,Final,2021-07-17,/api/v1/category_rounds/6666/results,/api/v1/events/1196/result/1
53,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5
54,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Semi-Final,2021-07-17,/api/v1/category_rounds/6665/results,/api/v1/events/1196/result/5
55,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Final,2021-07-17,/api/v1/category_rounds/6667/results,/api/v1/events/1196/result/5
56,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Qualification,2021-09-03,/api/v1/category_rounds/6190/results,/api/v1/events/1197/result/1
57,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1
58,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Final,2021-09-03,/api/v1/category_rounds/6763/results,/api/v1/events/1197/result/1
59,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Women,Qualification,2021-09-03,/api/v1/category_rounds/6191/results,/api/v1/events/1197/result/5
60,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Women,Semi-Final,2021-09-03,/api/v1/category_rounds/6762/results,/api/v1/events/1197/result/5
61,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Women,Final,2021-09-03,/api/v1/category_rounds/6764/results,/api/v1/events/1197/result/5
62,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Men,Qualification,2021-09-16,/api/v1/category_rounds/6140/results,/api/v1/events/1185/result/1
63,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Men,Semi-Final,2021-09-16,/api/v1/category_rounds/6767/results,/api/v1/events/1185/result/1
64,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Men,Final,2021-09-16,/api/v1/category_rounds/6769/results,/api/v1/events/1185/result/1
65,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Women,Qualification,2021-09-16,/api/v1/category_rounds/6141/results,/api/v1/events/1185/result/5
66,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Women,Semi-Final,2021-09-16,/api/v1/category_rounds/6768/results,/api/v1/events/1185/result/5
67,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Lead,Women,Final,2021-09-16,/api/v1/category_rounds/6770/results,/api/v1/events/1185/result/5
68,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Men,Qualification,2021-09-16,/api/v1/category_rounds/6142/results,/api/v1/events/1185/result/2
69,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Men,Final,2021-09-16,/api/v1/category_rounds/6771/results,/api/v1/events/1185/result/2
70,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6
71,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Final,2021-09-16,/api/v1/category_rounds/6772/results,/api/v1/events/1185/result/6
72,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Men,Qualification,2021-09-16,/api/v1/category_rounds/6144/results,/api/v1/events/1185/result/3
73,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Men,Semi-Final,2021-09-16,/api/v1/category_rounds/6773/results,/api/v1/events/1185/result/3
74,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Men,Final,2021-09-16,/api/v1/category_rounds/6775/results,/api/v1/events/1185/result/3
75,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Women,Qualification,2021-09-16,/api/v1/category_rounds/6145/results,/api/v1/events/1185/result/7
76,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Women,Semi-Final,2021-09-16,/api/v1/category_rounds/6774/results,/api/v1/events/1185/result/7
77,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Boulder,Women,Final,2021-09-16,/api/v1/category_rounds/6776/results,/api/v1/events/1185/result/7
78,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
79,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Women,Qualification,2021-09-16,/api/v1/category_rounds/6833/results,/api/v1/events/1185/result/8
80,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",1189,2021,Seoul,Boulder,Men,Qualification,2021-10-01,/api/v1/category_rounds/6170/results,/api/v1/events/1189/result/3
81,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",1189,2021,Seoul,Boulder,Women,Qualification,2021-10-01,/api/v1/category_rounds/6171/results,/api/v1/events/1189/result/7
82,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",1189,2021,Seoul,Speed,Men,Qualification,2021-10-01,/api/v1/category_rounds/6172/results,/api/v1/events/1189/result/2
83,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",1189,2021,Seoul,Speed,Women,Qualification,2021-10-01,/api/v1/category_rounds/6173/results,/api/v1/events/1189/result/6
