,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
0,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Qualification,2016-04-15,/api/v1/category_rounds/3805/results,/api/v1/events/937/result/3
1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Semi-Final,2016-04-15,/api/v1/category_rounds/3806/results,/api/v1/events/937/result/3
2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Men,Final,2016-04-15,/api/v1/category_rounds/3807/results,/api/v1/events/937/result/3
3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Qualification,2016-04-15,/api/v1/category_rounds/3802/results,/api/v1/events/937/result/7
4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7
5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Final,2016-04-15,/api/v1/category_rounds/3804/results,/api/v1/events/937/result/7
6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Qualification,2016-04-23,/api/v1/category_rounds/3811/results,/api/v1/events/938/result/3
7,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3
8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Final,2016-04-23,/api/v1/category_rounds/3813/results,/api/v1/events/938/result/3
9,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Qualification,2016-04-23,/api/v1/category_rounds/3808/results,/api/v1/events/938/result/7
10,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Semi-Final,2016-04-23,/api/v1/category_rounds/3809/results,/api/v1/events/938/result/7
11,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Women,Final,2016-04-23,/api/v1/category_rounds/3810/results,/api/v1/events/938/result/7
12,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Qualification,2016-04-30,/api/v1/category_rounds/3819/results,/api/v1/events/939/result/3
13,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Semi-Final,2016-04-30,/api/v1/category_rounds/3820/results,/api/v1/events/939/result/3
14,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",939,2016,Chongqing,Boulder,Men,Final,2016-04-30,/api/v1/category_rounds/3821/results,/api/v1/events/939/result/3
