name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Zhong QiXin,NAN,14.0,FALL,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,2016-09-14,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-09-14_Paris_Speed_Men_Final.csv,Final,/api/v1/category_rounds/3909/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,Paris,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Artamonov  Georgy,NAN,15.0,FALL,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,2016-09-14,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-09-14_Paris_Speed_Men_Final.csv,Final,/api/v1/category_rounds/3909/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,Paris,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kriz Jan,NAN,16.0,FALL,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,2016-09-14,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-09-14_Paris_Speed_Men_Final.csv,Final,/api/v1/category_rounds/3909/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14,Paris,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,NAN,1.0,6.00,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,WILDCARD,True,6.54,True,6.19,True,6.0,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Mawem Bassa,NAN,2.0,6.01,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,6.68,True,6.11,True,6.04,False,6.01,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Zhong QiXin,NAN,3.0,6.20,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,6.38,True,6.07,False,FALL,,,True,6.2,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Deulin Vladislav,NAN,4.0,6.36,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,6.39,True,6.36,False,6.24,,,False,6.36,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,NAN,5.0,6.22,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,WILDCARD,False,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Moro Guillaume,NAN,6.0,7.68,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,6.69,False,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Nambot Quentin,NAN,7.0,8.43,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,WILDCARD,False,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Alipour Shenazandifard Reza,NAN,8.0,FALL,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,True,6.2,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontero Leonardo,NAN,9.0,6.58,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Fossali Ludovico,NAN,10.0,6.95,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Toozandehjani Hamidreza,NAN,11.0,7.32,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Li Guangdong,NAN,12.0,9.87,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Dzienski Marcin,NAN,13.0,FALSE START,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,FALSE START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shikov Aleksandr,NAN,14.0,FALSE START,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,FALSE START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Ou ZhiYong,NAN,15.0,FALSE START,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,FALSE START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kriz Jan,NAN,16.0,FALL,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,2016-10-22,/api/v1/events/1163/result/2,2016-10-22_Xiamen_Speed_Men_Final.csv,2016,API_Results_Expanded/2016/2016-10-22_Xiamen_Speed_Men_Final.csv,Final,/api/v1/category_rounds/5997/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,Xiamen,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Mawem Bassa,FRA,1.0,5.98,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Timofeev Dmitrii,RUS,2.0,6.05,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Dzienski Marcin,POL,3.0,6.09,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Alipourshenazandifar Reza,IRI,4.0,6.1,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,UKR,4.0,6.1,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shilov Aleksandr,RUS,6.0,6.27,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Hroza Libor,CZE,7.0,6.31,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,RUS,8.0,6.39,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shikov Aleksandr,RUS,9.0,6.41,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontero Leonardo,ITA,10.0,6.42,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Galar Pandu Asmoro,INA,11.0,6.54,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Abudzar Yulianto,INA,12.0,6.69,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Rindi Sufriyanto,INA,13.0,6.71,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
LIN PengHui,CHN,14.0,6.72,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,RUS,15.0,6.81,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Mohammadi Morteza,IRI,16.0,6.89,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Ou ZhiYong,CHN,17.0,6.9,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Lewicki Michal,POL,18.0,7.18,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
CHEN ZhiXuan,CHN,19.0,7.45,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
DUAN YuRong,CHN,20.0,7.64,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Ma ZiDa,CHN,21.0,7.73,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Santoni Alessandro,ITA,22.0,7.82,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Tyapkin Igor,UKR,23.0,7.86,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Sordyl Tomasz,POL,24.0,8.3,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
McColl Sean,CAN,25.0,8.34,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Pan YuFei,CHN,26.0,8.64,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Qu HaiBin,CHN,27.0,8.94,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Beisembayev Yerzhan,KAZ,28.0,10.33,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Lkhagvabazar Nyambayar,MGL,29.0,18.15,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Dorjsuren Enkhbaatar,MGL,30.0,18.74,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,940,2016,Nanjing,Speed,Men,2016-05-07,/api/v1/events/940/result/2,2016-05-07_Nanjing_Speed_Men_Qualification.csv,2016,API_Results_Expanded/2016/2016-05-07_Nanjing_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/3826/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07,Nanjing,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
