name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small_final_winner,small_final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Kokorin Stanislav,RUS,12.0,6.85,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Savelyev Artem,RUS,13.0,7.33,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Chae Sungjoon,KOR,14.0,8.06,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Cho Seungwoon,KOR,15.0,8.96,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
McColl Sean,CAN,16.0,9.87,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Hwang Pyeongju,KOR,17.0,10.89,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
KIM Hanwool,KOR,18.0,11.53,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Schubert Jakob,AUT,19.0,12.83,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",744,2012,Mokpo,Speed,Men,2012-10-20,/api/v1/events/744/result/2,2012-10-20_Mokpo_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-10-20_Mokpo_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2161/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-20,Mokpo,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Timofeev Dmitrii,NAN,1.0,6.47,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.52,True,8.94,True,6.69,True,6.47,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Hroza Libor,NAN,2.0,7.28,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.69,True,6.38,True,6.6,False,7.28,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Zhong QiXin,NAN,3.0,6.86,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.52,True,6.43,False,6.83,,,True,6.86,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Novikov Ivan,NAN,4.0,10.50,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.48,True,6.33,False,6.66,,,False,10.5,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shevchenko Arsenii,NAN,5.0,6.53,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.82,False,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Swirk Lukasz,NAN,6.0,6.82,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.63,False,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Sinitcyn Sergei,NAN,7.0,8.80,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.71,False,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,NAN,8.0,9.03,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,True,6.6,False,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Komosinski Jedrzej,NAN,9.0,6.85,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,NAN,10.0,7.01,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Yurko Oleksiy,NAN,11.0,7.01,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontaryk Yaroslav,NAN,12.0,7.15,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,NAN,13.0,7.18,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Astashkin Evgeny,NAN,14.0,7.41,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ZHANG Ning,NAN,15.0,7.43,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Abdrakhmanov Sergey,NAN,16.0,FALL,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",727,2012,Chongqing,Speed,Men,2012-04-13,/api/v1/events/727/result/2,2012-04-13_Chongqing_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-04-13_Chongqing_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2050/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-13,Chongqing,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Kokorin Stanislav,NAN,1.0,6.08,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.18,True,5.99,True,6.1,True,6.08,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,NAN,2.0,6.29,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.35,True,5.94,True,5.88,False,6.29,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Abdrakhmanov Sergey,NAN,3.0,6.11,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,8.68,True,6.53,False,5.98,,,True,6.11,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
ASPAR ASPAR,NAN,4.0,6.64,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,7.2,True,7.34,False,6.12,,,False,6.64,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,NAN,5.0,6.22,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.67,False,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shevchenko Arsenii,NAN,6.0,6.33,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.46,False,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontaryk Yaroslav,NAN,7.0,7.71,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.34,False,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Sinitcyn Sergei,NAN,8.0,8.66,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,True,6.87,False,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Zhong Lincai,NAN,9.0,6.70,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Vedenchuk Viacheslav,NAN,10.0,7.07,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Li Guangdong,NAN,11.0,7.47,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontero Leonardo,NAN,12.0,7.75,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Savelyev Artem,NAN,13.0,8.36,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Komosinski Jedrzej,NAN,14.0,8.81,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Yurko Oleksiy,NAN,15.0,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Zhang Yuhang,NAN,16.0,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",743,2012,Xining,Speed,Men,2012-10-12,/api/v1/events/743/result/2,2012-10-12_Xining_Speed_Men_Final.csv,2012,API_Results_Expanded/2012/2012-10-12_Xining_Speed_Men_Final.csv,Final,/api/v1/category_rounds/2152/results,,,False,FALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,Xining,Speed,Men,Final,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Hroza Libor,CZE,1.0,6.000,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Zhong QiXin,CHN,2.0,6.100,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Abdrakhmanov Sergey,RUS,3.0,6.400,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Boldyrev Danyil,UKR,4.0,6.500,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Dzienski Marcin,POL,4.0,6.500,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Gontero Leonardo,ITA,4.0,6.500,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Vaitsekhovskii Evgenii,RUS,4.0,6.500,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
Shevchenko Arsenii,RUS,8.0,6.600,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
"Choo Weng Khit, Adriel",SGP,9.0,6.700,IFSC Climbing World Championship - Paris (FRA) 2012,738,2012,Paris,Speed,Men,2012-09-12,/api/v1/events/738/result/2,2012-09-12_Paris_Speed_Men_Qualification.csv,2012,API_Results_Expanded/2012/2012-09-12_Paris_Speed_Men_Qualification.csv,Qualification,/api/v1/category_rounds/2125/results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12,Paris,Speed,Men,Qualification,2025-08-31 11:48:57.913839,Speed_IFSC_Time_2009-2025
