name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
RAKOVEC Lucka,1494.2678866329657,1,-5.73,,18.0,1494.27,1494.27
Ekwinska Katarzyna,1494.260911214636,1,-5.74,,47.0,1494.26,1494.26
TESIO Giorgia,1494.247564839103,1,-5.75,,18.0,1494.25,1494.25
AGUADO Valentina,1494.2398327710168,4,-1.44,3.38,41.75,1493.06,1501.65
Martin Sancho Berta,1494.1872450406504,1,-5.81,,35.0,1494.19,1494.19
YOSHIMURA  Moe,1494.1791671789233,22,-0.26,5.98,22.32,1473.05,1498.54
Correa Sofia,1494.165402089114,1,-5.83,,43.0,1494.17,1494.17
Delacquis Léa,1494.099221772917,4,-1.48,5.0,46.0,1488.98,1498.75
Blanco Lucelia,1494.0478652438526,1,-5.95,,48.0,1494.05,1494.05
ZHU Xinwen,1494.032179446771,1,-5.97,,43.0,1494.03,1494.03
Adams  Isabelle,1493.922402493325,1,-6.08,,31.0,1493.92,1493.92
KREMER Valeri,1493.9172286296819,3,-2.03,1.93,33.67,1493.92,1498.9
Holfeld Johanna,1493.9150223771944,3,-2.03,2.77,27.67,1493.92,1501.15
Mangin  valentine,1493.8987370902855,3,-2.03,2.56,45.33,1493.9,1500.78
Messner Jana,1493.831305193667,1,-6.17,,55.0,1493.83,1493.83
Cho Gayeon,1493.7928850294838,4,-1.55,7.21,22.5,1493.79,1504.78
Pöll Katharina,1493.713480997479,1,-6.29,,29.0,1493.71,1493.71
HONG Yubin,1493.695901160542,1,-6.3,,37.0,1493.7,1493.7
HUANG YONGSHAN,1493.6646170093302,1,-6.34,,45.0,1493.66,1493.66
Massullo Julia,1493.656565446281,1,-6.34,,33.0,1493.66,1493.66
Morrison Kitty,1493.6519292410426,2,-3.17,1.03,38.5,1493.65,1496.1
Agrapart Maëlys,1493.6281017142107,2,-3.19,8.13,25.0,1493.63,1502.56
Baraka Elza Elizabete,1493.6139911173732,1,-6.39,,56.0,1493.61,1493.61
Michelard Laura,1493.603948529343,9,-0.71,5.73,22.78,1493.6,1505.41
Claassen Paige,1493.517171400538,7,-0.93,6.24,28.71,1481.48,1493.52
DESHAYES Louna,1493.4994613618128,1,-6.5,,58.0,1493.5,1493.5
HUANG Zihan,1493.4851489168136,1,-6.51,,44.0,1493.49,1493.49
Pidgeon Cedar,1493.4490831225683,1,-6.55,,45.0,1493.45,1493.45
Yi Zoe,1493.4201022644452,1,-6.58,,38.0,1493.42,1493.42
MASON Quinn,1493.4189256499328,1,-6.58,,52.0,1493.42,1493.42
OTA Risa,1493.4142663999983,2,-3.29,14.91,17.5,1486.17,1493.41
Cabezas Matilde,1493.4135166498227,1,-6.59,,75.0,1493.41,1493.41
UMI CAHYANING AYUB CHOIRUL,1493.3686576867008,1,-6.63,,30.0,1493.37,1493.37
Simkova Veronika,1493.3540238589092,1,-6.65,,57.0,1493.35,1493.35
CHEN XUANZHEN,1493.331594227591,2,-3.33,2.03,39.5,1493.33,1498.1
Kölle Isabelle,1493.323774623829,1,-6.68,,32.0,1493.32,1493.32
WU CHUNHUA,1493.3064942703606,2,-3.35,8.07,34.5,1490.95,1493.31
Mabboni Alessia,1493.1137250948102,1,-6.89,,42.0,1493.11,1493.11
BATTISTELLA Viola,1492.950765745113,1,-7.05,,53.0,1492.95,1492.95
MEZENTSEVA Daria,1492.9490352330595,1,-7.05,,54.0,1492.95,1492.95
Niederberger Joëlle,1492.88238759405,1,-7.12,,46.0,1492.88,1492.88
Zaitseva Iuliia,1492.8755832996242,1,-7.12,,35.0,1492.88,1492.88
Garlick Lucy,1492.8635957549461,1,-7.14,,70.0,1492.86,1492.86
CONDERS Emmelie,1492.8053105413157,1,-7.19,,57.0,1492.81,1492.81
Vejmolova Iva,1492.790372504143,20,-0.36,6.11,28.8,1475.09,1502.3
SUTHAPHAISANWITHAYA Rattankorn,1492.7629971910278,1,-7.24,,77.0,1492.76,1492.76
Golikova Anastasiia,1492.6732362772168,1,-7.33,,50.0,1492.67,1492.67
Barrett Silvia,1492.6491902807052,1,-7.35,,47.0,1492.65,1492.65
Shi Hui Tan,1492.5185169624615,1,-7.48,,31.0,1492.52,1492.52
SEMPERE GONZÁLEZ Lucía,1492.4822935031375,1,-7.52,,54.0,1492.48,1492.48
Graham Pia,1492.4682661745244,1,-7.53,,58.0,1492.47,1492.47
Næsheim Eline,1492.4492631087535,1,-7.55,,35.0,1492.45,1492.45
Ha Minyoung,1492.4426033200727,1,-7.56,,27.0,1492.44,1492.44
Nicelli Savina,1492.381619233807,2,-3.81,1.01,53.0,1492.38,1496.91
Hwang Mihyeon,1492.3731072784176,2,-3.81,0.43,22.0,1492.37,1495.88
Carroll Chauncey,1492.3498744034544,2,-3.83,0.53,39.0,1492.35,1496.55
Smith-Gobat Mayan,1492.3099905769002,1,-7.69,,28.0,1492.31,1492.31
Guttenberger Mia,1492.2570031461928,1,-7.74,,61.0,1492.26,1492.26
Cintalova Zuzana,1492.2565074208908,1,-7.74,,28.0,1492.26,1492.26
Watkin Philippa,1492.1718392656371,1,-7.83,,33.0,1492.17,1492.17
CHO Gayeon,1492.1669728620243,2,-3.92,10.04,23.0,1492.17,1503.19
Taub Yael,1492.164937872745,3,-2.61,4.07,52.67,1492.16,1493.82
CAULIER Chloe,1492.1588281381312,1,-7.84,,59.0,1492.16,1492.16
Maneva Radiana,1492.119793945182,1,-7.88,,52.0,1492.12,1492.12
Taylor Vanessa,1491.980072101247,7,-1.15,9.54,14.29,1488.74,1508.16
Juen Soyoung,1491.9604401082202,1,-8.04,,30.0,1491.96,1491.96
Nilwik Rachel,1491.8861147194912,1,-8.11,,29.0,1491.89,1491.89
STASIUK Maya,1491.8417733992271,1,-8.16,,47.0,1491.84,1491.84
Lith Aniek,1491.827382638673,1,-8.17,,61.0,1491.83,1491.83
Lamarche Iyma,1491.8271909941873,2,-4.09,2.54,22.5,1491.83,1497.71
Yang Jiwon,1491.8222975908686,1,-8.18,,61.0,1491.82,1491.82
Romero Marisa,1491.781999525872,1,-8.22,,59.0,1491.78,1491.78
Flockhart Louise,1491.7360363527825,1,-8.26,,41.0,1491.74,1491.74
Plypoolsup Pankaew,1491.7219578599215,1,-8.28,,28.0,1491.72,1491.72
KO Jeongran,1491.7098272652447,1,-8.29,,81.0,1491.71,1491.71
Cartwright Victoria,1491.6749882606669,1,-8.33,,29.0,1491.67,1491.67
ISMATUL SAKDIA NUR,1491.667346389203,1,-8.33,,32.0,1491.67,1491.67
Ikeda Yoko,1491.557782576684,2,-4.22,2.78,18.5,1491.56,1493.81
Hansen Bergljot,1491.510873115247,1,-8.49,,49.0,1491.51,1491.51
LEE Hung Ying,1491.4810262916255,1,-8.52,,41.0,1491.48,1491.48
Uttley Gwyneth,1491.2972328025805,1,-8.7,,34.0,1491.3,1491.3
AGAMBAYEVA Margarita,1491.2930338876265,1,-8.71,,48.0,1491.29,1491.29
Nishikori Misato,1491.2778739675077,2,-4.36,0.76,22.0,1491.28,1495.1
Schwaiger Berit,1491.260969713391,1,-8.74,,47.0,1491.26,1491.26
Levstek Patricija,1491.2501637361677,1,-8.75,,29.0,1491.25,1491.25
Fell Frederike,1491.2440208339654,1,-8.76,,45.0,1491.24,1491.24
Yasuda Atori,1491.2375533748132,2,-4.38,3.25,21.5,1491.24,1497.91
Širůčková Tereza,1491.2091074050652,1,-8.79,,62.0,1491.21,1491.21
Bendazzoli Camilla,1491.1698371240268,1,-8.83,,44.0,1491.17,1491.17
Kucsera Lenke,1491.1534073564192,1,-8.85,,54.0,1491.15,1491.15
BURŠÍKOVÁ Martina,1491.1052379568719,1,-8.89,,62.0,1491.11,1491.11
VIVIAND Kaïna,1491.013700452785,1,-8.99,,64.0,1491.01,1491.01
Choi Youngsook,1490.9795258855243,1,-9.02,,31.0,1490.98,1490.98
Lanz Tanja,1490.9535792451622,1,-9.05,,28.0,1490.95,1490.95
Pokorna Andrea,1490.9482154748985,1,-9.05,,63.0,1490.95,1490.95
FEICHTENSCHLAGER Sarah,1490.86306821656,1,-9.14,,61.0,1490.86,1490.86
Debevec Katja,1490.8363460074356,8,-1.15,4.18,30.0,1490.84,1503.35
SHOLEHA TRIANA PUTRI Mar''atus,1490.8331815989168,1,-9.17,,42.0,1490.83,1490.83
Eriksrud Ragnhild,1490.830949078854,1,-9.17,,37.0,1490.83,1490.83
Ogrinc Ana,1490.8020465002096,1,-9.2,,32.0,1490.8,1490.8
Himpel Lina,1490.759219091701,3,-3.08,5.74,25.0,1490.76,1494.31
Sallsabillah Rajiah,1490.7491032128999,1,-9.25,,32.0,1490.75,1490.75
HUANG Yajun,1490.7438663166579,1,-9.26,,49.0,1490.74,1490.74
MIYAJIMA Momoka,1490.7279017019564,4,-2.32,4.2,38.75,1490.73,1501.61
Nam Eunkyung,1490.6774047693445,1,-9.32,,29.0,1490.68,1490.68
Hare Isabelle,1490.6246228839238,1,-9.38,,32.0,1490.62,1490.62
PESCETTO BUDDEN Emily Charlote,1490.6060761128904,1,-9.39,,58.0,1490.61,1490.61
Rude Chelsea,1490.564261474065,6,-1.57,8.18,23.67,1477.21,1491.03
Gilic Barbara,1490.4382652843635,1,-9.56,,55.0,1490.44,1490.44
WITTE Noor,1490.3878061532098,1,-9.61,,65.0,1490.39,1490.39
Farhat de Araujo Fraga Timo Laura,1490.3798346831609,1,-9.62,,71.0,1490.38,1490.38
Kim Younghee,1490.3552510007091,1,-9.64,,29.0,1490.36,1490.36
Musienko Mariia,1490.338652832488,2,-4.83,6.33,42.0,1490.34,1499.65
MAO JINGJING,1490.3247069150707,1,-9.68,,51.0,1490.32,1490.32
Matsushima Yuki,1490.3188872123435,1,-9.68,,27.0,1490.32,1490.32
ZABALA Zurinaga Itziar,1490.2939830591738,1,-9.71,,80.0,1490.29,1490.29
ATKINS Käthe,1490.2639141575582,1,-9.74,,64.0,1490.26,1490.26
Sinnhuber Karoline,1490.2439511996688,1,-9.76,,44.0,1490.24,1490.24
Monteith Dana,1490.1909019597756,1,-9.81,,63.0,1490.19,1490.19
ARNOLDI Valentina,1490.1360398694928,1,-9.86,,59.0,1490.14,1490.14
Kudrova Nelly,1490.126567063843,4,-2.47,8.0,20.25,1484.51,1493.38
Kim Solah,1490.0944131138558,6,-1.65,3.9,20.0,1488.73,1497.81
Jeffery Suzu,1490.0777187749884,1,-9.92,,65.0,1490.08,1490.08
Zrinski Karla,1490.0446424252007,1,-9.96,,51.0,1490.04,1490.04
Rennan Jorun,1490.020395268881,1,-9.98,,38.0,1490.02,1490.02
Bayarsaikhan  Densmaa,1489.9972436167197,1,-10.0,,32.0,1490.0,1490.0
Ackre Anne,1489.983249875083,1,-10.02,,85.0,1489.98,1489.98
Nesterenko Daria,1489.9785916869484,1,-10.02,,85.0,1489.98,1489.98
Fischer Madison,1489.9631338330728,1,-10.04,,34.0,1489.96,1489.96
Vaillant Bultel Lucie,1489.921454268694,2,-5.04,0.03,55.5,1489.92,1494.98
PAPETTI Federica,1489.9199704566238,1,-10.08,,49.0,1489.92,1489.92
SIRUCKOVA Tereza,1489.9131952168534,10,-1.01,6.73,34.4,1470.57,1493.63
COSTANZA Melina,1489.9118528944628,1,-10.09,,21.0,1489.91,1489.91
MAY Valissya,1489.8425083653901,1,-10.16,,65.0,1489.84,1489.84
Agustina Sari,1489.795399716047,1,-10.2,,33.0,1489.8,1489.8
Claes Elfe,1489.7680757811218,1,-10.23,,35.0,1489.77,1489.77
Keanini Alyssa,1489.7653026293704,1,-10.23,,52.0,1489.77,1489.77
Samoilina Anastasiia,1489.734230518118,13,-0.79,4.5,22.62,1481.02,1496.58
Gonzalez Emily,1489.7338370911261,1,-10.27,,64.0,1489.73,1489.73
Vest Allison,1489.7191986396322,4,-2.57,4.06,55.25,1488.65,1498.6
Herdic Emily,1489.7155829788155,1,-10.28,,44.0,1489.72,1489.72
Wienand Roxana,1489.7076093633457,12,-0.86,4.0,40.42,1489.11,1499.12
Da Silva Rosmery,1489.7028753627164,1,-10.3,,57.0,1489.7,1489.7
Medici Giulia,1489.6895096775118,2,-5.16,4.93,62.0,1489.69,1491.36
Rogan Danielle,1489.650768837026,1,-10.35,,31.0,1489.65,1489.65
Sukmandiri Uji Ayu,1489.6444875829527,4,-2.59,5.17,16.0,1489.02,1490.84
Jeon Jiyeon,1489.631300950944,1,-10.37,,30.0,1489.63,1489.63
Morandini Sara,1489.5737217053468,1,-10.43,,49.0,1489.57,1489.57
Scolaris Ilaria,1489.5573049101158,19,-0.55,6.27,40.84,1457.73,1493.29
NUR AZIZA Taqiyya,1489.5447406057344,1,-10.46,,43.0,1489.54,1489.54
Amoros Solène,1489.5319238999464,13,-0.81,5.81,28.23,1489.53,1506.2
Bryakina Nadezhda,1489.4858052922411,1,-10.51,,44.0,1489.49,1489.49
Scott Kerry,1489.4643812196384,1,-10.54,,57.0,1489.46,1489.46
Bernardini Giulia,1489.4642715618108,1,-10.54,,59.0,1489.46,1489.46
Manerikar  Siddhi Shekhar,1489.4586966536854,1,-10.54,,81.0,1489.46,1489.46
Martin Meagan,1489.4514871664107,3,-3.52,5.27,44.33,1489.45,1490.41
CHOW Sienna,1489.351649341404,1,-10.65,,68.0,1489.35,1489.35
ADAMENKO VIKTORIYA,1489.3274666873067,1,-10.67,,88.0,1489.33,1489.33
Ma Olivia,1489.2885895935729,2,-5.36,0.28,41.5,1489.29,1494.84
Gatland Erica,1489.2818024057437,1,-10.72,,89.0,1489.28,1489.28
Macedo Camila,1489.2768680585646,1,-10.72,,89.0,1489.28,1489.28
Bolgova Maria,1489.2225397231166,2,-5.39,0.51,38.5,1489.22,1494.97
Boavida Isabel,1489.2181878803335,1,-10.78,,58.0,1489.22,1489.22
Ladurner Alexandra,1489.2181588733263,2,-5.39,1.19,41.5,1489.22,1495.45
Høiaas Ida Marie,1489.2089089830677,1,-10.79,,39.0,1489.21,1489.21
Zaharia  Ana-Maria,1489.1957289095349,1,-10.8,,67.0,1489.2,1489.2
Alton Giulia,1489.181357131324,1,-10.82,,33.0,1489.18,1489.18
Boklaschuk Paige,1489.1441427445843,1,-10.86,,68.0,1489.14,1489.14
Messer Melanie,1489.1171940134554,1,-10.88,,28.0,1489.12,1489.12
Hermann Hannah,1489.1133324281907,1,-10.89,,77.0,1489.11,1489.11
ILTIS Kintana,1489.0985455021482,1,-10.9,,51.0,1489.1,1489.1
HUANG Yongshan,1489.0940492288732,1,-10.91,,52.0,1489.09,1489.09
Pellerin Emilie,1489.0929091224414,2,-5.45,7.26,44.0,1489.09,1489.41
Gillett Helen,1489.0924457177307,2,-5.45,2.33,46.5,1489.09,1492.9
CHEN Shin Yee,1489.0725522148755,1,-10.93,,44.0,1489.07,1489.07
Philippon Léa,1489.0439286894152,1,-10.96,,27.0,1489.04,1489.04
Faille Camille,1489.0338450593415,1,-10.97,,49.0,1489.03,1489.03
Hensley Tiffany,1489.0243370286119,3,-3.66,3.24,22.67,1489.02,1496.54
Dugarjav Nyamkhand,1489.0135915947706,1,-10.99,,33.0,1489.01,1489.01
Xiao Xian Goh,1488.9812887917483,2,-5.51,2.54,42.5,1488.98,1492.7
Metsugi Yoko,1488.9581066893927,1,-11.04,,28.0,1488.96,1488.96
Pazan Flor de Luna,1488.9253102448158,1,-11.07,,46.0,1488.93,1488.93
Mudji  Mulyani,1488.840405477143,1,-11.16,,34.0,1488.84,1488.84
Zaikina Anna,1488.8275170257946,5,-2.23,8.84,36.0,1484.79,1501.75
Vizuete Alisson,1488.818818548853,1,-11.18,,66.0,1488.82,1488.82
Conan Fanny,1488.778250626109,4,-2.81,10.04,17.5,1481.18,1496.68
Emeleva Luiza,1488.7684829160874,6,-1.87,7.25,42.0,1482.72,1499.53
Robert Bréanne,1488.7380884753072,3,-3.75,2.75,55.0,1488.74,1495.19
Yokoyama Sofya,1488.6583078942479,5,-2.27,4.59,52.2,1484.79,1491.95
Nazarian Alexa,1488.6358794996306,1,-11.36,,32.0,1488.64,1488.64
Terekhova Mariya,1488.6275255322394,1,-11.37,,91.0,1488.63,1488.63
ELHADJ MIMOUNE Selma,1488.6273760459105,3,-3.79,1.42,41.33,1488.63,1497.52
Berry Natalie,1488.6215978570162,2,-5.69,3.75,37.0,1488.62,1496.96
Jacques Françoise,1488.6190840764982,1,-11.38,,51.0,1488.62,1488.62
Metcalf Francesca,1488.6092834744002,2,-5.7,1.98,24.0,1488.61,1495.71
Guan Xiaotong,1488.5909934290753,1,-11.41,,22.0,1488.59,1488.59
Jung Minjung,1488.5836443532207,1,-11.42,,31.0,1488.58,1488.58
ZRINSKI Karla,1488.5767795068418,1,-11.42,,68.0,1488.58,1488.58
Piasecka Monika,1488.5597490426576,1,-11.44,,43.0,1488.56,1488.56
Harada Asami,1488.5516958320527,2,-5.72,2.85,23.0,1488.55,1496.29
Wollebaek Mia Stöver,1488.4904189407941,1,-11.51,,69.0,1488.49,1488.49
NEAME Joanna,1488.4327266802231,2,-5.78,5.96,46.5,1488.43,1498.43
Verhaeren Margot,1488.4216574103257,1,-11.58,,36.0,1488.42,1488.42
Wyett Olivia,1488.4068517135695,1,-11.59,,36.0,1488.41,1488.41
Hounsell Rebecca,1488.400421429292,1,-11.6,,59.0,1488.4,1488.4
Ness Bibiana Dahle,1488.3964892738254,1,-11.6,,40.0,1488.4,1488.4
Kerr Hannah,1488.3647749889024,1,-11.64,,46.0,1488.36,1488.36
Ogier Olivia,1488.3358474607637,1,-11.66,,54.0,1488.34,1488.34
Paulus Sofie,1488.3179652281933,1,-11.68,,53.0,1488.32,1488.32
CHEN ZhuoYing,1488.290406636706,2,-5.85,4.58,25.0,1488.29,1497.38
MORONI Camilla,1488.275671098547,3,-3.91,7.25,21.67,1488.28,1500.47
WEI YALI,1488.2701336496987,2,-5.86,4.83,44.0,1488.27,1497.55
Cherniavska Yevheniia,1488.2615572709562,1,-11.74,,64.0,1488.26,1488.26
Cartró Iriarte María,1488.2610245571298,1,-11.74,,27.0,1488.26,1488.26
PUTRI RAUDHAH TRIARA,1488.2547922438484,1,-11.75,,36.0,1488.25,1488.25
Özlem Ömür,1488.247814201547,1,-11.75,,60.0,1488.25,1488.25
Lipenska Helena,1488.2086501130684,1,-11.79,,32.0,1488.21,1488.21
Haave Sunniva Eik,1488.2084726084972,1,-11.79,,83.0,1488.21,1488.21
Grunyashina Yelena,1488.1665628645671,1,-11.83,,59.0,1488.17,1488.17
Goh Sihui Natalie,1488.0865549363357,1,-11.91,,55.0,1488.09,1488.09
Hartani Fitria,1488.0523606019724,2,-5.97,2.63,69.5,1488.05,1492.17
Gadamshetty Jayati,1488.032208155341,1,-11.97,,85.0,1488.03,1488.03
Batsaikhan  Ariunod,1488.028568132994,1,-11.97,,34.0,1488.03,1488.03
Vandewoestyne Sabine,1488.0223656603564,1,-11.98,,46.0,1488.02,1488.02
Verma Anisha,1488.0026277570698,1,-12.0,,43.0,1488.0,1488.0
Inzunza Alejandra,1487.982290183829,1,-12.02,,93.0,1487.98,1487.98
Pashley Sarah,1487.9808050819559,1,-12.02,,54.0,1487.98,1487.98
Peetermans Zoe,1487.9588652408784,4,-3.01,2.23,52.5,1487.96,1497.62
GIMENEZ Victoria,1487.9026138119305,1,-12.1,,68.0,1487.9,1487.9
Stangaciu Annemarie-Caroline,1487.888610940756,1,-12.11,,37.0,1487.89,1487.89
Rodríguez Menarqez Itziar,1487.8526478969616,1,-12.15,,44.0,1487.85,1487.85
Amundrud Ingrid Helene,1487.817397900248,1,-12.18,,55.0,1487.82,1487.82
Steinberg Zoe,1487.8075593082724,1,-12.19,,55.0,1487.81,1487.81
Panteleeva Iuliia,1487.7905866197975,11,-1.11,7.81,40.73,1487.79,1502.65
BALIK GÜLAY,1487.7899577104995,1,-12.21,,65.0,1487.79,1487.79
Kageya Yuka,1487.774644642211,1,-12.23,,33.0,1487.77,1487.77
Dreher Molly,1487.7650237351581,1,-12.23,,55.0,1487.77,1487.77
OATES Tegwen,1487.7452738739028,1,-12.25,,46.0,1487.75,1487.75
Egli Liv,1487.738850411601,13,-0.94,7.34,33.69,1487.74,1514.09
Watanabe Saari,1487.6833674053792,3,-4.11,3.07,23.67,1487.68,1498.14
Fisher Ashley,1487.6409169986443,1,-12.36,,44.0,1487.64,1487.64
KOH SIOK HENG Lynnette,1487.5861043051623,1,-12.41,,47.0,1487.59,1487.59
Mia Kvåle Løvmo,1487.5831352030827,1,-12.42,,41.0,1487.58,1487.58
Alfonso Carolina,1487.570084662904,1,-12.43,,48.0,1487.57,1487.57
Gao Ziqi Elly,1487.5253752898393,1,-12.47,,56.0,1487.53,1487.53
Euvrard Adeline,1487.5043966145297,1,-12.5,,54.0,1487.5,1487.5
Cohaut Flavy,1487.4972202780784,1,-12.5,,63.0,1487.5,1487.5
Tracy Michaela,1487.4958650224867,1,-12.5,,51.0,1487.5,1487.5
BASOGLU KABRAN Fatma,1487.4477858623172,1,-12.55,,71.0,1487.45,1487.45
Park Heeyeon,1487.4440662035886,1,-12.56,,69.0,1487.44,1487.44
Fedyuk Olga,1487.4399777615733,1,-12.56,,71.0,1487.44,1487.44
Krizova Eva,1487.4164143492726,1,-12.58,,53.0,1487.42,1487.42
Kulish Olga,1487.4143605678,2,-6.29,0.52,40.0,1487.41,1494.07
Akça Buket,1487.409967665894,1,-12.59,,72.0,1487.41,1487.41
Goh Tan Leng,1487.3694848775833,1,-12.63,,28.0,1487.37,1487.37
Salazar Puga Regina,1487.3553445586576,1,-12.64,,93.0,1487.36,1487.36
Cha Youjin,1487.332719627498,1,-12.67,,95.0,1487.33,1487.33
Horan Emma,1487.3268887127276,1,-12.67,,95.0,1487.33,1487.33
Juarez Marjorie,1487.3211751924857,1,-12.68,,45.0,1487.32,1487.32
YALCIN DURU GÜNEŞ,1487.3180437705846,1,-12.68,,66.0,1487.32,1487.32
Macias Ferreira Valeria,1487.316622536714,1,-12.68,,87.0,1487.32,1487.32
Campton-Smith Olivia,1487.3116546914935,1,-12.69,,63.0,1487.31,1487.31
Tardy Violaine,1487.29831386856,1,-12.7,,45.0,1487.3,1487.3
Wei Chia-Ling,1487.2703635894663,1,-12.73,,27.0,1487.27,1487.27
Karkavina Anastasia,1487.2685096426908,1,-12.73,,35.0,1487.27,1487.27
LIU YIXIN,1487.2628032135842,1,-12.74,,44.0,1487.26,1487.26
RENQING LaMu,1487.232795776385,28,-0.46,5.13,23.93,1453.91,1490.81
Zampar Cassandra,1487.2085911742113,1,-12.79,,38.0,1487.21,1487.21
Rajfova Silvie,1487.191687508551,1,-12.81,,33.0,1487.19,1487.19
HAMMELMÜLLER Eva Maria,1487.1481073233756,9,-1.43,7.91,30.89,1484.37,1509.18
Youngwerth Tyler,1487.1448396706842,1,-12.86,,45.0,1487.14,1487.14
Zhiznevskaya Alexandra,1487.0790923929003,1,-12.92,,89.0,1487.08,1487.08
Kotrbova Daniela,1487.062621000829,1,-12.94,,47.0,1487.06,1487.06
Futcher Emma,1487.0104192857298,1,-12.99,,48.0,1487.01,1487.01
Fesenko Anastasiia,1486.9852215482617,1,-13.01,,70.0,1486.99,1486.99
Tan Eilin,1486.9637506180998,1,-13.04,,57.0,1486.96,1486.96
Avramova Elina,1486.9556075140717,1,-13.04,,57.0,1486.96,1486.96
PFISTER Clotilde,1486.9486821809492,3,-4.35,3.9,47.67,1486.95,1492.15
TUNYAVANICH Puntarika,1486.9346755477393,1,-13.07,,48.0,1486.93,1486.93
LIOUNI Athanasia,1486.9007143427598,1,-13.1,,45.0,1486.9,1486.9
Ünlü Asuhan Selin,1486.8914976908059,1,-13.11,,49.0,1486.89,1486.89
Contreras Carmen,1486.8458152716487,1,-13.15,,67.0,1486.85,1486.85
Holt Olivia,1486.845741819708,1,-13.15,,40.0,1486.85,1486.85
TRAVERSO LEBRÓN Paula,1486.8406343552394,1,-13.16,,66.0,1486.84,1486.84
Meladze  Tamar,1486.8331224985104,1,-13.17,,48.0,1486.83,1486.83
Crosley Thu,1486.813095047831,1,-13.19,,54.0,1486.81,1486.81
Domaneschi Isabella,1486.8010929902355,1,-13.2,,62.0,1486.8,1486.8
Turnbull Lucinda Ann,1486.783812918067,1,-13.22,,87.0,1486.78,1486.78
ESTRADA María José,1486.7525671438802,1,-13.25,,71.0,1486.75,1486.75
Mizuguchi Tsukasa,1486.7497790832629,6,-2.21,4.05,20.0,1483.75,1499.7
Tamang Panchamaya,1486.7437692065148,1,-13.26,,61.0,1486.74,1486.74
Chen Chen Melissa Esther,1486.7030006097511,1,-13.3,,96.0,1486.7,1486.7
Krajushkina Anna,1486.6810551162898,1,-13.32,,97.0,1486.68,1486.68
Clark Adriene Akiko,1486.6390403601501,8,-1.67,4.71,39.5,1486.64,1497.85
Lapshina Evgeniya,1486.638902237883,3,-4.45,7.15,40.0,1486.64,1492.8
Fedarkevich Sviatlana,1486.6353321541567,1,-13.36,,63.0,1486.64,1486.64
Melton Laurel,1486.5621992932702,1,-13.44,,57.0,1486.56,1486.56
Lam Suet-ying,1486.5260796818732,1,-13.47,,71.0,1486.53,1486.53
Kim Yuna,1486.4852163758762,2,-6.76,3.28,24.0,1486.49,1495.56
LOOSER Noé,1486.4730353338018,4,-3.38,1.93,44.0,1486.47,1498.39
"Chiu Chi-Heng, Sharon",1486.4619229616499,2,-6.77,1.42,23.0,1486.46,1492.23
Youngwerth Jesse,1486.436323757497,1,-13.56,,46.0,1486.44,1486.44
Miura Erina,1486.4290635092395,4,-3.39,1.95,38.0,1486.43,1497.48
Caramella Sara,1486.4053324812987,2,-6.8,2.05,55.5,1486.41,1494.65
Yao Ting-Chen,1486.4016806198583,1,-13.6,,58.0,1486.4,1486.4
KALLIA Evdoxia - Aikaterini,1486.379604923606,1,-13.62,,73.0,1486.38,1486.38
Vernikouskaya Maryia,1486.3732720352266,1,-13.63,,68.0,1486.37,1486.37
Karesova Eliska,1486.349883463625,1,-13.65,,50.0,1486.35,1486.35
Kapitain Nina,1486.3452024523506,1,-13.65,,56.0,1486.35,1486.35
Iida Azumi,1486.3435862727436,4,-3.41,1.19,21.25,1486.34,1497.63
Khudyakova Anna,1486.3380289756396,1,-13.66,,50.0,1486.34,1486.34
YANG Jiaxuan,1486.3361828400696,1,-13.66,,57.0,1486.34,1486.34
PEHLIVAN Melis,1486.317770192483,1,-13.68,,72.0,1486.32,1486.32
Mills Katherine,1486.3030664383512,1,-13.7,,64.0,1486.3,1486.3
LING Wai-mui,1486.2843529048937,1,-13.72,,80.0,1486.28,1486.28
Lerondel Saula,1486.2100272271666,2,-6.89,0.48,45.0,1486.21,1492.76
KIM Juha,1486.202419927906,11,-1.25,7.77,31.18,1481.22,1495.5
SYARIFAH ABDUL ROCHMAN,1486.175067891992,1,-13.82,,52.0,1486.18,1486.18
Kirdulyte Egle,1486.1676925597544,1,-13.83,,49.0,1486.17,1486.17
YIP Alannah,1486.1407720556804,1,-13.86,,25.0,1486.14,1486.14
Seferova Sima,1486.125720242991,1,-13.87,,64.0,1486.13,1486.13
WIDIA FUJIYANTI,1486.1225765888773,3,-4.63,3.48,39.33,1486.12,1499.28
Viegas Rezende Clara,1486.107372486958,1,-13.89,,75.0,1486.11,1486.11
CHOI Jisu,1486.0838825877297,2,-6.96,0.53,52.0,1486.08,1492.67
Lekurwala Dhanshri,1486.060131179127,1,-13.94,,90.0,1486.06,1486.06
Gibson Claire,1486.0306046524365,1,-13.97,,41.0,1486.03,1486.03
Whitehead Lucy,1486.0231970542013,1,-13.98,,99.0,1486.02,1486.02
Evene Anouk,1485.9451319189825,2,-7.03,10.14,26.5,1485.95,1500.15
Teriochina Anastasija,1485.9387005824524,1,-14.06,,74.0,1485.94,1485.94
Rapikova Iroda,1485.9026544088308,1,-14.1,,75.0,1485.9,1485.9
Kolkotina Tetiana,1485.9004138839557,1,-14.1,,69.0,1485.9,1485.9
