name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
SHIN Joonha,1499.2420760133168,3,-0.25,10.01,27.33,1494.05,1505.85
DINGER Max,1499.230577064756,2,-0.38,8.67,36.0,1499.23,1505.75
Neumärker Felix,1499.201276114745,8,-0.1,4.64,28.12,1490.89,1503.76
Flick Dimitri,1499.15660723677,6,-0.14,6.8,43.5,1493.08,1506.81
Otaka Kaya,1499.0302686028124,11,-0.09,5.61,31.27,1491.08,1507.01
Wimmer Julian,1499.0209761199935,3,-0.33,5.84,60.33,1496.44,1502.86
Ozawa Shinta,1498.8771531531052,18,-0.06,7.08,20.61,1488.11,1506.97
Geiman Austin,1498.8684872754218,1,-1.13,,61.0,1498.87,1498.87
Barbero Alfonso Pablo,1498.86028023667,9,-0.13,6.44,22.22,1496.69,1508.86
Stipek Jan,1498.853884124552,1,-1.15,,36.0,1498.85,1498.85
JANSE VAN RENSBURG Mel,1498.7830569158634,1,-1.22,,50.0,1498.78,1498.78
Kim Jaha,1498.7601233214928,31,-0.04,7.13,24.71,1471.69,1517.02
Sato Nathan,1498.6223610364898,3,-0.46,5.88,35.67,1498.62,1506.11
MATEJIČKA Filip,1498.6084913125983,1,-1.39,,56.0,1498.61,1498.61
POLES Jordi,1498.5940925069226,4,-0.35,9.44,29.0,1498.59,1511.7
Krastev Ivaylo,1498.5523781309398,3,-0.48,3.41,38.0,1498.44,1501.77
Peeters Harold,1498.528168071193,1,-1.47,,46.0,1498.53,1498.53
Lalov Boyko,1498.4487016551439,1,-1.55,,61.0,1498.45,1498.45
Esteller Ocaña Victor,1498.40283317519,35,-0.05,6.19,25.94,1479.65,1515.48
Watson Stewart,1498.356437697365,1,-1.64,,43.0,1498.36,1498.36
TRI RAMADANI PUTRA,1498.3296537590434,2,-0.84,7.03,42.0,1494.19,1498.33
Duval Alistair,1498.3125779952147,10,-0.17,8.31,48.0,1489.02,1518.74
Khaibullin Rishat,1498.2920834624954,8,-0.21,4.94,53.12,1487.96,1498.29
Sapey Anthony,1498.2775444754056,1,-1.72,,36.0,1498.28,1498.28
YUN SHINYEONG,1498.2221968487736,3,-0.59,9.22,34.67,1498.22,1508.54
Terentyev Sergey,1498.1534036372627,12,-0.15,7.8,35.83,1485.76,1510.42
STIPEK Jan,1498.1494150292144,7,-0.26,6.92,35.86,1490.49,1508.48
KURIC Peter,1498.1353510130666,2,-0.93,4.31,51.5,1496.02,1498.14
Martin Philipp,1497.9339532975293,26,-0.08,7.27,36.35,1490.79,1524.02
Cardwell Jon,1497.855636364361,1,-2.14,,39.0,1497.86,1497.86
Hamre Jon Pål,1497.8136770481872,1,-2.19,,37.0,1497.81,1497.81
Lazarov Blagovest,1497.577795800319,2,-1.21,2.16,41.5,1497.58,1500.32
Bernard-Brunel Hugo,1497.5382103797451,2,-1.23,0.95,40.0,1497.54,1499.44
Popov Dmitrii,1497.5055037129011,3,-0.83,3.78,57.0,1497.51,1502.64
Glairon Mondet Guillaume,1497.4732105114783,3,-0.84,5.57,25.33,1496.56,1503.63
Kaiser Francois,1497.4557975115026,1,-2.54,,45.0,1497.46,1497.46
MALOSTI Luca,1497.4396695878768,1,-2.56,,59.0,1497.44,1497.44
Unuk Tim,1497.3735205763073,1,-2.63,,44.0,1497.37,1497.37
Numajiri Takuma,1497.3100603115174,3,-0.9,5.54,33.33,1492.71,1497.31
BUTTERWORTH Samuel,1497.3075863420797,4,-0.67,2.63,45.5,1497.21,1500.28
Timonov Vadim,1497.2924895517408,2,-1.35,3.36,52.0,1496.27,1497.29
Lee Jeongsu,1497.202959353484,1,-2.8,,27.0,1497.2,1497.2
Adarsh  Singh,1497.0711053849222,1,-2.93,,65.0,1497.07,1497.07
INTRACHUPONGSE ARDCH,1497.056927810471,1,-2.94,,79.0,1497.06,1497.06
Neyer Thomas,1497.0436582377074,1,-2.96,,33.0,1497.04,1497.04
Mitchell Brendan,1496.9987986785377,1,-3.0,,67.0,1497.0,1497.0
Baltrunas Kipras,1496.9934541346372,1,-3.01,,63.0,1496.99,1496.99
De Boeck Jérôme,1496.9476616534976,7,-0.44,6.62,26.29,1489.25,1504.89
Shibata Masaki,1496.8563485988257,19,-0.17,6.29,21.16,1492.25,1524.51
Smith Daniel,1496.5249584343935,1,-3.48,,35.0,1496.52,1496.52
Polak Andrej,1496.5235941844544,2,-1.74,6.03,43.5,1494.0,1496.52
Larcher Jacopo,1496.5054278247285,2,-1.75,7.61,44.5,1492.87,1496.51
Luypaert Arno,1496.4902714895168,1,-3.51,,50.0,1496.49,1496.49
HARRISON Campbell,1496.4551926425654,1,-3.54,,38.0,1496.46,1496.46
Würth Peter,1496.4402784047022,1,-3.56,,51.0,1496.44,1496.44
Oleksy Tomasz,1496.3929364904525,1,-3.61,,49.0,1496.39,1496.39
Semenov Kirill,1496.3716320365966,1,-3.63,,42.0,1496.37,1496.37
Chesnokov Semen,1496.1636049711622,4,-0.96,5.24,36.25,1496.16,1504.02
"Koh Zher Yeow, Jay",1496.143709153493,2,-1.93,0.22,58.0,1496.14,1497.91
Dory Ian,1496.1210548831516,2,-1.94,2.64,20.5,1496.12,1499.93
Danielsen Jan Eivind,1496.0630647000248,1,-3.94,,40.0,1496.06,1496.06
Ridal William,1495.9752221414344,12,-0.34,6.45,40.17,1494.71,1517.08
Kolasangian Reza,1495.9586238690188,4,-1.01,3.28,59.0,1495.61,1502.82
Ravanello Théo,1495.685945948138,2,-2.16,11.97,25.5,1495.69,1506.31
Harrison Campbell,1495.6837520134163,39,-0.11,5.75,41.95,1460.79,1509.13
Murai Ryuichi,1495.5543556034363,1,-4.45,,29.0,1495.55,1495.55
Kirov Boyan,1495.503105103644,1,-4.5,,85.0,1495.5,1495.5
Elvegård Kenneth,1495.4779502489107,1,-4.52,,41.0,1495.48,1495.48
Roberts Aidan,1495.4600604280215,1,-4.54,,40.0,1495.46,1495.46
HO Cheuk-hei,1495.4452472266375,1,-4.55,,59.0,1495.45,1495.45
Kim Jabee,1495.3231720795486,61,-0.08,5.78,23.74,1474.65,1530.22
SCHERZ Stefan,1495.3109163624774,11,-0.43,6.31,31.73,1493.77,1514.76
Tiupyshev Sergei,1495.3064567783128,2,-2.35,4.6,70.5,1494.4,1495.31
DUFROS Lucas,1495.193369713285,3,-1.6,6.17,41.0,1494.62,1503.19
Kostner Janluca,1495.1618642266255,1,-4.84,,52.0,1495.16,1495.16
Busetta Romain,1495.1033061733726,4,-1.22,5.83,30.5,1490.6,1496.11
Osborne Charlie,1495.05711604096,2,-2.47,6.93,47.5,1492.63,1495.06
Favre Nils,1494.9745695236513,1,-5.03,,68.0,1494.97,1494.97
Arboleda Henao Juan Sebastian,1494.9292471990204,3,-1.69,2.1,53.33,1494.93,1499.4
Manzoni Matteo,1494.9182420901482,1,-5.08,,69.0,1494.92,1494.92
CHOI Seungchan,1494.9038099114277,1,-5.1,,60.0,1494.9,1494.9
YANG Lihao,1494.8405577541596,1,-5.16,,43.0,1494.84,1494.84
Breysse Florent,1494.7575041490713,2,-2.62,6.73,38.0,1494.76,1502.14
Ten Sijthoff Casper,1494.7243935168783,14,-0.38,6.4,24.29,1487.19,1507.39
Tanaka Syuhei,1494.6852805758379,2,-2.66,3.01,19.5,1494.69,1495.21
MIN Hyunbin,1494.6693606567312,4,-1.33,7.93,28.0,1494.67,1506.36
KWON KIBEOM,1494.6678733490076,1,-5.33,,61.0,1494.67,1494.67
Da Silva Samuel Carlos,1494.6478541045994,1,-5.35,,70.0,1494.65,1494.65
KIM DOHYEON,1494.592403231677,1,-5.41,,89.0,1494.59,1494.59
Ivanov Petar,1494.506580650374,1,-5.49,,75.0,1494.51,1494.51
ALTEMÖLLER Finn,1494.4579505515514,1,-5.54,,62.0,1494.46,1494.46
Brandenburger Jonas,1494.454302302426,3,-1.85,1.44,53.33,1494.45,1499.75
ZIETEK Jakub,1494.4521925680756,1,-5.55,,62.0,1494.45,1494.45
Lavender Sam,1494.446247768315,1,-5.55,,73.0,1494.45,1494.45
Sinitcyn Sergei,1494.4060887574096,2,-2.8,3.99,34.5,1494.38,1494.41
Lau Johannes,1494.3893107317517,1,-5.61,,41.0,1494.39,1494.39
ESPARTA FRADE Andoni,1494.369690645072,1,-5.63,,53.0,1494.37,1494.37
HAN Sanghyeon,1494.341084054195,1,-5.66,,40.0,1494.34,1494.34
Skorodumov Sergei,1494.339263755612,1,-5.66,,49.0,1494.34,1494.34
Ravlo-Caspersen Per,1494.336373070282,1,-5.66,,85.0,1494.34,1494.34
Xiberras Joseph,1494.3200161140637,3,-1.89,6.24,53.0,1494.32,1505.24
Mendes Júnior Alex,1494.3119535219714,1,-5.69,,71.0,1494.31,1494.31
Raugland Christer,1494.3070744489708,1,-5.69,,43.0,1494.31,1494.31
Averdunk Alexander,1494.266623706851,1,-5.73,,42.0,1494.27,1494.27
DORVAL Hugo,1494.2563518014529,1,-5.74,,69.0,1494.26,1494.26
Toyota Masafumi,1494.2399517914214,1,-5.76,,46.0,1494.24,1494.24
Leff Isaac,1494.2311611745588,2,-2.88,0.49,52.0,1494.23,1497.46
Radics Attila Zsombor,1494.216527681223,2,-2.89,0.68,70.0,1494.22,1497.59
Haidacher Benjamin,1494.1776623768146,2,-2.91,4.17,66.5,1494.14,1494.18
Bindhammer Andreas,1494.1739588961218,1,-5.83,,39.0,1494.17,1494.17
Fuksz Bence,1494.1480549411099,1,-5.85,,70.0,1494.15,1494.15
Fábric Jakub,1494.1453052824618,1,-5.85,,70.0,1494.15,1494.15
Göthert Philipp,1494.1425543320736,1,-5.86,,70.0,1494.14,1494.14
Kim Brian,1494.1239578872296,1,-5.88,,56.0,1494.12,1494.12
Rusev Nikolay,1494.0879452532229,10,-0.59,4.6,46.7,1494.09,1506.91
Pilehforoushan Alireza,1494.0355163375154,1,-5.96,,71.0,1494.04,1494.04
De Charmony Benjamin,1493.8359974354153,1,-6.16,,76.0,1493.84,1493.84
Kim Dae Yeob,1493.7951719799642,1,-6.2,,43.0,1493.8,1493.8
Blokker Damien,1493.7879951389734,1,-6.21,,75.0,1493.79,1493.79
Piiroinen Ilmari,1493.7877067876977,1,-6.21,,87.0,1493.79,1493.79
Tsunoda Hiroki,1493.7614436006806,10,-0.62,6.27,23.5,1483.09,1501.66
Fricker Alex,1493.6998539804877,1,-6.3,,65.0,1493.7,1493.7
Muehring Luke,1493.6880736972262,1,-6.31,,29.0,1493.69,1493.69
Hoffmann Lars,1493.6461627156782,3,-2.12,3.48,47.33,1493.65,1500.23
Shafir Guy,1493.6346206185,4,-1.59,6.08,47.75,1490.41,1496.67
TUSNÁDY  Nimród Sebestyén,1493.6042931604927,1,-6.4,,63.0,1493.6,1493.6
Radt Mischa,1493.4658834284419,1,-6.53,,68.0,1493.47,1493.47
Abu Hassan Khairul Hafiz,1493.463631491655,2,-3.27,6.01,40.5,1493.46,1500.98
Tresco BenIsaac,1493.4514135252425,5,-1.31,4.12,34.0,1491.9,1502.43
BAUDRAND Oscar,1493.4120391304461,9,-0.73,6.22,35.0,1493.41,1509.02
Czubkowski Joseph,1493.3728457851535,1,-6.63,,43.0,1493.37,1493.37
BRAND Mark,1493.371588095401,2,-3.31,2.41,52.0,1493.37,1498.39
Oakes Samuel,1493.367194771779,1,-6.63,,43.0,1493.37,1493.37
ESCRIBANO SÁNCHEZ Raúl,1493.342229856071,1,-6.66,,61.0,1493.34,1493.34
YAO Jinwei,1493.2913601516013,4,-1.68,3.64,48.0,1493.29,1496.92
Luo Ivan,1493.240272953197,1,-6.76,,89.0,1493.24,1493.24
Lakhno Sergey,1493.2351544970172,3,-2.25,4.0,40.33,1491.0,1496.42
Jeliga Jan,1493.1941326592619,1,-6.81,,58.0,1493.19,1493.19
Kupchik Arseniy,1493.1697893673927,1,-6.83,,27.0,1493.17,1493.17
Hamre Tarjei,1493.1338077124835,1,-6.87,,45.0,1493.13,1493.13
RAMADHAN Ravianto,1493.1307790684305,5,-1.37,6.8,29.4,1493.13,1506.03
GRENIER Maël,1493.1224897333373,1,-6.88,,44.0,1493.12,1493.12
Septo Wibowo Siburian Pangeran,1493.064407119863,1,-6.94,,29.0,1493.06,1493.06
Palao Peinado José Luis,1493.0482438958272,2,-3.48,1.07,46.5,1493.05,1495.77
Brouard Paul,1492.9833901032032,1,-7.02,,29.0,1492.98,1492.98
Heisinger Patrick,1492.9705597776194,1,-7.03,,63.0,1492.97,1492.97
Tomas Nichol,1492.9678194102273,1,-7.03,,75.0,1492.97,1492.97
MONCHOIS Nao,1492.9554335207788,4,-1.76,4.87,43.75,1489.73,1492.96
Chilese Valdo,1492.8790446649716,1,-7.12,,57.0,1492.88,1492.88
BAKHMET-SMOLENSKYI Illia,1492.8652759200338,1,-7.13,,66.0,1492.87,1492.87
De Girolamo Vincent,1492.8390921167136,2,-3.58,1.73,41.5,1492.84,1495.2
Pee Sungchan,1492.7985233805105,1,-7.2,,32.0,1492.8,1492.8
Armino Nigel,1492.735168360081,1,-7.26,,54.0,1492.74,1492.74
xin Huang,1492.7294093687185,1,-7.27,,33.0,1492.73,1492.73
Park Hee Yong,1492.6893726175679,1,-7.31,,27.0,1492.69,1492.69
Priestley Sefton,1492.674849589959,1,-7.33,,60.0,1492.67,1492.67
Waterhouse Alex,1492.6737719240905,7,-1.05,3.75,42.0,1490.9,1496.36
KAĞANOĞLU MUHAMMED OĞUZ,1492.6385207835106,1,-7.36,,47.0,1492.64,1492.64
SEPTY JAWARA EVALL,1492.5798796765714,1,-7.42,,33.0,1492.58,1492.58
Genecand Téo,1492.5664360199582,1,-7.43,,47.0,1492.57,1492.57
Savelyev Konstantin,1492.5661544778911,4,-1.86,4.2,39.0,1492.57,1501.79
Skar Martinus Hals,1492.546241190993,1,-7.45,,46.0,1492.55,1492.55
Čulić Lovre,1492.5136094091877,1,-7.49,,97.0,1492.51,1492.51
Boldrini Luca,1492.4049634243308,1,-7.6,,60.0,1492.4,1492.4
HOFHERR Johannes,1492.3752472873373,2,-3.81,2.11,60.0,1492.38,1497.68
Novak Klemen,1492.3586504290768,2,-3.82,6.79,43.5,1491.38,1492.36
Romšak Timotej,1492.3227011304318,2,-3.84,2.71,43.0,1492.32,1494.25
Fernandez Samuel,1492.3131274306218,1,-7.69,,61.0,1492.31,1492.31
KYSELA Eliáš,1492.3097756900534,1,-7.69,,67.0,1492.31,1492.31
RAVLO-CASPERSEN Per,1492.305705688982,1,-7.69,,67.0,1492.31,1492.31
Sukapanpotharam Vin,1492.2944442445644,1,-7.71,,77.0,1492.29,1492.29
Huang DiChong,1492.2780357364554,2,-3.86,1.65,51.5,1492.28,1497.31
Mignon Olivier,1492.2007683276677,1,-7.8,,37.0,1492.2,1492.2
Urbina Jonathan,1492.181195952731,1,-7.82,,37.0,1492.18,1492.18
Wörner Maximilian,1492.1741369633164,1,-7.83,,37.0,1492.17,1492.17
Pintar Matevz,1492.1528932351227,1,-7.85,,43.0,1492.15,1492.15
Volkov Gleb,1492.1273860670976,1,-7.87,,28.0,1492.13,1492.13
Catari Carlos,1492.0965925111602,1,-7.9,,46.0,1492.1,1492.1
Michurov Nikolai,1492.0531149318645,1,-7.95,,54.0,1492.05,1492.05
Praveen C. M.,1492.0470926332282,1,-7.95,,61.0,1492.05,1492.05
Jost Dario,1491.9533151905355,1,-8.05,,77.0,1491.95,1491.95
PARKS Dylan,1491.9492430296993,1,-8.05,,44.0,1491.95,1491.95
Dawson Peter,1491.8741875345133,1,-8.13,,46.0,1491.87,1491.87
Avezou Leo,1491.8138753854944,6,-1.36,7.89,48.0,1482.79,1495.88
Levin Ram,1491.7728524696804,7,-1.18,4.49,63.14,1483.24,1491.77
Sethna Eric,1491.7265587199697,1,-8.27,,28.0,1491.73,1491.73
Oberprantacher David,1491.6931920940901,3,-2.77,3.15,55.0,1490.93,1494.71
Moosburger Emanuel,1491.6819456101225,2,-4.16,0.12,64.0,1491.68,1495.92
Roden Ryan,1491.6636126562391,1,-8.34,,52.0,1491.66,1491.66
Camacho Reinaldo,1491.660701340098,12,-0.69,7.2,36.58,1468.16,1491.66
Estrada De Artola Emmanuel,1491.6462815456844,1,-8.35,,81.0,1491.65,1491.65
Genecand Léon,1491.5827942512562,1,-8.42,,38.0,1491.58,1491.58
Hoy Ryder,1491.5825071968043,1,-8.42,,45.0,1491.58,1491.58
Lipman Amiad,1491.5792484483754,1,-8.42,,56.0,1491.58,1491.58
MCNAMEE Kindar,1491.5660013506852,1,-8.43,,69.0,1491.57,1491.57
CODINA PINEDA Joel,1491.5259409426253,1,-8.47,,65.0,1491.53,1491.53
Coronado Rafael,1491.5139220925355,1,-8.49,,52.0,1491.51,1491.51
Sillmann Benjamin,1491.500417025233,1,-8.5,,49.0,1491.5,1491.5
Yoon Daehee,1491.4413643787668,1,-8.56,,29.0,1491.44,1491.44
RODENKO Daniel,1491.42752056325,1,-8.57,,63.0,1491.43,1491.43
Jang Yongho,1491.4188354671687,1,-8.58,,34.0,1491.42,1491.42
Greksak Tomas,1491.4146036496916,1,-8.59,,63.0,1491.41,1491.41
Kucera Roman,1491.4103145935564,1,-8.59,,47.0,1491.41,1491.41
Kalland Jarle,1491.3696324843231,1,-8.63,,48.0,1491.37,1491.37
Pfanner Andreas,1491.3192383351395,1,-8.68,,39.0,1491.32,1491.32
RÂPĂ Darius,1491.30028651194,5,-1.74,2.32,45.4,1489.88,1495.63
Zupan Izidor,1491.2959804074765,8,-1.09,5.17,30.62,1491.3,1507.8
Han Wonwoo,1491.2837317730734,1,-8.72,,80.0,1491.28,1491.28
Quintana Jaime Hendrik,1491.2777002249607,1,-8.72,,83.0,1491.28,1491.28
Unger Simon,1491.2746664367758,1,-8.73,,47.0,1491.27,1491.27
Saikin David Leandro,1491.2737240627393,1,-8.73,,83.0,1491.27,1491.27
Müller Matthias,1491.2422465824975,2,-4.38,6.77,18.5,1491.24,1500.41
MUSAUWIR MUSAUWIR,1491.232375580722,8,-1.1,6.61,40.5,1488.4,1500.23
Macartney Kevin,1491.1532009274488,1,-8.85,,30.0,1491.15,1491.15
Sabri Sabri,1491.1055482510144,1,-8.89,,31.0,1491.11,1491.11
MUSAUWIR Musauwir,1491.0739559050749,3,-2.98,5.14,44.33,1491.07,1494.13
Garbov Kalin,1491.0480603738993,3,-2.98,7.92,44.67,1487.87,1491.05
Stevenson Cody,1491.0132995379342,1,-8.99,,52.0,1491.01,1491.01
Crucerira Edwin,1491.0076808966808,1,-8.99,,72.0,1491.01,1491.01
MCNAMEE Guy,1491.0053478694708,1,-8.99,,71.0,1491.01,1491.01
MARCUS Nimrod,1490.96265196393,1,-9.04,,21.0,1490.96,1490.96
Jerman Luka,1490.942446911284,1,-9.06,,50.0,1490.94,1490.94
Mokrolusky Lukas,1490.935130748737,1,-9.06,,50.0,1490.94,1490.94
Lemaire Adrien,1490.9347516240812,11,-0.82,5.65,54.55,1477.16,1495.31
Watabe Keita,1490.9116458972228,1,-9.09,,32.0,1490.91,1490.91
CHEN Yongchen,1490.9089849604356,2,-4.55,2.73,40.5,1490.91,1493.52
Osgood Declan,1490.8983596103285,4,-2.28,2.38,40.5,1490.9,1500.3
VIDI Pietro,1490.7780267201513,1,-9.22,,61.0,1490.78,1490.78
Groskamp Daan,1490.7614637131112,1,-9.24,,45.0,1490.76,1490.76
Kirov Slav,1490.672602478246,6,-1.55,5.48,54.83,1490.67,1503.73
Palmer Andrew,1490.647194251616,1,-9.35,,29.0,1490.65,1490.65
Petrov Nikola,1490.5891164142404,1,-9.41,,87.0,1490.59,1490.59
Sherkat Tosh,1490.5849098002045,1,-9.42,,87.0,1490.58,1490.58
INTRACHUPONGSE Ardch,1490.5532313624528,1,-9.45,,80.0,1490.55,1490.55
Bernal Anghelo,1490.5454014238642,1,-9.45,,64.0,1490.55,1490.55
Evensen Endre Sandø,1490.4896804591144,1,-9.51,,49.0,1490.49,1490.49
Sulheim Einar,1490.4817194218963,1,-9.52,,49.0,1490.48,1490.48
Kurtović Filip,1490.4730701949277,1,-9.53,,53.0,1490.47,1490.47
Posch Jan-Luca,1490.4655833385275,4,-2.38,7.49,45.0,1490.47,1500.44
Spannuth Ben,1490.4127134402295,4,-2.4,5.79,35.25,1490.41,1503.86
OH Sewoong,1490.3615623777257,1,-9.64,,30.0,1490.36,1490.36
CINK Jáchym,1490.3276852221347,1,-9.67,,62.0,1490.33,1490.33
Peñaranda Aaron,1490.2714833195928,1,-9.73,,83.0,1490.27,1490.27
Chen Ruizhi,1490.2152274937423,1,-9.78,,32.0,1490.22,1490.22
BIM SIGRID,1490.2118494320537,2,-4.89,2.43,57.0,1490.21,1493.39
Shrestha Pranil man,1490.173780437963,1,-9.83,,35.0,1490.17,1490.17
ROJI FATCHUR,1490.1572409084413,1,-9.84,,36.0,1490.16,1490.16
Vernaison Clement,1490.1547216900117,6,-1.64,7.02,44.33,1481.94,1502.69
VERMA Aman,1490.1493384831588,1,-9.85,,47.0,1490.15,1490.15
VIGHETTI Gianluca,1490.0890376674433,2,-4.96,0.54,63.0,1490.09,1495.43
Stewart-Patterson Robert,1490.0551610750454,2,-4.97,7.25,54.5,1489.9,1490.06
Musihin Victor,1490.0384530835684,1,-9.96,,30.0,1490.04,1490.04
HU Junzhe,1490.0253999966112,2,-4.99,1.99,50.0,1490.03,1493.61
Stefanik Samuel,1490.0135537762005,1,-9.99,,86.0,1490.01,1490.01
Kim Youngwha,1489.9993265813064,1,-10.0,,29.0,1490.0,1490.0
Kwon Kiyoon,1489.9839792186494,1,-10.02,,29.0,1489.98,1489.98
MOKROLUSKY Lukas,1489.9734743066142,4,-2.51,3.9,45.5,1489.97,1499.56
Doloh Samsuding,1489.9446093569131,1,-10.06,,66.0,1489.94,1489.94
Kivela Luka,1489.9385971672639,1,-10.06,,66.0,1489.94,1489.94
MEI YUPING,1489.9291429998248,1,-10.07,,54.0,1489.93,1489.93
Suter Alejo,1489.9055909057342,1,-10.09,,107.0,1489.91,1489.91
FARKAS Tamás,1489.8775771137439,1,-10.12,,82.0,1489.88,1489.88
Takeda Rikuto,1489.8540221567707,1,-10.15,,46.0,1489.85,1489.85
GRUZITIS Edvards,1489.8059490014402,1,-10.19,,53.0,1489.81,1489.81
BERGANT Martin,1489.804374319851,2,-5.1,1.83,51.0,1489.8,1493.61
Feistmantl Christian,1489.8010555528647,2,-5.1,2.52,44.0,1489.8,1493.12
NOËL Alexandre,1489.7740113123868,1,-10.23,,50.0,1489.77,1489.77
Malinowski Olaf,1489.7657987235095,1,-10.23,,84.0,1489.77,1489.77
Winkler Moritz,1489.7374608865116,1,-10.26,,55.0,1489.74,1489.74
Gerritsen Stefan,1489.7259520567209,1,-10.27,,35.0,1489.73,1489.73
Escobar Manuel,1489.71332539986,1,-10.29,,48.0,1489.71,1489.71
Lindfors Axel,1489.6854991689934,2,-5.16,1.0,75.5,1489.69,1494.14
Vanden Driessche Sam,1489.6572676814756,1,-10.34,,44.0,1489.66,1489.66
Orjuela Cesar,1489.651497067532,1,-10.35,,67.0,1489.65,1489.65
Kokorin Stanislav,1489.6435797662145,1,-10.36,,34.0,1489.64,1489.64
Wang Henning,1489.601024451141,1,-10.4,,51.0,1489.6,1489.6
Egg Pedro,1489.5955883767049,1,-10.4,,85.0,1489.6,1489.6
Berthe Eric,1489.5499817882069,1,-10.45,,51.0,1489.55,1489.55
CHOTIKKRAI Poksakon,1489.5483474051662,1,-10.45,,48.0,1489.55,1489.55
Foley Michael,1489.535905942857,1,-10.46,,51.0,1489.54,1489.54
Choi Seungchan,1489.5164667562194,1,-10.48,,53.0,1489.52,1489.52
Ungureanu Daniel,1489.4843080315345,1,-10.52,,91.0,1489.48,1489.48
Hammer Max,1489.4632130028624,1,-10.54,,76.0,1489.46,1489.46
AVEZOU Leo,1489.4291970227794,6,-1.76,4.65,48.0,1485.79,1501.72
Temi Lasa,1489.4142474481896,2,-5.29,1.28,58.5,1489.41,1493.8
Carretero Cruz Eneko,1489.4063410402048,2,-5.3,2.23,64.0,1489.41,1493.13
Simonen Tuukka,1489.4029647943169,1,-10.6,,103.0,1489.4,1489.4
Yanev Aiden,1489.3836300752534,1,-10.62,,67.0,1489.38,1489.38
Vasko Roman,1489.3823327879954,1,-10.62,,109.0,1489.38,1489.38
Vancayzeele Nicolas,1489.3541146121734,1,-10.65,,61.0,1489.35,1489.35
Hromada Filip,1489.351414192318,1,-10.65,,88.0,1489.35,1489.35
LIN Chia Hsiang,1489.345912043851,1,-10.65,,37.0,1489.35,1489.35
MACIÀ LLOBET Lau,1489.2967462720364,1,-10.7,,71.0,1489.3,1489.3
Cosser Christopher,1489.2943011065422,3,-3.57,0.63,67.0,1489.29,1497.15
Saat Izzat,1489.288070741396,1,-10.71,,33.0,1489.29,1489.29
Hwang Pyeongju,1489.2801039569133,1,-10.72,,31.0,1489.28,1489.28
Barrans David,1489.2206093080117,21,-0.51,4.58,44.71,1487.39,1515.08
MADER Felix,1489.2184569401156,5,-2.16,3.32,49.6,1489.22,1496.57
Kotar Matic,1489.202897854746,2,-5.4,2.31,56.0,1489.2,1492.97
KAĞANOĞLU Muhammed Oğuz,1489.2010395474601,1,-10.8,,84.0,1489.2,1489.2
Valerga Santiago Fernando,1489.1882062425677,1,-10.81,,32.0,1489.19,1489.19
Coley Orrin,1489.1825831213057,1,-10.82,,50.0,1489.18,1489.18
Altanchev Hristo,1489.1825115600077,1,-10.82,,61.0,1489.18,1489.18
Luby Robert,1489.15444337744,1,-10.85,,109.0,1489.15,1489.15
Kang Sung-Hoon,1489.1539384544294,1,-10.85,,29.0,1489.15,1489.15
Pereira Bharath,1489.1503840752187,1,-10.85,,109.0,1489.15,1489.15
SONG HuaLong,1489.1463232546587,1,-10.85,,109.0,1489.15,1489.15
Carasio Lorenzo,1489.1428596529574,3,-3.62,2.4,57.33,1489.14,1497.15
BAUHOFER Marco,1489.14049532805,1,-10.86,,76.0,1489.14,1489.14
De Mattia Nicola,1489.1204110402184,10,-1.09,6.56,33.4,1484.6,1498.37
KESKİN MUHAMMET ALİ,1489.090598817483,1,-10.91,,86.0,1489.09,1489.09
FLICK Dimitri,1489.0217969829316,3,-3.66,1.88,49.0,1489.02,1494.23
Satanek David,1489.0022659401138,1,-11.0,,47.0,1489.0,1489.0
CHILIE DanZeng,1488.899066128877,1,-11.1,,37.0,1488.9,1488.9
Hlavacek Jakub,1488.8979874121765,3,-3.7,3.57,37.33,1488.9,1492.73
Aallay Prashant,1488.8879316291273,1,-11.11,,69.0,1488.89,1488.89
Giraldo Nicolas,1488.8691876306264,1,-11.13,,62.0,1488.87,1488.87
Lequerica Diego,1488.854024704237,1,-11.15,,93.0,1488.85,1488.85
LAVRENTAKIS-RIGAKIS Filippos,1488.8499075186653,1,-11.15,,56.0,1488.85,1488.85
Kirkebø Teodor,1488.848336805182,1,-11.15,,105.0,1488.85,1488.85
Jurekovic Gorazd,1488.8444365777814,3,-3.72,0.59,45.67,1488.84,1496.73
Inoue Ryo,1488.8328029127651,2,-5.58,8.11,54.5,1488.68,1488.83
Familrohani Hossein,1488.828542279754,1,-11.17,,56.0,1488.83,1488.83
Cornu Manuel,1488.7721004799141,8,-1.4,6.41,65.12,1488.77,1503.2
MA Yuanliang,1488.7409796927975,1,-11.26,,55.0,1488.74,1488.74
Ftis Aziz,1488.7145695616873,1,-11.29,,91.0,1488.71,1488.71
Kvitsiani Almatsgir,1488.704504416082,1,-11.3,,91.0,1488.7,1488.7
Heurtaux Benoit,1488.7004085873216,1,-11.3,,41.0,1488.7,1488.7
QU HAIBIN,1488.693048009973,2,-5.65,1.47,69.0,1488.69,1493.31
Sterni Paolo,1488.677374751434,1,-11.32,,62.0,1488.68,1488.68
Hoyer Hugo,1488.6615205905707,5,-2.27,2.88,48.0,1488.66,1498.82
