name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Megos Alexander,1651.9290734776316,33,4.6,6.26,13.76,1504.16,1662.67
Bailey Sean,1648.07230196758,37,4.0,7.01,17.86,1516.22,1648.07
Roberts Toby,1647.436784243495,17,8.67,8.03,8.35,1508.88,1647.44
FUJII Kokoro,1647.361210707166,24,5.55,9.55,7.38,1503.43,1647.36
Avezou Sam,1642.7524650506973,21,6.8,5.97,14.9,1505.97,1642.75
Uznik Nicolai,1641.3152673758452,30,4.71,7.42,15.5,1502.83,1648.29
CHON Jongwon,1639.1699186645426,23,5.6,9.21,9.35,1512.39,1639.17
Baratzadeh Gholamali,1635.1890530032774,35,3.86,6.54,15.94,1505.56,1646.62
Timonov Vadim,1634.968033625847,35,3.86,7.11,14.34,1505.35,1635.84
Danker Stefan,1634.5506449636187,51,2.64,7.2,12.25,1501.75,1639.43
Ennemoser Lukas,1632.2879157849577,64,2.07,7.24,12.72,1500.87,1658.95
Posch Jan-Luca,1631.9822664738629,38,3.28,6.38,23.29,1496.64,1631.98
Milne Maximillian,1629.0784916904363,24,5.38,7.4,15.38,1505.04,1629.08
Kaiser Francois,1628.0876667658813,29,4.42,5.7,10.62,1505.9,1628.36
McColl Sean,1627.947679376133,153,0.84,8.55,10.25,1510.35,1837.65
Jenft Paul,1626.050728898851,15,8.4,5.54,11.6,1506.46,1626.05
Khazanov Alex,1624.507616153776,63,1.98,8.43,19.22,1478.46,1655.35
Firnenburg David,1623.7305403959133,25,4.95,7.57,12.36,1504.18,1623.73
Becan Klemen,1623.1508023509934,79,1.56,7.41,11.47,1511.19,1675.41
Topishko Sergii,1617.784439105341,46,2.56,8.03,18.15,1506.37,1649.1
Kassay James,1616.95938286284,40,2.92,7.33,11.88,1499.78,1639.72
Stranik Martin,1616.629701041603,73,1.6,8.15,16.21,1512.77,1680.74
Phillips Nathan,1615.6936854133037,50,2.31,7.98,17.66,1483.43,1637.33
Rugens Rolands,1615.0070909267333,63,1.83,8.03,17.0,1479.53,1670.11
AMAGASA Sohta,1614.1012348968893,15,7.85,7.09,8.4,1505.64,1617.74
Van Duysen Hannes,1613.3484120629737,19,5.97,8.66,18.74,1492.68,1613.35
Lorenzi Simon,1611.1388977610695,31,3.59,6.86,20.55,1497.52,1629.6
Gaidioz Loïc,1609.3860195039426,61,1.79,8.24,10.84,1502.72,1631.73
Preti Lucas,1608.3604502538587,46,2.36,7.51,13.46,1494.86,1618.9
Kawamata Rei,1607.92965600265,14,7.71,8.12,9.64,1512.31,1613.97
Mecherzynski-Wiktor Andrzej,1607.0770511508942,41,2.61,6.2,14.61,1506.07,1620.76
Julien Stéphan,1603.079205415419,64,1.61,7.79,12.12,1516.0,1616.39
Baumann Jonas,1601.8788760773732,93,1.1,7.62,13.61,1498.82,1635.39
KAYOTANI Ritsu,1595.4380597459767,21,4.54,9.74,9.76,1506.6,1595.44
Pouvreau Gérome,1595.2585166951349,29,3.28,7.7,11.69,1514.16,1613.49
Skofic Domen,1593.20571626447,28,3.33,7.11,16.36,1486.64,1593.21
Marcus Nimrod,1592.5414925050416,33,2.8,6.83,24.76,1505.15,1598.17
Pan YuFei,1592.3457204984127,23,4.02,6.51,19.04,1484.34,1592.35
Kozlov Victor,1592.1298523775088,11,8.38,6.88,8.18,1505.56,1592.13
Robinson Paul,1591.7784433091379,11,8.34,7.67,5.73,1517.02,1591.78
Piccolruaz Michael,1591.5557620156897,67,1.37,7.97,19.12,1489.1,1648.86
Conrad Mathias,1591.1941006674133,43,2.12,7.85,15.79,1493.04,1597.98
Barrans David,1590.2150750889389,86,1.05,7.72,16.62,1491.87,1626.44
Lehmann Sascha,1589.8868156436245,24,3.75,8.24,24.25,1487.21,1589.89
LEE DOHYUN,1588.2724970005834,10,10.33,5.02,7.1,1512.73,1603.27
de Leeuw Nicky,1588.176489635666,53,1.66,5.81,16.04,1505.89,1591.14
Matsushima Akito,1584.2996476759583,26,3.24,8.02,10.73,1495.49,1601.45
Meyer Jérôme,1581.994706434704,14,5.86,8.53,7.43,1514.42,1586.15
Collin Nicolas,1580.6496319429348,30,2.69,7.66,26.23,1495.37,1580.65
Galla Zach,1579.979009296042,19,4.21,5.49,26.95,1501.94,1579.98
OGATA Yoshiyuki,1579.6193595583698,13,6.12,8.18,11.69,1506.66,1579.62
Lovenjak Sudar Zan,1578.9104223057118,19,4.15,8.21,21.37,1511.86,1578.91
McArthur Hamish,1578.6369646205305,17,4.63,7.94,19.94,1515.59,1578.64
Averdunk Alexander,1577.1835324148078,19,4.06,6.77,18.11,1512.45,1582.47
Ometz Baptiste,1576.008915480572,22,3.45,5.69,17.82,1503.12,1576.01
Dornauer Alfons,1575.5540747674527,33,2.29,6.54,19.79,1503.53,1575.55
Landman Tyler,1575.2516573500466,36,2.09,8.9,14.94,1502.67,1618.77
CHON JONGWON,1574.7708837097605,10,7.77,5.83,7.6,1512.13,1577.7
ROBERTS Toby,1574.5561795033434,8,10.14,5.01,5.38,1512.71,1581.13
SCHALCK Mejdi,1574.4783144161029,10,7.45,4.13,8.8,1514.57,1574.48
Flor Vazquez Jonatan,1572.8422855499552,20,3.64,7.44,18.45,1488.35,1572.84
Core Christian,1572.4160452664016,41,1.77,7.58,14.44,1498.53,1593.13
Ruana Rudolph,1571.1061865357374,10,7.11,3.76,16.4,1501.23,1571.11
Yamauchi Makoto,1569.799697906231,25,2.79,7.12,15.16,1498.64,1570.78
Unger Simon,1567.1718135793226,18,3.73,6.06,17.33,1495.42,1571.21
Murai Ryuichi,1566.9363473223943,17,3.94,9.41,13.47,1498.48,1577.32
Mrázek Tomás,1566.7513213487616,11,6.07,6.7,11.09,1502.09,1568.34
Gruzitis Edvards,1566.6675141096825,16,4.17,5.57,31.94,1503.92,1568.33
Ginés López Alberto,1566.6671157059404,18,3.7,8.01,27.11,1502.85,1566.67
Gullsten Anthony,1566.57211426995,22,3.03,6.19,18.82,1514.83,1566.57
Pelorson Nicolas,1566.323083786715,10,6.63,5.01,15.0,1513.35,1566.32
ONDRA Adam,1565.75098433866,6,8.91,10.73,3.67,1515.43,1565.75
Rubtsov Aleksey,1564.9470002019639,9,7.22,8.48,10.89,1509.08,1564.95
Puman Hannes,1562.3458367400876,25,2.49,5.04,33.84,1491.94,1562.35
Reuser Tim,1561.6061644246188,10,6.16,6.21,19.1,1500.73,1563.82
DU LAC Daniel,1560.768428389723,12,5.06,8.5,9.08,1502.93,1561.17
Skorodumov Sergei,1559.9314856831252,18,3.33,5.99,26.11,1492.38,1559.93
Farrell Thomas,1559.6939765352136,21,2.84,7.44,15.52,1500.48,1563.61
Bosi William,1559.0044983000307,9,6.56,4.07,19.33,1511.68,1559.0
PEHARC Anze,1556.4850696442656,14,4.03,9.31,10.07,1501.43,1566.88
Hada Yuki,1556.395048053948,9,6.27,7.29,12.44,1500.52,1564.6
Hukkataival Nalle,1556.3432317623738,21,2.68,9.16,14.43,1511.68,1573.71
Ridal William,1555.3919678943525,26,2.13,6.34,24.5,1497.71,1558.37
SANO Daiki,1555.18853801682,8,6.9,5.92,18.75,1510.28,1555.19
Cousins Matthew,1554.2562873808392,11,4.93,5.06,21.36,1493.94,1554.26
Laurence Ludovic,1553.4392299737087,18,2.97,6.62,14.78,1498.62,1564.1
MILNE Maximillian,1553.0463519910268,11,6.02,10.02,10.64,1483.17,1566.18
Kleesattel Max,1551.6687379077466,25,2.07,6.86,28.8,1500.19,1563.94
Sommer Remo,1550.915810665141,40,1.27,7.88,18.18,1476.51,1562.66
Amagasa Sohta,1550.8303683742863,6,8.47,10.08,8.67,1510.81,1550.83
CORNU Manuel,1550.4528150648,11,4.59,8.56,16.55,1496.04,1565.93
Feehally Edward,1549.9216163091364,34,1.47,8.5,17.09,1475.83,1574.83
Ternant Mathieu,1549.4827370608036,13,3.81,10.16,17.54,1508.25,1549.48
BAILEY Sean,1549.1846525852295,7,7.03,8.76,9.0,1507.27,1560.1
Müller Matthias,1548.9267887943213,30,1.63,8.67,12.07,1497.02,1573.35
Traversi Carlo,1548.4382986041971,20,2.42,7.05,16.8,1503.99,1553.67
Watanabe Kaito,1548.2940620598497,9,5.37,8.4,13.67,1505.35,1548.29
Kryukov Valeriy,1547.91797883073,7,6.85,3.6,12.43,1511.43,1547.92
Schröter Thilo Jeldrik,1547.5481170673147,28,1.7,6.68,28.39,1489.26,1560.1
Nakano Minoru,1545.344011746202,13,3.49,7.85,13.23,1508.1,1547.61
Webb-Parsons Christopher,1545.0576790289956,26,1.73,6.27,17.77,1495.71,1545.06
SCHUBERT Jakob,1544.6931285200112,6,7.45,2.76,10.5,1508.73,1544.69
Amma Sachi,1544.474609677983,12,3.71,9.23,11.08,1494.73,1544.47
Holowach Jason,1543.9868904488615,28,1.57,7.65,18.46,1497.24,1544.4
Hans Moritz,1543.3140043506014,18,2.41,7.19,21.44,1496.06,1560.21
Muraoka Tatsuya,1543.1171945849794,5,8.62,6.06,12.4,1500.44,1543.12
Rakhmetov Salavat,1540.768062206108,8,5.1,10.53,9.12,1516.13,1547.5
Midtboe Magnus,1540.547350955178,6,6.76,3.95,14.83,1506.45,1540.55
MacDougall Jack,1540.0874095920308,8,5.01,8.35,20.88,1498.32,1540.09
PAN YUFEI,1539.8456245890375,10,3.98,7.3,31.4,1507.58,1539.85
Bombardi Marcello,1539.8255074968645,24,1.66,5.86,31.04,1493.9,1561.44
Lechner Mario,1539.4247837377231,13,3.03,9.16,15.85,1491.42,1543.55
YOSHIDA Satone,1539.2298060992025,13,3.02,7.9,23.46,1505.27,1541.76
Schweiger Christoph,1539.0487364897308,10,3.9,7.17,34.7,1486.97,1539.05
Novitskiy Yury,1538.8642250880525,19,2.05,5.23,20.63,1498.97,1549.69
Scarperi Stefan,1538.530987088629,46,0.84,7.26,20.13,1483.52,1556.43
Klingler Florian,1538.1473280559126,20,1.91,6.27,30.05,1501.07,1548.84
JENFT Paul,1537.1746364131784,5,7.43,3.02,13.8,1507.76,1537.17
Lightner Kai,1537.0243380579732,7,5.29,7.79,18.0,1488.76,1537.02
Luzhetskii Sergei,1536.601012857097,15,2.44,7.22,27.87,1494.58,1536.6
Shahar Adam,1536.089561553648,6,6.01,6.45,18.17,1499.18,1537.48
Ter-Minasyan Arman,1535.892354507026,25,1.44,6.35,20.52,1485.7,1547.35
Lopez Mateos Eric,1535.7873942871581,23,1.56,7.76,22.74,1488.85,1545.78
Caminati Michele,1534.5532091105795,24,1.44,8.91,14.12,1490.11,1538.45
Earl Andrew,1534.3352424554134,3,11.45,9.37,5.0,1500.67,1534.34
Parry Gareth,1533.9371153043332,28,1.21,8.86,15.86,1503.51,1538.22
Parma Georg,1533.5721626323284,21,1.6,4.94,27.24,1499.04,1533.57
Fulkerson Ross,1533.5279636736775,15,2.24,9.49,30.93,1490.68,1538.92
Vorotnikov Vasya,1533.512192294029,8,4.19,3.31,16.38,1502.37,1533.51
Iarilovets Nikolai,1533.4704078098302,11,3.04,5.05,30.27,1497.29,1534.34
Levin Geva,1533.4187933738913,14,2.39,5.0,39.79,1502.48,1533.42
Roberts Aidan,1532.7556466095061,10,3.28,5.08,21.8,1500.3,1532.76
Ten Sijthoff Casper,1532.1463789570457,29,1.11,7.41,18.83,1490.17,1541.74
YAMAGUCHI Kento,1531.9616400324144,6,5.33,7.52,24.33,1511.49,1538.17
Samoilov Fedir,1531.5359642231358,14,2.25,4.49,38.36,1500.85,1537.62
Kotar Matic,1531.0366832615082,9,3.45,5.08,37.56,1494.44,1532.25
INOUE Yuji,1530.9425193786838,9,3.44,10.22,15.44,1496.8,1536.03
Blaser Benjamin,1530.431063853216,51,0.6,7.73,22.31,1460.33,1537.84
UZNIK Nicolai,1530.113525609026,8,3.76,9.65,14.25,1511.82,1541.34
Andersson Daniel,1529.4278665614386,16,1.84,7.37,18.12,1491.26,1529.43
Raboutou Shawn,1528.8984943142264,6,4.82,3.71,16.5,1506.75,1528.9
Sugita Masatoshi,1527.6336989733932,21,1.32,6.61,17.57,1510.22,1534.02
Sanchez González Ignacio,1527.6204553471487,30,0.92,7.21,18.67,1484.26,1545.14
YURIKUSA Ao,1527.175259554825,4,6.79,3.16,32.5,1510.86,1527.18
Ghisolfi Stefano,1527.040078513306,23,1.18,7.47,21.83,1488.76,1531.18
Avezou Leo,1525.84635538843,12,2.15,6.24,31.25,1510.71,1538.9
AVEZOU Sam,1525.842144462697,4,6.46,10.05,8.5,1516.52,1531.18
Baudrand Oscar,1525.661657113044,13,1.97,5.26,44.15,1483.38,1525.66
RICHARD Samuel,1525.3707612903302,5,5.07,8.98,14.4,1503.38,1525.37
LEMAGNER Thomas,1525.270903335459,4,6.32,8.21,10.0,1512.38,1525.27
Huerta Mauricio,1524.9494218071607,31,0.8,7.16,20.13,1477.6,1560.27
Scherz Stefan,1524.5556641778958,4,6.14,3.3,34.0,1510.29,1524.56
KAWAMATA Rei,1524.500198186875,3,5.38,12.16,4.33,1514.74,1524.5
Countryman Dillon,1523.8845132615172,8,2.99,6.86,31.62,1501.08,1526.12
Vandeputte Antoine,1523.831863462976,8,2.98,8.83,16.25,1490.6,1534.31
LORENZI Simon,1523.780887741709,5,4.76,5.58,17.0,1505.51,1524.27
Piazza Riccardo,1523.2093726133828,20,1.16,5.65,24.7,1495.17,1525.44
Oleksy Tomasz,1523.1637964126758,17,1.36,6.46,17.47,1505.82,1550.56
Son Sangwon,1522.749808601418,13,1.75,9.86,13.46,1508.5,1533.18
Chernikov Mikhail,1522.6659940913953,18,1.26,5.22,19.06,1507.83,1537.9
Kryachkov Egor,1522.5183104867883,3,7.51,1.22,22.33,1506.31,1522.52
Sharma Chris,1522.439008045675,2,11.22,6.35,5.5,1515.71,1522.44
Waterhouse Alex,1522.038652016342,5,4.41,5.39,43.4,1507.69,1526.96
Mogaki Keita,1521.6331943427685,24,0.9,9.77,15.79,1488.99,1552.73
Martin Philipp,1521.5632893306965,14,1.54,6.6,28.5,1494.12,1530.93
YAMADA Kodai,1521.4667110280093,5,4.29,2.73,28.6,1502.33,1521.47
FULKERSON Ross,1521.4245512633643,5,1.35,10.91,16.0,1498.32,1521.42
AKHTAR Dayan,1521.4056359049703,8,2.94,9.05,17.5,1496.17,1523.5
Geiman Austin,1521.3684876713014,16,1.34,5.03,24.19,1494.46,1523.07
IMAIZUMI Yuta,1521.1689988504845,3,7.06,2.58,26.0,1505.44,1521.17
Jubes Angarita Marco Antonio,1521.0922003600106,14,1.51,8.01,17.71,1508.89,1540.88
van Laere Don,1520.7288495518283,9,2.3,5.14,40.11,1496.6,1520.73
Kleshnov Stanislav,1520.7065766666267,14,1.48,7.4,21.93,1500.95,1545.33
Baltrunas Kipras,1520.1549137397733,26,0.78,7.3,27.65,1463.62,1527.46
Shimatani Naoki,1520.107569045685,3,6.7,4.7,14.0,1502.41,1520.11
MEGOS Alexander,1519.9186302384214,4,4.98,8.76,9.5,1513.69,1526.13
Lebreton Olivier,1519.1994475286995,9,2.13,7.02,15.89,1504.66,1523.35
Bautista Julian,1518.8538144892746,4,4.71,6.22,13.0,1499.7,1518.85
Shimizu Atsushi,1518.6726502365595,25,0.75,7.75,19.4,1500.06,1542.18
Kaurov Ivan,1518.552598920306,6,3.09,6.42,18.67,1502.66,1518.55
Comina Fabien,1518.5144213838655,15,1.23,7.56,15.87,1500.44,1528.61
Favot leo,1518.3845882352873,3,6.13,7.32,21.67,1513.65,1518.38
VEZONIK Gregor,1518.172572276417,8,2.27,10.51,15.75,1494.39,1519.78
Kirov Slav,1518.1338076986713,8,2.27,2.95,48.75,1503.02,1518.13
Nomine Baptiste,1517.9010969185813,14,1.28,6.93,21.43,1470.64,1517.9
Primozic Urban,1517.4367233799885,4,4.36,8.81,13.0,1504.11,1519.22
Sudar Zan,1517.4010532532047,7,2.49,5.21,29.14,1492.17,1517.4
GALLA Zach,1517.3450437150511,6,2.89,8.73,14.5,1500.37,1521.83
Auersperg Ilja,1517.2787853573266,2,8.64,0.7,33.0,1509.14,1517.28
Jongeneelen Wouter,1516.7080566249394,58,0.29,8.16,17.81,1486.41,1552.79
NICOULEAU BOURLES Jules,1516.3110188263531,4,4.08,3.22,25.25,1507.09,1516.78
Waller Zander,1516.055155580996,3,5.35,5.22,13.67,1502.22,1516.06
Le Cerf Pierre,1516.0524993381862,2,8.03,3.11,30.0,1505.83,1516.05
Becan Jure,1515.894242219643,18,0.88,7.03,18.28,1494.49,1519.56
FUJIWAKI Yuji,1515.5541013679672,6,2.59,10.0,14.83,1513.78,1527.54
Nitta Tatsumi,1515.5418469698259,2,7.77,2.32,13.5,1506.13,1515.54
Ghidini Stefano,1515.4868174611925,9,1.72,8.17,26.33,1490.22,1527.87
SONG Yunchan,1515.2869491461197,7,2.18,5.61,43.57,1501.59,1515.29
COLEMAN Nathaniel,1515.2658469702878,3,5.09,4.39,14.0,1504.33,1515.27
FLOHÉ Yannick,1515.2353436745816,5,3.05,11.42,13.8,1494.39,1515.24
ARRIAGADA KRÜGER Elias,1514.6428439959861,7,2.09,9.79,24.14,1486.09,1515.0
Lee Minyoung,1514.4505301647475,4,3.61,7.57,24.75,1496.86,1514.45
HOFHERR Andreas,1514.446862268941,2,7.22,1.84,26.0,1508.53,1514.45
Arc Kevin,1514.2338784673468,2,7.12,2.85,16.0,1505.1,1514.23
MAWEM Mickael,1513.8238426136363,3,4.61,7.38,14.33,1513.11,1514.05
RUSEV Nikolay,1513.6418710040818,4,3.41,6.03,28.5,1505.05,1513.64
Denayer Rob,1513.6190506476025,2,6.81,0.6,24.0,1507.24,1513.62
Lerner Zach,1513.1973672012978,5,2.64,6.03,18.0,1497.87,1515.5
Ernsberger Ellis,1512.9430837333794,5,2.59,8.93,26.6,1507.76,1523.95
McQueen Sam,1512.4790757406613,2,6.24,7.19,11.0,1511.32,1512.48
Potocar Luka,1512.435673393589,7,1.78,6.96,38.71,1493.29,1513.61
Wills Colin,1512.2014979882372,2,6.1,6.12,22.0,1510.43,1512.2
Watson Adam,1512.1139517075974,4,3.03,6.65,16.75,1496.99,1513.15
Marschner Kim,1512.0681377257556,17,0.71,6.5,30.47,1480.09,1512.07
Difelice Andre,1512.0217417501703,15,0.8,6.56,19.6,1488.93,1519.71
LEE SUNGSU,1511.845911622311,2,5.92,5.07,30.5,1502.34,1511.85
Ozawa Shinta,1511.5287981414472,12,0.96,6.79,19.25,1487.35,1515.74
Ben reuven Yotam,1511.4948328795906,5,2.3,7.42,40.4,1489.33,1511.49
KIROV Slav,1511.1104233563647,3,3.7,6.92,24.33,1511.04,1511.68
Owen Kyle,1510.702157414078,8,1.34,9.0,17.12,1497.77,1521.79
Firnenburg Ruben,1510.633818060542,3,3.54,1.84,28.33,1503.23,1510.63
Marin Garcia Eduard,1510.544584937669,2,5.27,5.72,16.0,1501.23,1510.54
Januel Nicolas,1510.5241859066912,6,1.75,6.02,22.5,1507.54,1514.01
Hanna Benjamin,1510.5222953913403,20,0.53,7.08,34.5,1470.18,1529.42
Dixon Peter,1510.4362991729697,5,2.09,5.39,23.4,1497.94,1511.66
Kitae YUYA,1509.8883110975999,2,4.94,5.82,19.0,1500.83,1509.89
Hemund Kevin,1509.8782116970701,36,0.27,6.99,23.25,1449.59,1513.97
Vogt Stephan,1509.8641667858392,1,9.86,,17.0,1509.86,1509.86
MARTINI Kito,1509.682675996619,3,3.23,3.75,33.0,1499.19,1509.68
Hoppe Markus,1509.5481708069053,24,0.4,8.03,16.92,1502.93,1528.75
Haertl Dominik,1509.3595613478371,3,3.12,7.44,32.33,1494.53,1509.36
Macias Matutano Bruno,1509.2504914762885,15,0.62,7.28,21.27,1499.11,1523.43
Palma Alessandro,1509.178845200018,7,1.31,8.38,27.57,1480.89,1509.18
SARTIRANA Nicolò,1508.886026925021,5,1.78,9.41,25.8,1491.79,1511.94
Le Bris Arthur,1508.7952773453605,2,4.4,1.11,42.0,1503.61,1508.8
Pokusayev Oleg,1508.7592209581971,2,4.38,4.63,25.0,1507.65,1508.76
Badia Nicolas,1508.412535680333,17,0.49,6.43,19.0,1508.41,1526.54
Lemagner Thomas,1508.3693450163405,2,4.18,9.15,13.5,1508.37,1510.65
Lemaire Adrien,1508.1890195686906,2,4.09,1.69,38.0,1502.9,1508.19
GRUZITIS Edvards,1508.1717500068462,3,2.72,2.44,36.67,1499.91,1508.17
Hofherr Andreas,1507.9669945565122,1,7.97,,33.0,1507.97,1507.97
Usobiaga Lakunza Patxi,1507.7807831198952,1,7.78,,11.0,1507.78,1507.78
PICCOLRUAZ Michael,1507.6724829525,4,1.92,6.41,20.75,1501.81,1508.74
LEE Sungsu,1507.6239923214719,2,3.81,5.16,38.0,1507.46,1507.62
ROMŠAK Timotej,1507.5112198005445,3,2.5,10.68,18.67,1507.51,1517.32
de Kock Arjan,1507.494173613454,1,7.49,,11.0,1507.49,1507.49
Casado Emilien,1507.4934544401276,1,7.49,,37.0,1507.49,1507.49
SHIMADA Soya,1507.4293114105983,1,7.43,,20.0,1507.43,1507.43
Callender Nigel,1507.334260624135,6,1.22,7.55,22.17,1489.45,1507.33
LEHMANN Sascha,1507.3076537371583,4,1.83,4.1,32.25,1500.77,1507.31
Dugit Fabien,1507.24055623654,5,1.45,9.29,18.8,1502.22,1512.46
König Matthias,1507.1049341015014,3,2.37,2.34,26.67,1503.01,1507.1
WATERHOUSE Alex,1507.0910794433048,4,1.77,8.66,24.75,1496.64,1513.9
Sartirana Nicolò,1506.9209400104253,1,6.92,,31.0,1506.92,1506.92
Wimmer Julian,1506.656019917704,1,6.66,,38.0,1506.66,1506.66
Kameyama Ryohei,1506.645319058197,4,1.66,6.59,23.5,1496.74,1506.65
Higuchi Masahiro,1506.6033718617016,6,1.1,8.11,16.5,1493.86,1510.88
Prinz Max,1506.5369682683104,11,0.59,5.44,30.55,1490.1,1506.54
DUFFY Colin,1506.470945212367,5,1.29,8.37,17.8,1501.28,1511.94
PEINADO FRANGANILLO Guillermo,1506.4524568868082,3,2.15,13.31,20.33,1506.45,1516.41
LEMAIRE Adrien,1506.4452737646673,2,3.22,2.74,33.0,1501.28,1506.45
Fultz Matt,1506.2811033821342,3,2.09,11.35,16.67,1501.94,1515.45
Anglin Will,1506.2497826198808,1,6.25,,12.0,1506.25,1506.25
Musha Tomoki,1506.2469327189476,2,3.12,1.31,19.0,1504.05,1506.25
BRAND Paul,1506.2242735904429,2,3.11,4.53,39.0,1499.91,1506.22
MCARTHUR Hamish,1506.2113730975448,2,3.11,14.23,11.0,1506.21,1513.17
RAMADHAN RAVIANTO,1506.1990058591364,1,6.2,,25.0,1506.2,1506.2
Heiniger Kevin,1506.1002581731263,32,0.19,6.67,28.41,1487.95,1525.59
Duroche Pierre,1506.043606045622,10,0.6,6.55,22.6,1485.6,1506.61
Van der Werf Roman,1505.9649910024573,1,5.96,,22.0,1505.96,1505.96
Gozzi Marco,1505.8799492461676,1,5.88,,23.0,1505.88,1505.88
Brand Mark,1505.8335918987204,6,0.97,4.59,53.33,1497.56,1505.83
Schenk Filip,1505.745426685164,12,0.48,5.2,46.17,1484.84,1505.75
Leff Isaac,1505.7060720316858,1,5.71,,37.0,1505.71,1505.71
BLOEM Thorben Perry,1505.5361118684664,1,5.54,,30.0,1505.54,1505.54
SONG HuaLong,1505.5130337203345,1,5.51,,29.0,1505.51,1505.51
GINÉS LÓPEZ Alberto,1505.4859953542111,2,2.74,15.21,32.0,1491.99,1505.49
SAKAMOTO Taiga,1505.467410983633,1,5.47,,23.0,1505.47,1505.47
Yamauchi HIBIKI,1505.4425156772643,1,5.44,,18.0,1505.44,1505.44
SEKIGUCHI Junta,1505.341692434993,1,5.34,,35.0,1505.34,1505.34
Weiler Elias,1505.2434048241134,24,0.22,6.73,26.17,1467.74,1505.24
Ternant Arthur,1505.2230195408686,2,2.61,9.11,13.5,1505.22,1509.05
Kobata Yuta,1505.2183771327516,1,5.22,,15.0,1505.22,1505.22
