name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
WEI Yali,1487.4647833697609,1,-12.54,,51.0,1487.46,1487.46
CHU Ka Kei,1487.4546602520356,1,-12.55,,51.0,1487.45,1487.45
LIU Yixin,1487.4445289662406,1,-12.56,,51.0,1487.44,1487.44
CHEN CHEN Melissa Esther,1487.1945293674996,1,-12.81,,74.0,1487.19,1487.19
ORTIZ RUIZ Tamara Fatima,1487.006503424777,1,-12.99,,42.0,1487.01,1487.01
HEIKKINEN Iris,1486.9632676944916,1,-13.04,,46.0,1486.96,1486.96
Konarikova Adela,1486.5871612821336,1,-13.41,,75.0,1486.59,1486.59
WONG Hei Kiu Heidi,1486.579444064956,1,-13.42,,75.0,1486.58,1486.58
Wójcik Barbara,1486.55458388354,1,-13.45,,72.0,1486.55,1486.55
KEMPF Lea,1486.4015632477071,5,-2.72,5.27,36.6,1485.43,1504.67
MI Yawen,1486.311582488258,1,-13.69,,54.0,1486.31,1486.31
ANDERSSON Emilia,1486.3064951093997,3,-4.56,3.48,50.67,1486.31,1492.87
ALBUQUERQUE Deborah,1486.2821013399177,1,-13.72,,43.0,1486.28,1486.28
PEETERMANS Zoe,1486.252250913643,4,-3.44,7.76,21.25,1486.25,1503.27
FERNÁNDEZ GUTIERREZ Arantza,1485.958251963818,1,-14.04,,47.0,1485.96,1485.96
BURŠÍKOVÁ Martina,1485.5390119204333,5,-2.89,7.02,32.8,1484.09,1497.33
ARUN Prateeksha,1485.4584237345578,1,-14.54,,55.0,1485.46,1485.46
HSIEH Yun-Shan,1485.4466820928321,1,-14.55,,55.0,1485.45,1485.45
TVEDT Pernille,1484.9654704424781,1,-15.03,,49.0,1484.97,1484.97
FLORES Camila,1484.845847906402,1,-15.15,,44.0,1484.85,1484.85
VIDES ZERON Astridt Alexandra,1484.8303494114664,1,-15.17,,44.0,1484.83,1484.83
PARRA VEIZAGA Antonieta Esmeralda,1484.8148350859851,1,-15.19,,44.0,1484.81,1484.81
MURAKOSHI Kaho,1484.7880265048877,5,-3.04,11.14,28.0,1484.79,1501.63
SOU Pak Chi,1484.7562245735137,1,-15.24,,79.0,1484.76,1484.76
PEHLIVAN Melis,1484.7474551773807,1,-15.25,,79.0,1484.75,1484.75
VALSAMIDI Danai,1484.7386807428886,1,-15.26,,79.0,1484.74,1484.74
ARNOLD Rosa,1484.699156979413,2,-7.65,5.47,55.0,1484.7,1488.48
TAN Sui Lin Renee,1484.5928257181993,1,-15.41,,57.0,1484.59,1484.59
AGUADO Valentina,1484.4564033597012,3,-5.18,2.68,38.0,1484.46,1496.36
ALGOUHI Tahani,1484.0189825276077,1,-15.98,,58.0,1484.02,1484.02
TSUI Tsz Kiu,1482.6730790742488,2,-8.66,1.65,57.0,1482.67,1490.17
ESTRADA María José,1482.417466188577,2,-8.79,1.87,48.0,1482.42,1489.89
JUNG Yejin,1482.3047567498058,5,-3.54,4.2,41.8,1482.3,1501.31
DAZIANO Irina,1480.897248099674,6,-3.18,5.99,32.17,1480.9,1495.69
BESTVATER Alma,1480.79751389673,7,-2.74,7.49,34.14,1477.26,1502.84
WALTHER Francesca,1480.7202574159503,3,-6.43,0.97,53.67,1480.72,1494.55
GRÜNEWALD Florence,1480.0851892022997,3,-6.64,4.96,55.0,1480.09,1488.67
SLOBODOVÁ Lea,1479.222459275036,2,-10.39,0.75,66.0,1479.22,1490.14
FARHAT DE ARAUJO FRAGA TIMO Laura,1478.6686113623316,2,-10.67,0.81,40.5,1478.67,1489.91
KINDLIHAGEN Ingrid,1477.9024313217747,4,-5.52,6.74,49.75,1477.57,1500.19
HUANG Yajun,1477.3923517974833,4,-5.65,3.04,49.5,1477.39,1493.43
OH Gayeong,1476.6873143693679,6,-3.89,4.92,37.83,1476.69,1502.27
GONZÁLEZ Natalia De Jesús,1476.040052815461,2,-11.98,4.69,43.0,1476.04,1491.34
Fisher Ella,1474.21655346246,4,-6.45,4.69,40.75,1473.71,1492.0
PARRADO Sofia,1473.7323254010637,2,-13.13,1.04,67.0,1473.73,1487.6
KONARIKOVA Adela,1473.4610270236485,2,-13.27,0.26,68.0,1473.46,1486.55
BROCKMAN Katya Lynn,1472.418686257287,2,-13.79,2.51,69.0,1472.42,1484.43
JANATA-BURNS Ariane,1471.0650601812122,2,-14.47,1.34,72.0,1471.07,1484.58
LEI Si Wan,1470.9071617731229,2,-14.55,1.45,77.0,1470.91,1484.43
SALAZAR PUGA Regina,1470.5573360159142,2,-14.72,0.01,71.0,1470.56,1485.28
LETTNER Sandra,1468.876259063031,7,-4.45,5.66,38.14,1468.88,1498.63
HO Jacqueline,1468.7075933705514,4,-7.82,3.32,45.5,1468.71,1494.56
BLOMSTERBERG Lukka Mörk,1462.0443276114786,3,-12.65,1.85,69.67,1462.04,1485.27
MEDICI Giulia,1460.8235582478553,6,-6.53,6.17,39.67,1460.82,1495.36
WONG Tseng-Shun,1459.3711541266134,3,-13.54,0.44,62.0,1459.37,1485.97
