name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P1_LowZone,P2_Top,P2_Zone,P2_LowZone,P3_Top,P3_Zone,P3_LowZone,P4_Top,P4_Zone,P4_LowZone,Route_1
GARNBRET Janja,SLO,1,177.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,1,1,1,2,1,1,1,1,1.0,X,1,1,49+
PILZ Jessica,AUT,2,157.1,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,2,1,1,4,4,1,X,1,1.0,X,7,6,48+
MORI Ai,JPN,3,140.6,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,X,2,3,2,1,X,1,1.0,X,X,3,50+
RABOUTOU Brooke,USA,4,137.8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,1,1,1,2,2,1,X,1,1.0,X,2,2,43
KIM Jain,KOR,5,106.2,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,X,2,X,X,6,X,X,,X,X,4,49+
BERTONE Oriane,FRA,6,93.8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,2,2,3,2,1,X,1,1.0,X,1,1,34+
NONAKA Miho,JPN,7,93.5,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,3,1,X,1,1,X,4,3.0,2,1,1,34+
SANDERS Anastasia,USA,8,69.7,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,3,1,X,X,1,X,X,2.0,X,X,2,36+
