name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
YANG Mi,CHN,11,6.74,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.826,6.74
ZHANG Mengli,CHN,12,6.94,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.749,6.947
SHI Xinyue,CHN,13,7.00,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.111,7.006
YANG Feiyan,CHN,14,7.10,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.453,7.103
COLLI Beatrice,ITA,15,7.116,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.267,7.116
XIE Guizhen,CHN,16,7.118,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.118,7.19
RANDI  Giulia,ITA,17,7.13,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.468,7.132
CHUDZIAK Patrycja,POL,18,7.19,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,8.549,7.196
SUNG Hanareum,KOR,19,7.23,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.384,7.232
FIORIO Agnese,ITA,20,7.33,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.332,7.547
TKACHOVA Daria,UKR,21,7.41,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.418,DNF
BROZEK Anna,POL,22,7.43,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.432,8.464
CURCIO Sophia,USA,23,7.49,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.645,7.493
NURHIDAYAH Susan,INA,24,7.57,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,8.832,7.572
HWANG Jimin,KOR,25,7.61,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,9.961,7.617
ROTHFORK Isis,USA,26,7.69,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.717,7.698
LESTARI Puja,INA,27,7.71,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.716,8.103
ROMERO PÉREZ Leslie Adriana,ESP,28,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.757,DNF
KOCH Julia,GER,29,7.81,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.915,7.817
ULZHABAYEVA Tamara,KAZ,30,7.82,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,7.908,7.82
PI Yena,KOR,31,8.56,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,9.178,8.56
RANGI Jorja,NZL,32,9.42,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,9.423,DNF
HAYASHI Karin,JPN,33,9.97,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,9.973,11.832
BALARSHINA Anna,KAZ,34,10.03,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,10.038,10.406
KELLY Piper,USA,35,10.54,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,10.54,12.619
MORIN Aleya,CAN,36,11.14,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,DNF,11.147
LAM Cho Wing Jasmiki,HKG,37,12.61,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,12.618,13.23
