name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
JEONG Jimin,KOR,1,6.36,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.363,6.534
MADE RITA KUSUMA DEWI Desak,INA,2,6.37,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.558,6.379
DENG Lijuan,CHN,3,6.42,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.426,6.547
MIROSLAW Aleksandra,POL,4,6.43,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.447,6.434
HUNT Emma,USA,5,6.47,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.476,6.806
KALUCKA Natalia,POL,6,6.50,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.638,6.501
ZHANG Shaoqin,CHN,7,6.54,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.61,6.542
MENG Shixue,CHN,8,6.56,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.848,6.567
ZHOU Yafei,CHN,9,6.58,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,6.585,DNF
QIN Yumei,CHN,10,6.63,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Speed,Women,Qualification,2025-04-25,/api/v1/category_rounds/9386/results,/api/v1/events/1406/result/6,DNF,6.638
