name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
ANRAKU Sorato,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP
GINÉS LÓPEZ Alberto,ESP,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP
SUZUKI Neo,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP
YOSHIDA Satone,JPN,1,3.46,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,TOP
OMATA Shion,JPN,5,5.48,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,43+
GRUPPER Jesse,USA,6,5.74,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,TOP
LEE Dohyun,KOR,7,6.78,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,39+
MURASHITA Zento,JPN,8,9.08,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,43+
ROBERTS Toby,GBR,9,9.59,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43,39+
PLACCI Giovanni,ITA,10,10.58,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,43+,38+
DUFFY Colin,USA,11,11.25,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,39+
SCHENK Filip,ITA,11,11.25,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,39+
NAGEL Yannick,GER,13,15.35,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,39+,39+
Konecny Jakub,CZE,14,16.49,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,41+,39
POTOCAR Luka,SLO,15,17.55,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42+,38+
PEINADO FRANGANILLO Guillermo,ESP,16,17.94,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,38+,39+
BERTONE Max,FRA,17,20.15,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Qualification,2025-07-18,/api/v1/category_rounds/9740/results,/api/v1/events/1454/result/1,42,38+
