name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
PITCHER Ethan,CAN,41,5.61,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.837,5.614
MOREL Jérôme,FRA,42,5.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.013,5.644
RONTINI Marco,ITA,43,5.69,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.694,DNF
BAKRI Glenn,INA,44,5.72,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.726,5.799
YANG Jie,CHN,45,5.76,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.765
DZIENSKI Marcin,POL,46,5.79,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.798,5.836
UMLAUF Aodhan,GER,47,5.813,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.813,DNF
JIN RUI Andre Ho,SGP,48,5.815,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.815,5.92
"LOW Ezell, Qing Wei",SGP,49,5.84,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.844,6.027
BADER Linus,GER,50,5.91,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,5.91
LEE Yongsu,KOR,51,5.92,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.949,5.923
GODDARD Aidan,USA,52,5.93,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,5.93,6.011
ZEDLER Dorian,GER,53,6.05,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.324,6.056
CHAN Cheung-Chi Shoji,HKG,54,6.06,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.124,6.067
HAMMER Zach,USA,55,6.07,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.071,DNF
KIM Dongjun,KOR,56,6.11,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.342,6.11
WONG Cheuk-Nam,HKG,57,6.254,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.254,9.391
TURNER Luke,GBR,58,6.256,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.362,6.256
TOKTAROV Damir,KAZ,59,6.51,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.071,6.511
YASUKAWA Jun,JPN,60,6.75,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,DNF,6.752
CHISHOLM Flynn,NZL,61,6.96,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.966,DNF
MURAT Alisher,KAZ,62,7.05,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.05,12.166
BOSSERT Braeden,CAN,63,7.41,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.418,DNF
MENSUR Hasan,TUR,64,7.58,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.586,9.638
TAŞ Ti̇mur,TUR,65,7.64,IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,7.647,7.985
ABU ERGEEB Nasser,KUW,66,FALSE START (6395),IFSC World Cup Bali 2025,1407,2025,"Bali, INA",Speed,Men,Qualification,2025-05-02,/api/v1/category_rounds/9389/results,/api/v1/events/1407/result/2,6.395,DNS
