name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
GARNBRET Janja,SLO,1,41,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,41
ROGORA Laura,ITA,2,33,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,33
MCNEICE Erin,GBR,3,32+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,32+
REKAR Rosa,SLO,4,31+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,31+
SANDERS Annie,USA,5,30,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,30
SEO Chaehyun,KOR,6,30,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,30
DOUMONT Heloïse,BEL,7,28+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,28+
Rakovec Lucka,SLO,8,19+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Final,2025-06-25,/api/v1/category_rounds/10098/results,/api/v1/events/1412/result/5,19+
