name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
MCNEICE Erin,GBR,1,2.24,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,TOP,TOP
SANDERS Annie,USA,1,2.24,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,TOP,TOP
SEO Chaehyun,KOR,1,2.24,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,TOP,TOP
MACKENZIE Oceania,AUS,4,5.2,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,40+,42+
ROGORA Laura,ITA,5,9.15,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,25+,TOP
PÖTZI Mattea,AUT,6,9.17,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,33,39
KIM Chaeyeong,KOR,7,9.8,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,26,42+
ZHANG Yuetong,CHN,8,11.02,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,40+,37
DOUMONT Heloïse,BEL,9,12.17,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,30+,38+
COPAR Sara,SLO,10,12.41,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,31+,38
KIM Juha,KOR,11,12.65,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,26,39+
KRAMPL Mia,SLO,12,13.26,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Women,Qualification,2025-04-25,/api/v1/category_rounds/9384/results,/api/v1/events/1406/result/5,26+,38+
