name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
YOSHIDA Satone,JPN,1,47+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,47+
GINÉS LÓPEZ Alberto,ESP,2,46+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,46+
SUZUKI Neo,JPN,2,46+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,46+
ANRAKU Sorato,JPN,4,45+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,45+
OMATA Shion,JPN,5,45+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,45+
LEE Dohyun,KOR,6,45+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,45+
DUFFY Colin,USA,7,43+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,43+
Konecny Jakub,CZE,8,43+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,43+
GRUPPER Jesse,USA,9,43,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,43
ROBERTS Toby,GBR,10,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
PLACCI Giovanni,ITA,11,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
SCHENK Filip,ITA,12,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
POTOCAR Luka,SLO,13,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
BERTONE Max,FRA,14,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
UTELLI Jonas,SUI,15,42+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,42+
TRI RAMADANI Putra,INA,16,40+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,40+
MURASHITA Zento,JPN,17,39+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,39+
FLOHÉ Yannick,GER,18,39,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,39
AUBERT MASMOUDI Younès,FRA,19,39,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,39
PEINADO FRANGANILLO Guillermo,ESP,20,38+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,38+
VAN DUYSEN Hannes,BEL,21,38+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,38+
PAN YUFEI,CHN,22,38+,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,38+
NOH Hyunseung,KOR,23,37,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,37
NAGEL Yannick,GER,24,34,IFSC World Cup Comunidad de Madrid 2025,1454,2025,"Madrid, ESP",Lead,Men,Semi-final,2025-07-18,/api/v1/category_rounds/10165/results,/api/v1/events/1454/result/1,34
