name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
SANDERS Annie,USA,1,TOP,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,TOP
MCNEICE Erin,GBR,2,43+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,43+
SEO Chaehyun,KOR,3,42,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,42
AVEZOU Zélia,FRA,4,41+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,41+
POUGET Camille,FRA,5,39,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,39
Raboutou Brooke,USA,6,38+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,38+
MACIÀ MARTÍN Geila,ESP,7,36+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,36+
TANII Natsuki,JPN,8,35,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,35
ROGORA Laura,ITA,9,34+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,34+
KOTAKE Mei,JPN,10,34,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,34
KIM Chaeyeong,KOR,11,34,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,34
HILY Manon,FRA,12,33+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,33+
FISER Julia,AUT,13,32+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,32+
HIRANO Natsumi,JPN,14,32+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,32+
MACKENZIE Oceania,AUS,15,30,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,30
REKAR Rosa,SLO,16,29+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,29+
Rakovec Lucka,SLO,17,29+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,29+
VAN DER MEER Lynn,NED,18,29+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,29+
MARTÍNEZ ALMENDROS Iziar,ESP,19,29+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,29+
PÖTZI Mattea,AUT,20,28,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,28
MUGISHIMA Kohana,JPN,21,27+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,27+
TARKUS Lucija,SLO,22,26,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,26
KÖHLER  Anja,BRA,23,23+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,23+
DOUMONT Heloïse,BEL,24,23+,IFSC World Cup Chamonix 2025,1414,2025,"Chamonix, FRA",Lead,Women,Semi-final,2025-07-11,/api/v1/category_rounds/10134/results,/api/v1/events/1414/result/5,23+
