name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
SUZUKI Neo,JPN,1,TOP,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,TOP
ROBERTS Toby,GBR,2,50+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50+
GRUPPER Jesse,USA,3,50+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50+
BERTONE Max,FRA,4,50,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,50
GINÉS LÓPEZ Alberto,ESP,5,49+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,49+
YOSHIDA Satone,JPN,6,46+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,46+
LEE Dohyun,KOR,7,45+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45+
FLOHÉ Yannick,GER,8,45+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45+
ANRAKU Sorato,JPN,9,45,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,45
AVEZOU Sam,FRA,10,44+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,44+
POTOCAR Luka,SLO,11,43,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,43
RIZKY SYAHRAFLI SIMATUPANG Muhammad,INA,12,42,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,42
PLACCI Giovanni,ITA,13,41,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,41
MURASHITA Zento,JPN,14,40+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,40+
NAGEL Yannick,GER,15,39+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,39+
TRI RAMADANI Putra,INA,16,38+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,38+
MARCHALAND Jules,FRA,17,38+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,38+
VAN DUYSEN Hannes,BEL,18,37,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,37
Konecny Jakub,CZE,19,35+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,35+
UTELLI Jonas,SUI,20,35,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,35
MEGOS Alexander,GER,21,32+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,32+
STRANIK Martin,CZE,22,32+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,32+
GUILLERMIN Victor,FRA,23,31+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,31+
LEHMANN Sascha,SUI,24,18+,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Men,Semi-final,2025-06-25,/api/v1/category_rounds/10095/results,/api/v1/events/1412/result/1,18+
