name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
SANDERS Annie,USA,1,124.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,4,4,1,1,1,1
Matsufuji Anon,JPN,1,124.4,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,6,6,1,1,2,2
BERTONE Oriane,FRA,3,124.6,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,3,3,1,1,3,3
MCNEICE Erin,GBR,3,124.3,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,4,4,1,1,5,5
BUCKLEY Jennifer Eucharia,SLO,3,124.6,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,2,1,2,2,2,1,2,2
ABRIAT Lily,FRA,6,109.1,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,1,1,1,7,7,1,1,4,4
SEKIKAWA Melody,JPN,7,109.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,4,4,1,1,X,6
HÖNIG Afra,GER,7,99.8,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,1,1,3,2,1,1,1,1
MACKENZIE Oceania,AUS,9,99.4,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,1,1,3,3,1,1,5,5
Mori Ai,JPN,9,100.0,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,X,X,1,1,1,1
SAUREL Lucile,FRA,9,99.4,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,1,1,5,5,3,1,1,1
MORONI Camilla,ITA,12,99.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,1,1,1,1,6,6,1,1,X,X
CONDIE Kyra,USA,13,99.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,2,2,1,1,6,6,3,2,X,X
ELHADJ MIMOUNE Selma,FRA,13,99.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,4,1,4,4,2,2,2,2
OBLASSER Flora,AUT,13,99.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,2,1,2,2,1,1,7,7
NONAKA Miho,JPN,16,98.9,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,3,1,1,1,9,9,2,1,X,X
CALLIET Agathe,FRA,17,94.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,1,1,1,3,3,1,1,X,2
MACIÀ MARTÍN Geila,ESP,17,94.5,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,1,2,1,1,1,2,1,X,4
SEO Chaehyun,KOR,19,84.7,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,X,X,1,1,1,1,1,1,X,4
CAULIER Chloe,BEL,19,84.2,IFSC World Cup Prague 2025,1410,2025,"Prague, CZE",Boulder,Women,Qualification,2025-06-06,/api/v1/category_rounds/9396/results,/api/v1/events/1410/result/7,3,1,X,1,6,6,2,1,X,X
