name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
ANRAKU Sorato,JPN,1,84.3,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,5,1,1,1,1,4,4
LEE Dohyun,KOR,2,74.5,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,1,1,4,2,3,3
SCHALCK Mejdi,FRA,3,69.2,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,4,4,X,1,X,2,5,3
FUJIWAKI Yuji,JPN,4,67.7,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,6,6,X,4,X,8,9,4
AMAGASA Sohta,JPN,5,59.3,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,3,2,X,2,5,3
SUGIMOTO Rei,JPN,6,53.8,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,4,3,3,X,4,X,5
DUFFY Colin,USA,7,49.8,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,1,1,3,3,X,X
NARASAKI Meichi,JPN,7,49.8,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,2,1,X,X,2,1
MCARTHUR Hamish,GBR,9,44.5,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,2,2,X,3,X,X,X,3
NARASAKI Tomoa,JPN,10,44.3,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,5,X,X,X,4,1,1
MACDOUGALL Jack,GBR,10,44.3,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,3,X,X,X,2,5,5
AKHTAR Dayan,GBR,12,44.0,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,4,4,X,2,X,X,X,7
VAN DUYSEN Hannes,BEL,13,43.8,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,2,2,X,3,X,10
JENFT Paul,FRA,14,35.0,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,X,1,X,X,1,1
BAUDRAND Oscar,CAN,15,34.4,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,X,2,X,X,6,5
MILNE Maximillian,GBR,16,19.7,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,2,X,3,X,X,X,X
LEMAGNER Thomas,FRA,17,19.5,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,X,1,X,6,X,X
PEHARC Anze,SLO,18,19.4,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,X,2,X,6,X,X
RUSEV Nikolay,BUL,19,9.8,IFSC World Cup Salt Lake City 2025,1409,2025,"Salt Lake City, USA",Boulder,Men,Semi-final,2025-05-23,/api/v1/category_rounds/10031/results,/api/v1/events/1409/result/3,X,X,X,3,X,X,X,X
