name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
KIM Chaeyeong,KOR,19,23.72,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,31+
ODA Natsumi,JPN,19,23.72,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,31+
VAN DER MEER Lynn,NED,19,23.72,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,31+
PLASSOUX DJIGA Ina,FRA,22,23.87,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,37+,23+
POUGET Camille,FRA,22,23.87,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,37+,23+
FISER Julia,AUT,24,24.04,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,31+,32+
Apel Anna Maria,GER,25,25.81,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,30+,32
KOBETS Anastasiia,UKR,26,26.41,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33,31+
MACIÀ MARTÍN Geila,ESP,27,26.56,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26+,34+
MARTÍNEZ ALMENDROS Iziar,ESP,28,26.69,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,31
SCHWAIGER Ines,AUT,29,28.28,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,30+
COPAR Sara,SLO,30,29.62,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,30,31+
KOMPEIN Magdalena,AUT,31,30.74,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,28+,31+
CHANOURDIE Julia,FRA,32,31.22,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,27+
KÖHLER  Anja,BRA,33,31.5,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33,30+
KUZUU Mashiro,JPN,34,32.0,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26+,31+
Fisher Ella,USA,35,32.47,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33,30
LINTANG CAHYANI Sukma,INA,35,32.47,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,30+,31
HAMMELMÜLLER Eva Maria,AUT,37,32.6,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,27
HIRANO Natsumi,JPN,38,32.7,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,15+,34+
BUCKLEY Jennifer Eucharia,SLO,39,33.73,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,26+
SIRUCKOVA Tereza,CZE,40,36.41,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,31+,27+
SCOLARIS Ilaria,ITA,41,37.42,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,29+,28+
KIM Juha,KOR,42,39.33,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,31+,26+
EGLI Liv,SUI,43,40.62,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,33+,21+
NICELLI Savina,ITA,44,40.95,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,28,27+
Lukashyna Anastasiia,UKR,45,43.94,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26,27+
MEUL Hannah,GER,46,44.9,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,23+,28
ŠIMEKOVÁ Sára,SVK,47,45.5,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26+,26+
AGUADO Valentina,ARG,48,45.68,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,25+,27+
KOBAYASHI Mai,JPN,49,45.92,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,30+,23+
PIDGEON Cedar,CAN,50,47.46,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26,26+
SHIRAN Noa,ISR,51,47.68,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,25+,27
LOOSER Noé,SUI,52,48.34,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,29,23+
GHISOLFI Claudia,ITA,53,50.24,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26,24
WEI Yali,CHN,54,50.94,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,25+,25+
KEREM Ayala,ISR,55,53.12,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26,23+
ØVRE-EIDE Sunniva,NOR,56,53.94,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21+,25+
CONDERS Emmelie,NOR,57,54.77,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21+,24+
POTAPOVA Nika,UKR,58,54.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,26+,21+
CAMERON Thea,GBR,59,55.22,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,25+,23+
SCOTT Emily,AUS,60,58.48,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21+,23+
BJARNASON Svana,ISL,61,60.63,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,20+,23+
FEICHTENSCHLAGER Sarah,AUT,61,60.63,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,20+,23+
Madere Maya,USA,63,61.34,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,23,21+
OH Gayeong,KOR,63,61.34,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,18+,23+
PERRY Roxy,AUS,65,61.48,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21+,23
CONTRERAS Alejandra,CHI,66,61.8,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,18,23+
CASTILLO Lianet,VEN,67,64.34,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21+,20+
TAYLOR AINSLIE Caiya,CAN,68,64.48,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,21,21+
WONG Hei Kiu Heidi,HKG,69,67.97,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,13+,21+
WONG Tseng-Shun,HKG,70,69.97,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,17+,9
ESTRADA María José,MEX,71,71.48,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,12+,19
PEHLIVAN Melis,TUR,72,71.99,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,12+,15+
DE LA VEGA Mariam,MEX,73,73.0,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,12+,8+
CHEN CHEN Melissa Esther,PER,74,73.99,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,12+,6+
VALSAMIDI Danai,GRE,74,73.99,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,12+,6+
LEI Si Wan,MAC,76,75.5,IFSC World Cup Innsbruck 2025,1412,2025,"Innsbruck, AUT",Lead,Women,Qualification,2025-06-25,/api/v1/category_rounds/9402/results,/api/v1/events/1412/result/5,11+,6+
