name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
ANRAKU Sorato,JPN,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
AVEZOU Sam,FRA,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
BERTONE Max,FRA,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
GINÉS LÓPEZ Alberto,ESP,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
POTOCAR Luka,SLO,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
ROBERTS Toby,GBR,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
SUZUKI Neo,JPN,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
VAN DUYSEN Hannes,BEL,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
YOSHIDA Satone,JPN,1,7.75,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,TOP
LEE Dohyun,KOR,10,10.95,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,37+
PAN Yufei,CHN,11,12.04,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,TOP
SHIMIZU Hiroto,JPN,11,12.04,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,TOP
TOMATIS Giorgio,ITA,11,12.04,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,TOP
HOMMA Taisei,JPN,14,12.73,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,TOP,32+
LEHMANN Sascha,SUI,15,13.78,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,40+,TOP
PLACCI Giovanni,ITA,15,13.78,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,40+,TOP
FLOHÉ Yannick,GER,17,14.66,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,40,TOP
GRÜNENFELDER Nino,SUI,18,16.43,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,39+,TOP
NAGEL Yannick,GER,18,16.43,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,39+,TOP
GRUPPER Jesse,USA,20,20.37,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,35+,TOP
OMATA Shion,JPN,21,20.45,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,40+,35+
SHIN Joonha,KOR,22,20.86,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,32
UTELLI Jonas,SUI,22,20.86,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,32
SCHENK Filip,ITA,24,21.91,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,30,TOP
VANCRAEYNEST Ties,BEL,25,24.37,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,39+,35+
MARTIN Philipp,GER,26,26.79,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,41+,25+
NOH Hyunseung,KOR,27,27.0,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,39+,32+
STRANIK Martin,CZE,28,28.0,IFSC World Cup Wujiang 2025,1406,2025,"Wujiang, CHN",Lead,Men,Qualification,2025-04-25,/api/v1/category_rounds/9383/results,/api/v1/events/1406/result/1,39,35
