name,event,year,discipline,gender,round,rank,elo_before,elo_after,elo_change
Coxsey Shauna,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Qualification,3.0,1866.9483457041517,1869.9977646265784,3.049418922426594
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Qualification,3.0,1867.0516503321649,1870.100159290458,3.048508958293036
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Qualification,5.0,1704.1801603298686,1710.6376119602432,6.4574516303746226
Puccio Alex,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Qualification,6.0,1733.974878211287,1738.871289947895,4.896411736608208
Stöhr Anna,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Qualification,19.0,1884.5375468044651,1878.2234189504666,-6.3141278539985315
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,1.0,1797.5693581195414,1805.3838090023214,7.814450882779888
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,1.0,1870.100159290458,1875.452840943914,5.3526816534560036
Coxsey Shauna,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,5.0,1869.9977646265784,1870.332164981649,0.3344003550705294
Puccio Alex,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,6.0,1738.871289947895,1742.3340048890723,3.462714941177276
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,8.0,1710.6376119602432,1711.934741345471,1.2971293852275871
Nonaka Miho,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017,Boulder,Women,Semi-Final,10.0,1811.1543794990894,1805.111156197719,-6.043223301370256
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Final,1.0,1805.3838090023214,1817.491584631557,12.107775629235768
Nonaka Miho,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Final,2.0,1805.111156197719,1810.9435304979106,5.832374300191453
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Final,3.0,1875.452840943914,1871.683093598857,-3.7697473450568175
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Final,4.0,1711.934741345471,1709.5794963653332,-2.355244980137823
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Qualification,1.0,1817.491584631557,1822.3300943534643,4.838509721907156
Nonaka Miho,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Qualification,1.0,1810.9435304979106,1815.9422975724701,4.998767074559413
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Qualification,2.0,1709.5794963653332,1716.895236368813,7.315740003479841
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Qualification,5.0,1871.683093598857,1872.8438920170033,1.1607984181462696
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Semi-Final,1.0,1822.3300943534643,1829.0692553468118,6.739160993347566
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Semi-Final,1.0,1716.895236368813,1727.59532325821,10.700086889397294
Nonaka Miho,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Semi-Final,3.0,1815.9422975724701,1820.4099837867404,4.467686214270359
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Semi-Final,4.0,1872.8438920170033,1873.8483285759355,1.004436558932071
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Final,1.0,1829.0692553468118,1835.7623288274754,6.693073480663472
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Final,2.0,1727.59532325821,1732.2855416293996,4.6902183711894345
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Qualification,1.0,1835.7623288274754,1839.9952801892857,4.232951361810471
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Qualification,2.0,1732.2855416293996,1738.5915848054542,6.3060431760546045
Garnbret Janja,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Semi-Final,1.0,1839.9952801892857,1845.5733655903966,5.5780854011109655
Gibert Fanny,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Semi-Final,5.0,1738.5915848054542,1740.0595671585916,1.467982353137331
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Final,1.0,1820.4099837867404,1831.1918722921466,10.781888505406098
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Final,3.0,1873.8483285759355,1869.602337912731,-4.245990663204476
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Qualification,1.0,1869.602337912731,1873.561188069897,3.958850157166223
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Qualification,1.0,1831.1918722921466,1836.1049423488514,4.913070056704695
Coxsey Shauna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Qualification,4.0,1870.332164981649,1872.1229387873702,1.7907738057214058
Gibert Fanny,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Qualification,8.0,1740.0595671585916,1742.5671294825017,2.5075623239101
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Semi-Final,2.0,1873.561188069897,1878.1678338220638,4.606645752166712
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Semi-Final,3.0,1836.1049423488514,1840.1864899086697,4.081547559818403
Gibert Fanny,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Semi-Final,8.0,1742.5671294825017,1741.63576573567,-0.9313637468316236
Coxsey Shauna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Semi-Final,9.0,1872.1229387873702,1865.0463114320403,-7.0766273553298715
Coxsey Shauna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Final,1.0,1865.0463114320403,1875.0178335465528,9.971522114512554
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Final,2.0,1840.1864899086697,1844.9755969203175,4.789107011647648
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Final,3.0,1878.1678338220638,1874.8951375365195,-3.272696285544367
Coxsey Shauna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Qualification,1.0,1875.0178335465528,1879.5384079628832,4.520574416330356
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Qualification,3.0,1844.9755969203175,1848.6147313636402,3.6391344433228503
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Qualification,4.0,1874.8951375365195,1877.036460913503,2.141323376983486
Coxsey Shauna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Semi-Final,1.0,1879.5384079628832,1885.5576885099176,6.019280547034477
Nonaka Miho,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Semi-Final,3.0,1848.6147313636402,1852.229303028626,3.6145716649856774
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2017,Boulder,Women,Semi-Final,5.0,1877.036460913503,1876.451903616294,-0.5845572972092212
Stöhr Anna,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Final,1.0,1878.2234189504666,1886.4979074715477,8.274488521081084
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Final,2.0,1876.451903616294,1878.4765277004738,2.024624084179856
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Final,3.0,1666.8225648392142,1672.320845188422,5.498280349207851
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Qualification,3.0,1672.320845188422,1680.987534985527,8.666689797104898
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Qualification,10.0,1878.4765277004738,1869.1655860440167,-9.310941656457176
Stöhr Anna,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Qualification,13.0,1886.4979074715477,1871.372768183893,-15.125139287654694
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Semi-Final,2.0,1869.1655860440167,1872.8237494950856,3.6581634510688725
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Semi-Final,3.0,1680.987534985527,1689.3270755600836,8.339540574556683
Stöhr Anna,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Semi-Final,6.0,1871.372768183893,1868.286269347971,-3.086498835921851
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Final,3.0,1872.8237494950856,1868.1108835212513,-4.712865973834306
Wurm Juliane,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Final,5.0,1728.918158568454,1718.3747387018013,-10.54341986665254
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Final,6.0,1689.3270755600836,1674.3676385244257,-14.959437035657869
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Qualification,1.0,1674.3676385244257,1685.6304683046053,11.262829780179477
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Qualification,1.0,1868.1108835212513,1872.6357672727686,4.524883751517401
Wurm Juliane,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Qualification,1.0,1718.3747387018013,1727.919616073342,9.544877371540599
Stöhr Anna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Qualification,6.0,1868.286269347971,1869.102683936462,0.8164145884908879
Coxsey Shauna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,2010,Boulder,Women,Qualification,18.0,1885.5576885099176,1872.6123882478387,-12.945300262079025
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Final,1.0,1872.6357672727686,1883.4583290996754,10.822561826906934
Puccio Alex,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Final,3.0,1742.3340048890723,1747.2921428194632,4.958137930390778
Wurm Juliane,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Final,4.0,1727.919616073342,1727.2743703433182,-0.6452457300238921
Stöhr Anna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Final,6.0,1869.102683936462,1848.2956936807557,-20.80699025570637
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Qualification,1.0,1883.4583290996754,1888.5739504379826,5.115621338307275
Stöhr Anna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Qualification,1.0,1848.2956936807557,1854.4157377124993,6.120044031743697
Puccio Alex,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Qualification,3.0,1747.2921428194632,1754.0051147305362,6.7129719110730806
Wurm Juliane,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Qualification,3.0,1727.2743703433182,1734.7477242467642,7.473353903445996
Coxsey Shauna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Qualification,7.0,1872.6123882478387,1870.4411821097149,-2.1712061381238503
Puccio Alex,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Semi-Final,1.0,1754.0051147305362,1764.9896462283432,10.984531497807037
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Semi-Final,2.0,1888.5739504379826,1893.2838940021863,4.709943564203729
Wurm Juliane,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Semi-Final,3.0,1734.7477242467642,1743.1556331314075,8.407908884643316
Stöhr Anna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Semi-Final,6.0,1854.4157377124993,1853.4937707409317,-0.9219669715675822
Coxsey Shauna,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2011,Boulder,Women,Semi-Final,8.0,1870.4411821097149,1865.6534964975133,-4.787685612201574
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Final,1.0,1685.6304683046053,1697.5901454149532,11.959677110347943
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Final,2.0,1893.2838940021863,1891.1120337813718,-2.1718602208145397
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Qualification,2.0,1697.5901454149532,1705.8974408820054,8.307295467052104
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Qualification,8.0,1891.1120337813718,1887.3913260929103,-3.720707688461541
Abramchuk Yulia,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Semi-Final,1.0,1705.8974408820054,1716.4145189487954,10.517078066790068
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Semi-Final,5.0,1887.3913260929103,1885.3431143836117,-2.048211709298596
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Final,1.0,1853.4937707409317,1865.8952590912672,12.401488350335564
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Final,2.0,1885.3431143836117,1889.8927334484442,4.549619064832469
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Final,3.0,1764.9896462283432,1769.2601349046247,4.270488676281504
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Final,4.0,1865.6534964975133,1858.4430408871294,-7.2104556103839546
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Qualification,1.0,1889.8927334484442,1894.8055593956703,4.912825947226076
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Qualification,3.0,1858.4430408871294,1861.5616161058726,3.1185752187432483
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Qualification,3.0,1769.2601349046247,1774.9728755362094,5.712740631584679
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Qualification,5.0,1865.8952590912672,1867.2889224749804,1.3936633837132129
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Qualification,11.0,1743.1556331314075,1742.0512491856498,-1.104383945757631
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Semi-Final,1.0,1894.8055593956703,1901.0259487429614,6.220389347291078
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Semi-Final,2.0,1861.5616161058726,1866.265178240276,4.703562134403408
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Semi-Final,2.0,1774.9728755362094,1782.6527139223692,7.679838386159845
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Semi-Final,4.0,1867.2889224749804,1869.3177132653216,2.028790790341135
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,2013,Boulder,Women,Semi-Final,7.0,1742.0512491856498,1743.4598801923025,1.408631006652683
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Final,1.0,1901.0259487429614,1911.4253832776442,10.399434534682785
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Final,2.0,1866.265178240276,1872.0289112045598,5.7637329642836725
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Final,3.0,1782.6527139223692,1786.234455535175,3.581741612805712
Nonaka Miho,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Final,4.0,1852.229303028626,1845.9672003367198,-6.262102691906102
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Final,5.0,1743.4598801923025,1736.166330004479,-7.2935501878235645
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,2.0,1872.0289112045598,1875.6124789755859,3.583567771026173
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,2.0,1786.234455535175,1792.1227578569774,5.8883023218024935
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,2.0,1736.166330004479,1743.6576235256953,7.4912935212161305
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,6.0,1869.3177132653216,1870.5300238639527,1.2123105986311065
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,7.0,1911.4253832776442,1910.4669406632497,-0.958442614394401
Gibert Fanny,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,14.0,1741.63576573567,1739.576346093463,-2.0594196422071054
Nonaka Miho,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Qualification,17.0,1845.9672003367198,1838.7626033092486,-7.204597027471217
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,1.0,1910.4669406632497,1916.9613263824367,6.494385719186991
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,2.0,1875.6124789755859,1881.5162965446816,5.903817569095632
Nonaka Miho,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,3.0,1838.7626033092486,1844.2343619215917,5.471758612343212
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,4.0,1743.6576235256953,1751.053138068265,7.395514542569708
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,5.0,1792.1227578569774,1795.9554095695762,3.8326517125989223
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,8.0,1870.5300238639527,1866.5700430312465,-3.95998083270604
Gibert Fanny,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,2014,Boulder,Women,Semi-Final,12.0,1739.576346093463,1733.740300813074,-5.8360452803888325
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Final,1.0,1866.5700430312465,1878.8202208771704,12.25017784592398
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Final,2.0,1916.9613263824367,1920.455971357992,3.494644975555339
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Final,3.0,1751.053138068265,1756.623317266348,5.570179198082915
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Final,4.0,1795.9554095695762,1792.8447655781456,-3.1106439914306896
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,1.0,1920.455971357992,1924.1236951915075,3.667723833515601
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,2.0,1792.8447655781456,1798.4605613727774,5.61579579463185
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,2.0,1756.623317266348,1763.3410080328133,6.717690766465301
Gibert Fanny,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,3.0,1733.740300813074,1739.830366707871,6.0900658947969655
Nonaka Miho,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,3.0,1844.2343619215917,1847.106460454917,2.8720985333252163
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,3.0,1878.8202208771704,1880.8823333427747,2.062112465604256
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Qualification,5.0,1881.5162965446816,1881.5936933698883,0.07739682520669267
Puccio Alex,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,1.0,1798.4605613727774,1809.6317960092006,11.171234636423135
Wurm Juliane,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,2.0,1763.3410080328133,1774.2616540508964,10.920646018082994
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,3.0,1924.1236951915075,1927.550042269236,3.426347077728367
Stöhr Anna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,5.0,1880.8823333427747,1882.3682063783876,1.485873035612842
Nonaka Miho,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,7.0,1847.106460454917,1846.427615551319,-0.6788449035979576
Gibert Fanny,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,8.0,1739.830366707871,1741.6865911672303,1.8562244593593682
Coxsey Shauna,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,2015,Boulder,Women,Semi-Final,9.0,1881.5936933698883,1876.3332454503463,-5.26044791954198
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Final,3.0,1882.3682063783876,1876.4713837674499,-5.896822610937661
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Final,6.0,1809.6317960092006,1787.4686701707285,-22.163125838471966
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Qualification,4.0,1876.4713837674499,1877.9296641147967,1.4582803473468797
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Qualification,5.0,1787.4686701707285,1790.2697022444854,2.8010320737568333
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Semi-Final,1.0,1877.9296641147967,1883.0369926930957,5.107328578299158
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2008,2008,Boulder,Women,Semi-Final,2.0,1790.2697022444854,1796.3285255504604,6.058823305975098
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Final,1.0,1796.3285255504604,1811.1344668465779,14.805941296117346
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Final,3.0,1927.550042269236,1923.512647732569,-4.03739453666718
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Final,4.0,1883.0369926930957,1874.5937372946325,-8.443255398463268
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Qualification,2.0,1874.5937372946325,1879.0946507527585,4.500913458126057
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Qualification,4.0,1811.1344668465779,1815.3173415545511,4.182874707973367
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Qualification,6.0,1923.512647732569,1922.6116390621748,-0.9010086703941397
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Semi-Final,1.0,1879.0946507527585,1885.8889312338097,6.794280481051158
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Semi-Final,3.0,1922.6116390621748,1924.8211799926203,2.2095409304453244
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2009,2009,Boulder,Women,Semi-Final,6.0,1815.3173415545511,1815.8782399295994,0.5608983750483837
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Final,2.0,1885.8889312338097,1888.4645639763505,2.575632742540856
Wurm Juliane,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Final,3.0,1774.2616540508964,1775.863548473318,1.6018944224215086
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Final,4.0,1815.8782399295994,1809.0066232938552,-6.871616635744248
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Qualification,1.0,1888.4645639763505,1893.4384326407096,4.973868664359009
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Qualification,2.0,1809.0066232938552,1815.2087033244886,6.202080030633377
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Qualification,4.0,1924.8211799926203,1925.4701817162595,0.6490017236392267
Wurm Juliane,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Qualification,11.0,1775.863548473318,1775.1645888624266,-0.6989596108911664
Stöhr Anna,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Semi-Final,1.0,1893.4384326407096,1900.1496662906982,6.711233649988525
Wurm Juliane,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Semi-Final,4.0,1775.1645888624266,1780.7440733533238,5.579484490897221
Puccio Alex,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Semi-Final,5.0,1815.2087033244886,1817.51145376159,2.302750437101384
Noguchi Akiyo,IFSC Climbing Worldcup (B) - Vail (USA) 2010,2010,Boulder,Women,Semi-Final,7.0,1925.4701817162595,1920.6609349639962,-4.809246752263422
