name,date,elo,year,competed,record_type
Alipourshenazandifar Reza,2013-10-11,1500.0,2013,False,competition
Alipourshenazandifar Reza,2013-10-15,1515.8089367549105,2013,True,competition
Alipourshenazandifar Reza,2013-10-19,1528.9728739367013,2013,True,competition
Alipourshenazandifar Reza,2013-12-31,1528.9728739367013,2013,True,year_end
Alipourshenazandifar Reza,2014-05-03,1527.0179640062665,2014,True,competition
Alipourshenazandifar Reza,2014-07-10,1536.902507786153,2014,True,competition
Alipourshenazandifar Reza,2014-09-08,1550.7650951493001,2014,True,competition
Alipourshenazandifar Reza,2014-12-31,1550.7650951493001,2014,True,year_end
Alipourshenazandifar Reza,2015-06-20,1562.1779372847373,2015,True,competition
Alipourshenazandifar Reza,2015-06-26,1573.3048415015942,2015,True,competition
Alipourshenazandifar Reza,2015-10-17,1586.4637806012604,2015,True,competition
Alipourshenazandifar Reza,2015-12-31,1586.4637806012604,2015,True,year_end
Alipourshenazandifar Reza,2016-04-30,1600.1679179128255,2016,True,competition
Alipourshenazandifar Reza,2016-05-07,1610.448450195066,2016,True,competition
Alipourshenazandifar Reza,2016-07-11,1621.0476776217922,2016,True,competition
Alipourshenazandifar Reza,2016-07-15,1634.472924291815,2016,True,competition
Alipourshenazandifar Reza,2016-09-14,1646.1450913041158,2016,True,competition
Alipourshenazandifar Reza,2016-10-18,1658.6533973036053,2016,True,competition
Alipourshenazandifar Reza,2016-10-22,1670.003389595946,2016,True,competition
Alipourshenazandifar Reza,2016-12-31,1670.003389595946,2016,True,year_end
Alipourshenazandifar Reza,2017-04-22,1679.9651674530435,2017,True,competition
Alipourshenazandifar Reza,2017-04-29,1690.5129645427153,2017,True,competition
Alipourshenazandifar Reza,2017-07-07,1699.1771704138864,2017,True,competition
Alipourshenazandifar Reza,2017-08-25,1707.9689675349675,2017,True,competition
Alipourshenazandifar Reza,2017-10-14,1717.7226987564559,2017,True,competition
Alipourshenazandifar Reza,2017-12-31,1717.7226987564559,2017,True,year_end
Alipourshenazandifar Reza,2018-04-21,1725.5428747375554,2018,True,competition
Alipourshenazandifar Reza,2018-05-05,1733.7425548098358,2018,True,competition
Alipourshenazandifar Reza,2018-07-06,1740.1535977825226,2018,True,competition
Alipourshenazandifar Reza,2018-07-11,1747.1686531772632,2018,True,competition
Alipourshenazandifar Reza,2018-07-27,1754.132301910403,2018,True,competition
Alipourshenazandifar Reza,2018-09-06,1760.741653357491,2018,True,competition
Alipourshenazandifar Reza,2018-10-20,1757.6784739326886,2018,True,competition
Alipourshenazandifar Reza,2018-10-27,1764.8268462231097,2018,True,competition
Alipourshenazandifar Reza,2018-12-31,1764.8268462231097,2018,True,year_end
Alipourshenazandifar Reza,2019-04-12,1770.211805556596,2019,True,competition
Alipourshenazandifar Reza,2019-04-26,1773.6136921696461,2019,True,competition
Alipourshenazandifar Reza,2019-05-03,1779.429566032556,2019,True,competition
Alipourshenazandifar Reza,2019-07-04,1782.5241946303765,2019,True,competition
Alipourshenazandifar Reza,2019-07-11,1781.5341871554551,2019,True,competition
Alipourshenazandifar Reza,2019-08-11,1786.6420374566565,2019,True,competition
Alipourshenazandifar Reza,2019-10-18,1792.2495881401885,2019,True,competition
Alipourshenazandifar Reza,2019-12-31,1792.2495881401885,2019,True,year_end
Boldyrev Danyil,2010-06-17,1500.0,2010,False,competition
Boldyrev Danyil,2010-12-31,1504.8906951704453,2010,True,year_end
Boldyrev Danyil,2011-07-12,1496.0267895021832,2011,True,competition
Boldyrev Danyil,2011-07-15,1524.8461855095534,2011,True,competition
Boldyrev Danyil,2011-12-31,1510.0937587379913,2011,True,year_end
Boldyrev Danyil,2012-04-13,1535.4226868624455,2012,True,competition
Boldyrev Danyil,2012-07-12,1565.7839161431534,2012,True,competition
Boldyrev Danyil,2012-07-28,1545.0353696987129,2012,True,competition
Boldyrev Danyil,2012-09-01,1555.454453935966,2012,True,competition
Boldyrev Danyil,2012-09-12,1571.7306268121138,2012,True,competition
Boldyrev Danyil,2012-10-12,1585.026345936616,2012,True,competition
Boldyrev Danyil,2012-10-20,1605.8967317090178,2012,True,competition
Boldyrev Danyil,2012-12-31,1589.9114945295166,2012,True,year_end
Boldyrev Danyil,2013-03-22,1611.8343609173594,2013,True,competition
Boldyrev Danyil,2013-06-22,1621.680469873057,2013,True,competition
Boldyrev Danyil,2013-09-07,1613.080683548257,2013,True,competition
Boldyrev Danyil,2013-10-11,1629.2879395878465,2013,True,competition
Boldyrev Danyil,2013-10-15,1645.790944723203,2013,True,competition
Boldyrev Danyil,2013-10-19,1631.9003792628314,2013,True,competition
Boldyrev Danyil,2013-12-31,1631.9003792628314,2013,True,year_end
Boldyrev Danyil,2014-04-26,1647.5622156102309,2014,True,competition
Boldyrev Danyil,2014-05-03,1671.4226888166386,2014,True,competition
Boldyrev Danyil,2014-06-20,1683.6282390545696,2014,True,competition
Boldyrev Danyil,2014-07-10,1702.1180165244982,2014,True,competition
Boldyrev Danyil,2014-08-30,1708.7511720764192,2014,True,competition
Boldyrev Danyil,2014-09-08,1729.9540290775733,2014,True,competition
Boldyrev Danyil,2014-10-11,1741.4241043444144,2014,True,competition
Boldyrev Danyil,2014-10-18,1732.5096345875086,2014,True,competition
Boldyrev Danyil,2014-12-31,1732.5096345875086,2014,True,year_end
Boldyrev Danyil,2015-06-20,1747.1028118246993,2015,True,competition
Boldyrev Danyil,2015-06-26,1764.326171156234,2015,True,competition
Boldyrev Danyil,2015-07-10,1779.0422927090756,2015,True,competition
Boldyrev Danyil,2015-10-17,1785.6022972989074,2015,True,competition
Boldyrev Danyil,2015-12-31,1782.512018958156,2015,True,year_end
Boldyrev Danyil,2016-04-30,1788.0800130028044,2016,True,competition
Boldyrev Danyil,2016-05-07,1789.8440495663806,2016,True,competition
Boldyrev Danyil,2016-07-11,1779.3962019415408,2016,True,competition
Boldyrev Danyil,2016-07-15,1789.9101741233435,2016,True,competition
Boldyrev Danyil,2016-08-26,1802.039919795615,2016,True,competition
Boldyrev Danyil,2016-09-14,1802.1076750548768,2016,True,competition
Boldyrev Danyil,2016-10-18,1796.2812754994102,2016,True,competition
Boldyrev Danyil,2016-10-22,1798.2845447929187,2016,True,competition
Boldyrev Danyil,2016-12-31,1797.7770103816988,2016,True,year_end
Boldyrev Danyil,2017-04-22,1809.3347940490153,2017,True,competition
Boldyrev Danyil,2017-04-29,1812.9506228067123,2017,True,competition
Boldyrev Danyil,2017-08-25,1813.6233816645338,2017,True,competition
Boldyrev Danyil,2017-12-31,1810.380024424968,2017,True,year_end
Boldyrev Danyil,2018-05-05,1820.0087328522502,2018,True,competition
Boldyrev Danyil,2018-05-12,1818.578207491115,2018,True,competition
Boldyrev Danyil,2018-07-06,1827.7798456549767,2018,True,competition
Boldyrev Danyil,2018-07-11,1840.3422264929031,2018,True,competition
Boldyrev Danyil,2018-07-27,1851.8767131537102,2018,True,competition
Boldyrev Danyil,2018-09-06,1826.047721264951,2018,True,competition
Boldyrev Danyil,2018-10-20,1819.6647020949465,2018,True,competition
Boldyrev Danyil,2018-10-27,1803.175922258473,2018,True,competition
Boldyrev Danyil,2018-12-31,1821.9678194230326,2018,True,year_end
Boldyrev Danyil,2019-07-04,1804.112213509403,2019,True,competition
Boldyrev Danyil,2019-07-11,1812.4244622988972,2019,True,competition
Boldyrev Danyil,2019-08-11,1819.5591918956059,2019,True,competition
Boldyrev Danyil,2019-12-31,1816.0885575745242,2019,True,year_end
Boldyrev Danyil,2021-09-16,1828.7520521538536,2021,True,competition
Boldyrev Danyil,2021-12-31,1820.7700759887914,2021,True,year_end
Boldyrev Danyil,2022-09-09,1803.186561097498,2022,True,competition
Boldyrev Danyil,2022-09-24,1780.5111100779534,2022,True,competition
Boldyrev Danyil,2022-12-31,1780.5111100779534,2022,True,year_end
Boldyrev Danyil,2023-04-28,1770.4312840389568,2023,True,competition
Boldyrev Danyil,2023-05-06,1750.3115736989273,2023,True,competition
Boldyrev Danyil,2023-08-01,1740.2714216362165,2023,True,competition
Boldyrev Danyil,2023-12-31,1740.2714216362165,2023,True,year_end
Deulin Vladislav,2013-09-27,1500.0,2013,False,competition
Deulin Vladislav,2013-12-31,1495.1615604288052,2013,True,year_end
Deulin Vladislav,2014-05-03,1493.5289811909067,2014,True,competition
Deulin Vladislav,2014-07-10,1492.6653395449891,2014,True,competition
Deulin Vladislav,2014-08-30,1496.1314010878161,2014,True,competition
Deulin Vladislav,2014-12-31,1500.0772375786235,2014,True,year_end
Deulin Vladislav,2015-07-10,1501.9067207283456,2015,True,competition
Deulin Vladislav,2015-10-17,1502.1011307364452,2015,True,competition
Deulin Vladislav,2015-12-31,1502.1563786237518,2015,True,year_end
Deulin Vladislav,2016-07-11,1501.0554611715372,2016,True,competition
Deulin Vladislav,2016-07-15,1501.2571094937052,2016,True,competition
Deulin Vladislav,2016-10-18,1529.4850783397128,2016,True,competition
Deulin Vladislav,2016-10-22,1555.4825800712442,2016,True,competition
Deulin Vladislav,2016-12-31,1542.1604106520101,2016,True,year_end
Deulin Vladislav,2017-04-22,1587.5806844775484,2017,True,competition
Deulin Vladislav,2017-04-29,1608.6276055137105,2017,True,competition
Deulin Vladislav,2017-07-07,1631.2341005914632,2017,True,competition
Deulin Vladislav,2017-08-25,1658.1288436876089,2017,True,competition
Deulin Vladislav,2017-09-23,1665.9315179535797,2017,True,competition
Deulin Vladislav,2017-10-07,1667.7038331510812,2017,True,competition
Deulin Vladislav,2017-10-14,1690.5409738978724,2017,True,competition
Deulin Vladislav,2017-12-31,1677.1346227318463,2017,True,year_end
Deulin Vladislav,2018-04-21,1706.764796700758,2018,True,competition
Deulin Vladislav,2018-05-05,1692.3390992993545,2018,True,competition
Deulin Vladislav,2018-05-12,1691.708834539074,2018,True,competition
Deulin Vladislav,2018-07-27,1701.9494314978813,2018,True,competition
Deulin Vladislav,2018-09-06,1715.0950829078477,2018,True,competition
Deulin Vladislav,2018-10-20,1705.2151088218995,2018,True,competition
Deulin Vladislav,2018-10-27,1715.5837554682678,2018,True,competition
Deulin Vladislav,2018-12-31,1710.5819125925123,2018,True,year_end
Deulin Vladislav,2019-04-12,1731.940621274216,2019,True,competition
Deulin Vladislav,2019-04-26,1719.7999994839067,2019,True,competition
Deulin Vladislav,2019-05-03,1728.767049760855,2019,True,competition
Deulin Vladislav,2019-07-04,1737.4229716177715,2019,True,competition
Deulin Vladislav,2019-07-11,1750.620902181495,2019,True,competition
Deulin Vladislav,2019-08-11,1752.5404571375677,2019,True,competition
Deulin Vladislav,2019-10-18,1764.4529408781184,2019,True,competition
Deulin Vladislav,2019-12-31,1757.6998331103966,2019,True,year_end
Deulin Vladislav,2021-07-01,1766.9494579726331,2021,True,competition
Deulin Vladislav,2021-09-16,1767.942473720006,2021,True,competition
Deulin Vladislav,2021-12-31,1772.9294576202183,2021,True,year_end
Hroza Libor,2009-04-25,1500.0,2009,False,competition
Hroza Libor,2009-06-30,1531.8533807110252,2009,True,competition
Hroza Libor,2009-07-12,1570.9154363335983,2009,True,competition
Hroza Libor,2009-08-01,1591.8913831101727,2009,True,competition
Hroza Libor,2009-12-31,1577.4015271792464,2009,True,year_end
Hroza Libor,2010-04-30,1608.7115875733025,2010,True,competition
Hroza Libor,2010-07-12,1624.1452121099737,2010,True,competition
Hroza Libor,2010-07-24,1638.8597556825218,2010,True,competition
Hroza Libor,2010-08-20,1628.1151362982403,2010,True,competition
Hroza Libor,2010-08-28,1639.1289412794897,2010,True,competition
Hroza Libor,2010-10-29,1658.5391197943172,2010,True,competition
Hroza Libor,2010-12-31,1648.9688715858827,2010,True,year_end
Hroza Libor,2011-04-14,1673.9165860396502,2011,True,competition
Hroza Libor,2011-07-12,1684.5677484581954,2011,True,competition
Hroza Libor,2011-07-15,1694.896514237177,2011,True,competition
Hroza Libor,2011-08-06,1686.7597910760392,2011,True,competition
Hroza Libor,2011-09-02,1677.3843824766534,2011,True,competition
Hroza Libor,2011-09-07,1666.546725250641,2011,True,competition
Hroza Libor,2011-12-31,1672.0953602018062,2011,True,year_end
Hroza Libor,2012-04-13,1686.379924959065,2012,True,competition
Hroza Libor,2012-07-12,1675.3852457397568,2012,True,competition
Hroza Libor,2012-07-28,1658.047591845432,2012,True,competition
Hroza Libor,2012-09-01,1676.8887767663925,2012,True,competition
Hroza Libor,2012-09-12,1695.8230483482143,2012,True,competition
Hroza Libor,2012-10-12,1675.8332219091199,2012,True,competition
Hroza Libor,2012-10-20,1671.7522001801494,2012,True,competition
Hroza Libor,2012-12-31,1681.0831603338936,2012,True,year_end
Hroza Libor,2013-03-22,1688.6737160228797,2013,True,competition
Hroza Libor,2013-06-22,1679.5715590467678,2013,True,competition
Hroza Libor,2013-09-07,1702.014711435963,2013,True,competition
Hroza Libor,2013-09-27,1714.0924025917404,2013,True,competition
Hroza Libor,2013-10-11,1730.576811443626,2013,True,competition
Hroza Libor,2013-10-15,1714.6149033900592,2013,True,competition
Hroza Libor,2013-10-19,1723.030273993934,2013,True,competition
Hroza Libor,2013-12-31,1724.47029753069,2013,True,year_end
Hroza Libor,2014-04-26,1737.6144536945792,2014,True,competition
Hroza Libor,2014-05-03,1748.762034587443,2014,True,competition
Hroza Libor,2014-06-20,1752.248939550055,2014,True,competition
Hroza Libor,2014-07-10,1757.3911427937453,2014,True,competition
Hroza Libor,2014-08-30,1775.0695912302879,2014,True,competition
Hroza Libor,2014-09-08,1775.7636995669059,2014,True,competition
Hroza Libor,2014-10-11,1787.3422961029155,2014,True,competition
