name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Hunt Emma,USA,1,6.55,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,6.724,True,6.641,True,6.412,True,6.556,,
KALUCKA Aleksandra,POL,2,FALL,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.879,True,7.18,True,7.031,False,FALL,,
DENG LIJUAN,CHN,3,6.94,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.251,True,7.262,False,6.815,,,True,6.944
KALUCKA Natalia,POL,4,7.14,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.524,True,7.302,False,7.257,,,False,7.144
ZHANG MENGLI,CHN,5,FALL (7.41),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.543,False,FALL,,,,,,
Kelly Piper,USA,6,9.53 (7.47),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.733,False,9.539,,,,,,
XIE GUIZHEN,CHN,7,7.77 (7.48),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,7.655,False,7.771,,,,,,
Curcio Sophia,USA,8,7.82 (7.51),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,True,8.574,False,7.826,,,,,,
YANG MI,CHN,9,9.76 (7.71),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,9.766,,,,,,,,
FAN JINGYUE,CHN,10,7.81,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,7.811,,,,,,,,
ROTHFORK Isis,USA,11,7.95,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,7.959,,,,,,,,
HAYASHI Karin,JPN,12,8.01,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,8.013,,,,,,,,
Bone Kaitlyn,USA,13,FALL (8.04),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,FALL,,,,,,,,
KANETANI Haruka,JPN,14,8.74 (8.38),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,8.746,,,,,,,,
Runnels Liberty,USA,15,9.65 (8.40),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,9.65,,,,,,,,
Gebert Abby,NZL,16,9.12 (9.02),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Final,2024-05-03,/api/v1/category_rounds/8964/results,/api/v1/events/1355/result/6,False,9.125,,,,,,,,
