name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B
Hunt Emma,USA,1,6.44,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.447,7.504
Kalucka Aleksandra,POL,2,6.58,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.58,6.745
DENG LIJUAN,CHN,3,6.74,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.744,7.5
ZHANG SHAOQIN,CHN,4,6.81,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.907,6.818
JEONG Jimin,KOR,5,6.86,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.959,6.86
Miroslaw Aleksandra,POL,6,6.87,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.872,DNF
WANG SHENGYAN,CHN,7,6.96,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,6.965,7.074
Kalucka Natalia,POL,8,7.00,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.002,7.01
Colli Beatrice,ITA,9,7.10,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.109,DNF
Chudziak Patrycja,POL,10,7.14,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.144,7.153
Viglione Capucine,FRA,11,7.15,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.15,9.114
SALLSABILLAH RAJIAH,INA,12,7.17,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.174,9.688
NIU DI,CHN,13,7.20,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.209,7.241
FAN JINGYUE,CHN,14,7.233,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.297,7.233
XIE GUIZHEN,CHN,15,7.238,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.418,7.238
Randi  Giulia,ITA,16,7.25 (7.339),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.252,7.339
Darabian Mahya,IRI,17,7.25 (8.083),IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Speed,Women,Qualification,2024-04-12,/api/v1/category_rounds/8507/results,/api/v1/events/1354/result/6,7.252,8.083
