name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
KATIBIN Kiromal,INA,1.0,5.01,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.013,8.422
LEONARDO Veddriq,INA,2.0,5.03,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.03,5.108
WATSON Samuel,USA,3.0,5.04,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.045,DNF
WU Peng,CHN,4.0,5.07,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.286,5.073
NURSAMSA Raharjati,INA,5.0,5.09,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.099,6.961
MAIMURATOV Amir,KAZ,6.0,5.11,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.114,6.171
YASUKAWA Jun,JPN,7.0,5.16,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.162,DNF
TKACH Yaroslav,UKR,8.0,5.18,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.319,5.181
NOYA CARDONA Erik,ESP,9.0,5.19,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.195,5.315
ZURLONI Matteo,ITA,10.0,5.20,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.836,5.201
LIMPANICHPAKDEE Aphiwit,THA,11.0,5.222,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.317,5.222
WANG Xinshang,CHN,12.0,5.227,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,6.12,5.227
ASPAR Aspar,INA,13.0,5.23,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.23,5.315
HOM Michael,USA,14.0,5.25,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.253,5.454
PAVLENKO Kostiantyn,UKR,15.0,5.28,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.383,5.284
LUCKE Sebastian,GER,16.0,5.295,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.412,5.295
OMASA Ryo,JPN,17.0,5.297,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.297,8.536
ALIPOUR SHENAZANDIFARD Reza,IRI,18.0,5.30,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,6.458,5.307
MUHAMMAD FAJRI Alfian,INA,19.0,5.325,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Qualification,2024-10-02,/api/v1/category_rounds/8532/results,/api/v1/events/1361/result/2,5.38,5.325
