name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
MCNEICE Erin,GBR,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP
MORI Ai,JPN,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP
PILZ Jessica,AUT,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP
SEO Chaehyun,KOR,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP
ZHANG Yuetong,CHN,1,4.74,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,TOP,TOP
Sanders Anastasia,USA,6,6.71,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,47,TOP
TANII Natsuki,JPN,7,7.98,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,TOP
AVEZOU Zélia,FRA,8,9.08,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,44,TOP
KRAMPL Mia,SLO,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP
LUO Zhilu,CHN,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP
ROGORA Laura,ITA,9,11.29,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,TOP
KIM Jain,KOR,12,12.02,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,39+
JANICOT Hélène,FRA,13,13.13,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42,TOP
KOTAKE Mei,JPN,14,13.2,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,35
COPAR Sara,SLO,15,13.56,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,41+,TOP
TAKAO Tomona,JPN,16,14.75,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,38,TOP
SMETANOVA Michaela,CZE,17,15.97,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,46+,33+
VAN DER MEER Lynn,NED,18,16.49,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,40
PÖTZI Mattea,AUT,19,17.97,IFSC World Cup Seoul 2024,1361,2024,Seoul,Lead,Women,Qualification,2024-10-02,/api/v1/category_rounds/8531/results,/api/v1/events/1361/result/5,42+,35+
