name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Garnbret Janja,SLO,1,TOP,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,TOP
Rogora Laura,ITA,2,42+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,42+
LUO ZHILU,CHN,3,40+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,40+
ODA Natsumi,JPN,4,40+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,40+
TANII Natsuki,JPN,5,39+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,39+
SEO Chaehyun,KOR,6,38+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,38+
Mcneice Erin,GBR,7,37,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,37
Krampl Mia,SLO,8,34+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,34+
Hily Manon,FRA,9,32+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,32+
ITO Futaba,JPN,10,32+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,32+
Zhang YUETONG,CHN,11,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+
Avezou Zélia,FRA,12,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+
Meul Hannah,GER,13,31+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,31+
NAKAGAWA Ryu,JPN,14,30+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,30+
Thompson-Smith Molly,GBR,15,30,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,30
Gejo Stasa,SRB,16,29+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,29+
KIM Jain,KOR,17,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+
Nonaka Miho,JPN,18,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+
Janicot Hélène,FRA,19,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+
Pötzi Mattea,AUT,20,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+
Clark Adriene Akiko,USA,21,28+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28+
Cho Gayeon,KOR,22,28,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,28
Shiran Noa,ISR,23,25+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,25+
van der Meer Lynn,NED,24,25,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,25
Tesio Giorgia,ITA,25,21+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,21+
LINTANG CAHYANI SUKMA,INA,26,20+,IFSC World Cup Wujiang 2024,1354,2024,Wujiang,Lead,Women,Semi-final,2024-04-12,/api/v1/category_rounds/8930/results,/api/v1/events/1354/result/5,20+
