name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
RICHARD Samuel,FRA,1.0,5T5z 8 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,3,1,1,1,1,1,2,1
PEINADO FRANGANILLO Guillermo,ESP,1.0,5T5z 11 8,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,1,2,1,1,1,1,1,4,4
ANRAKU Sorato,JPN,3.0,5T5z 9 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,1,1,5,1,1,1,1,1
AMAGASA Sohta,JPN,3.0,5T5z 14 12,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,3,2,2,1,1,1,1,7,5
Duffy Colin,USA,5.0,5T5z 10 6,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,1,1,1,2,1,1,1,3,2
LEMAGNER Thomas,FRA,5.0,5T5z 15 10,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,3,1,7,4,1,1,3,3
NARASAKI Tomoa,JPN,7.0,5T5z 16 7,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,5,1,3,2,1,1,6,2
ARRIAGADA KRÜGER Elias,GER,7.0,5T5z 11 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,1,1,1,3,1,1,1,3,1
FUJIWAKI Yuji,JPN,9.0,5T5z 14 11,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,3,2,2,2,1,1,7,5
Vezonik Gregor,SLO,9.0,5T5z 21 12,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,5,2,2,1,5,3,2,1,7,5
ROBERTS Toby,GBR,11.0,4T5z 4 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,1,1,X,1,1,1,1,1
GINÉS LÓPEZ Alberto,ESP,11.0,5T5z 15 7,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,1,3,1,3,1,1,1,5,3
PEHARC Anze,SLO,13.0,5T5z 16 10,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,4,2,2,1,5,2,1,1,4,4
AKHTAR Dayan,GBR,13.0,4T5z 5 6,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,1,1,2,2,X,1,1,1,1,1
NARASAKI Meichi,JPN,15.0,4T5z 6 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,X,1,1,1,3,1,1,1,1,1
KAYOTANI Ritsu,JPN,15.0,5T5z 17 5,IFSC World Cup Innsbruck 2024,1356,2024,Innsbruck,Boulder,Men,Qualification,2024-06-26,/api/v1/category_rounds/8516/results,/api/v1/events/1356/result/3,3,1,1,1,6,1,1,1,6,1
