name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Roberts Toby,GBR,1,40,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,40
ANRAKU Sorato,JPN,2,35,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,35
Avezou Sam,FRA,3,31+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,31+
OMATA Shion,JPN,4,30+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,30+
Flohé Yannick,GER,5,30+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,30+
Bertone Max,FRA,6,25+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,25+
YURIKUSA Ao,JPN,7,16,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,16
LEE Dohyun,KOR,8,12+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Final,2024-09-06,/api/v1/category_rounds/9285/results,/api/v1/events/1359/result/1,12+
