name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
WANG Xinshang,CHN,1,6.23,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,5.243,True,5.158,True,5.173,True,6.232,,
MAIMURATOV Amir,KAZ,2,10.60,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,6.192,True,5.228,True,5.572,False,10.603,,
KATIBIN Kiromal,INA,3,4.99,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,6.837,True,4.96,False,8.025,,,True,4.991
ZURLONI Matteo,ITA,4,8.93,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,5.098,True,5.005,False,11.362,,,False,8.933
LEONARDO Veddriq,INA,5,FALL (5.03),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,5.107,False,FALL,,,,,,
WU Peng,CHN,6,5.19 (5.07),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,6.144,False,5.194,,,,,,
TKACH Yaroslav,UKR,7,5.23 (5.18),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,5.373,False,5.231,,,,,,
HOM Michael,USA,8,5.47 (5.25),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,True,WILDCARD,False,5.476,,,,,,
WATSON Samuel,USA,9,FALSE START (5.04),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,FALSE START,,,,,,,,
NURSAMSA Raharjati,INA,10,7.96 (5.09),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,7.964,,,,,,,,
YASUKAWA Jun,JPN,11,5.29 (5.16),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,5.299,,,,,,,,
NOYA CARDONA Erik,ESP,12,5.43 (5.19),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,5.437,,,,,,,,
LIMPANICHPAKDEE Aphiwit,THA,13,FALL (5.22),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,FALL,,,,,,,,
ASPAR Aspar,INA,14,8.00 (5.23),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,8.005,,,,,,,,
PAVLENKO Kostiantyn,UKR,15,5.27,IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,5.27,,,,,,,,
LUCKE Sebastian,GER,16,8.90 (5.29),IFSC World Cup Seoul 2024,1361,2024,Seoul,Speed,Men,Final,2024-10-02,/api/v1/category_rounds/9375/results,/api/v1/events/1361/result/2,False,8.909,,,,,,,,
