name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
ANRAKU Sorato,JPN,1,41+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,41+
Roberts Toby,GBR,2,40+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,40+
OMATA Shion,JPN,3,33+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,33+
Flohé Yannick,GER,4,33+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,33+
Avezou Sam,FRA,5,32,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,32
YURIKUSA Ao,JPN,6,28+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,28+
Bertone Max,FRA,7,28+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,28+
LEE Dohyun,KOR,8,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
Lehmann Sascha,SUI,9,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
MURASHITA Zento,JPN,10,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
KWON Kibeom,KOR,11,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
IMAIZUMI Yuta,JPN,12,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
Schenk Filip,ITA,13,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
Stranik Martin,CZE,14,27,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,27
Utelli Jonas,SUI,15,26+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,26+
HIGUCHI Masahiro,JPN,16,26+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,26+
Tanaka Shuta,JPN,17,26+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,26+
Ogata Yoshiyuki,JPN,18,26+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,26+
Vancraeynest Ties,BEL,19,26+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,26+
YOSHIDA Satone,JPN,20,25+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,25+
Schalck Mejdi,FRA,21,25+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,25+
Fulkerson Ross,USA,22,23+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,23+
Tomatis Giorgio,ITA,23,23+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,23+
Marchaland Jules,FRA,24,22+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,22+
HOMMA Taisei,JPN,25,21+,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,21+
Grünenfelder Nino,SUI,26,17,IFSC World Cup Koper 2024,1359,2024,Koper,Lead,Men,Semi-final,2024-09-06,/api/v1/category_rounds/9283/results,/api/v1/events/1359/result/1,17
