name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
FOSSALI Ludovico,ITA,1,4.97,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.134,True,WILDCARD,True,5.11,True,4.971,,
NOYA CARDONA Erik,ESP,2,5.06,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.092,True,5.194,True,5.1,False,5.062,,
LONG Jianguo,CHN,3,4.93,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,WILDCARD,True,5.026,False,6.98,,,True,4.939
CARMANNS Leander,GER,4,5.06,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.416,True,5.292,False,5.129,,,False,5.066
MAIMURATOV Amir,KAZ,5,6.40 (4.96),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.03,False,6.4,,,,,,
ZURLONI Matteo,ITA,6,5.03 (4.97),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,WILDCARD,False,5.039,,,,,,
ZHANG Liang,CHN,7,FALL (5.07),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.079,False,FALL,,,,,,
HUANG Jingjie,CHN,8,FALSE START (5.27),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,True,5.285,False,FALSE START,,,,,,
KHAIBULLIN Rishat,KAZ,9,5.22 (5.01),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,5.226,,,,,,,,
WANG Xinshang,CHN,10,6.92 (5.08),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,6.923,,,,,,,,
MORO Guillaume,FRA,11,FALL (5.25),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,FALL,,,,,,,,
MAWEM Bassa,FRA,12,5.25,IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,5.257,,,,,,,,
JUNG Yongjun,KOR,13,FALSE START (5.25),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,FALSE START,,,,,,,,
David Julian,NZL,14,5.33 (5.26),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,5.338,,,,,,,,
BOULOS Alessandro,ITA,15,FALL (5.26),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,FALL,,,,,,,,
ALTYNBEKOV Beknur,KAZ,16,FALSE START (5.29),IFSC World Cup Briançon 2024,1358,2024,Briancon,Speed,Men,Final,2024-07-17,/api/v1/category_rounds/9135/results,/api/v1/events/1358/result/2,False,FALSE START,,,,,,,,
