name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B
Hunt Emma,USA,1,6.57 (PaR),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,6.572,6.666
KALUCKA Natalia,POL,2,6.93,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.137,6.93
KALUCKA Aleksandra,POL,3,6.94,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.208,6.943
DENG LIJUAN,CHN,4,7.08,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.155,7.084
ZHANG MENGLI,CHN,5,7.41,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,DNF,7.419
Kelly Piper,USA,6,7.47,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.829,7.47
XIE GUIZHEN,CHN,7,7.48,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.482,7.902
Curcio Sophia,USA,8,7.51,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.519,7.659
YANG MI,CHN,9,7.71,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.712,8.457
FAN JINGYUE,CHN,10,7.81,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.989,7.816
