name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo,discipline,era_name,gender
Ranjan Lokesh,1480.4145391652269,2,-9.79,2.35,53.5,1480.41,1491.87,Boulder,IFSC,Men
Prizavoits Janis,1480.3874712245408,2,-9.81,7.38,34.0,1480.39,1484.97,Boulder,IFSC,Men
Penkov Martin,1480.3414154096336,3,-6.55,1.26,43.33,1480.34,1494.9,Boulder,IFSC,Men
Sahin Sarp,1480.2872784667438,2,-9.86,0.51,62.0,1480.29,1489.79,Boulder,IFSC,Men
Shikov Aleksandr,1480.2489371389415,3,-6.58,4.85,44.67,1480.25,1489.99,Boulder,IFSC,Men
Gatzwiller Gregers,1480.1010727393589,2,-9.95,2.36,33.0,1480.1,1488.38,Boulder,IFSC,Men
Torkamanboutorabi Sadra,1480.0930891028504,3,-6.64,4.83,40.0,1480.09,1494.07,Boulder,IFSC,Men
BARRON Charles,1479.853317335588,3,-6.72,6.43,42.67,1479.56,1487.65,Boulder,IFSC,Men
Tiukuvaara Samuel,1479.8509435181902,3,-6.72,5.72,37.33,1479.85,1490.68,Boulder,IFSC,Men
Zhendinskiy Denis,1479.8497442533578,2,-10.08,3.23,41.5,1479.85,1492.21,Boulder,IFSC,Men
RODRIGUES BELLOTTO Mateus,1479.8066092067604,2,-10.1,4.59,69.0,1479.81,1486.66,Boulder,IFSC,Men
Kim Janghyuk,1479.7963009734642,2,-10.1,1.69,34.5,1479.8,1488.7,Boulder,IFSC,Men
Plevko Tomas,1479.792030355259,2,-10.1,2.12,93.5,1479.79,1491.39,Boulder,IFSC,Men
GARCIA Santiago,1479.778861084456,2,-10.11,2.17,50.5,1479.78,1491.42,Boulder,IFSC,Men
PAN JinYu,1479.764765517027,2,-10.12,4.88,35.0,1479.76,1486.43,Boulder,IFSC,Men
Kramaric Nikola,1479.7170608239471,2,-10.14,1.84,48.5,1479.72,1488.55,Boulder,IFSC,Men
Lopez Montull Diego,1479.6771410461072,2,-10.16,2.17,46.0,1479.68,1488.3,Boulder,IFSC,Men
Mastrocola Stefano,1479.6423398416127,2,-10.18,6.05,53.0,1479.64,1485.54,Boulder,IFSC,Men
Tytarenko Oleksii,1479.5763591385903,2,-10.21,0.8,102.0,1479.58,1490.35,Boulder,IFSC,Men
Sethna Eric,1479.3932596262791,15,-1.37,6.55,23.07,1479.39,1519.69,Boulder,IFSC,Men
Atomei  Ionut-Cosmin,1479.387811269758,2,-10.31,3.6,52.0,1479.39,1487.15,Boulder,IFSC,Men
Salakenos Thomas,1479.3759998372802,3,-6.87,1.29,46.67,1479.38,1494.49,Boulder,IFSC,Men
Murakami Rimu,1479.3677456706157,3,-6.88,0.35,23.0,1479.37,1493.43,Boulder,IFSC,Men
Schmidtlein Franz,1479.2963725098712,3,-6.9,1.79,28.67,1479.3,1493.42,Boulder,IFSC,Men
Quinteros Andres,1479.2633688833105,2,-10.37,0.16,52.0,1479.26,1489.52,Boulder,IFSC,Men
MARCUS  Yeo,1479.2607692838276,2,-10.37,0.91,25.0,1479.26,1490.27,Boulder,IFSC,Men
ABDI MUHAMMAD FERZA FERNADA,1479.1781248029272,2,-10.41,3.46,78.5,1479.18,1487.14,Boulder,IFSC,Men
Trudeau David,1479.0506750054535,2,-10.47,2.21,49.0,1479.05,1487.96,Boulder,IFSC,Men
Ngo Truong,1478.993744495292,2,-10.5,0.71,29.5,1478.99,1489.0,Boulder,IFSC,Men
Granja Carlos,1478.887038394546,9,-2.35,5.72,37.11,1477.81,1497.31,Boulder,IFSC,Men
Losier Ghislain,1478.872155084033,2,-10.56,3.47,52.5,1478.87,1491.89,Boulder,IFSC,Men
Carvalho Manuel Filipe,1478.852298132908,2,-10.57,3.58,60.0,1478.85,1491.96,Boulder,IFSC,Men
Córdova A. Erick,1478.7949689420063,2,-10.6,0.23,42.0,1478.79,1489.56,Boulder,IFSC,Men
Piriz Joaquin,1478.725919166303,2,-10.64,1.66,102.0,1478.73,1488.19,Boulder,IFSC,Men
CAO Long,1478.6959947471255,2,-10.65,2.63,45.0,1478.7,1487.48,Boulder,IFSC,Men
Altanchev Hristo,1478.6848632759632,2,-10.66,1.89,49.0,1478.68,1490.68,Boulder,IFSC,Men
BABILAS Meritas,1478.6464841016686,2,-10.68,1.68,77.0,1478.65,1490.51,Boulder,IFSC,Men
Mackenzie Roddy,1478.6247487002513,5,-4.28,7.26,43.0,1478.62,1505.89,Boulder,IFSC,Men
Maimuratov Amir,1478.5641710969987,2,-10.72,3.18,40.5,1478.56,1487.04,Boulder,IFSC,Men
Schreiber Charlie,1478.5344467891705,2,-10.73,4.71,41.5,1478.53,1485.93,Boulder,IFSC,Men
Nikanorau Dzmitry,1478.468750243766,2,-10.77,2.45,68.0,1478.47,1490.97,Boulder,IFSC,Men
Lequerica Diego,1478.4525013499588,3,-7.18,2.91,41.67,1478.45,1489.59,Boulder,IFSC,Men
Cho Seungwoon,1478.451233255542,3,-7.18,5.93,43.0,1478.45,1488.56,Boulder,IFSC,Men
Chong Jamie,1478.4302188689444,3,-7.19,7.68,34.67,1478.43,1501.53,Boulder,IFSC,Men
Shrestha Saman,1478.3469309250277,2,-10.83,2.15,32.5,1478.35,1487.65,Boulder,IFSC,Men
Ovchinnikov Semen,1478.3446155286792,2,-10.83,3.99,54.0,1478.34,1486.35,Boulder,IFSC,Men
Damasco Joshua,1478.2498974172331,3,-7.25,2.48,42.67,1478.25,1494.47,Boulder,IFSC,Men
Chtenas Athanasios,1478.227332483092,3,-7.26,4.09,34.33,1478.23,1496.88,Boulder,IFSC,Men
Haron MUHAMMAD Hilman,1478.200918304717,2,-10.9,1.43,33.0,1478.2,1488.09,Boulder,IFSC,Men
Feistmantl Christian,1478.118292575262,10,-2.19,8.8,27.5,1461.46,1486.01,Boulder,IFSC,Men
Suihkonen Mikael,1478.1001285765028,2,-10.95,1.42,110.0,1478.1,1488.05,Boulder,IFSC,Men
Timmermans Loïc,1478.075468576773,12,-1.83,7.14,33.5,1476.34,1498.57,Boulder,IFSC,Men
Beliy Viktor,1478.0353518987529,3,-7.32,4.48,27.67,1478.04,1489.11,Boulder,IFSC,Men
Haapala Tommi,1478.0047203860374,2,-11.0,0.21,53.0,1478.0,1488.85,Boulder,IFSC,Men
Sivakov Roman,1477.979732280878,3,-7.34,6.81,90.33,1477.55,1489.77,Boulder,IFSC,Men
Chin Tzu-Hsiang,1477.9783192981874,2,-11.01,1.93,25.5,1477.98,1487.63,Boulder,IFSC,Men
AU Chi-fung,1477.9673109179726,23,-0.96,5.66,33.26,1472.47,1500.81,Boulder,IFSC,Men
Pacheco Nicolas,1477.8906354554256,3,-7.37,6.21,37.0,1477.89,1488.68,Boulder,IFSC,Men
Zhong QiXin,1477.7995783816496,5,-4.44,6.13,33.8,1477.8,1504.78,Boulder,IFSC,Men
Király  András,1477.77200545323,2,-11.11,2.53,43.5,1477.77,1487.09,Boulder,IFSC,Men
Garden James,1477.769424842472,9,-2.47,6.69,26.22,1477.77,1491.71,Boulder,IFSC,Men
CHOI Seungchan,1477.7468800041845,3,-7.42,5.08,61.67,1477.75,1495.22,Boulder,IFSC,Men
Gropper Nadav,1477.6951402714296,2,-11.15,3.26,54.5,1477.7,1486.55,Boulder,IFSC,Men
Gál Bence,1477.673659035258,2,-11.16,3.95,47.0,1477.67,1486.04,Boulder,IFSC,Men
Ceria Niccolo',1477.588784950372,9,-2.49,3.75,25.33,1471.68,1500.3,Boulder,IFSC,Men
Montes Sebastian M,1477.4798324170197,3,-7.51,2.44,36.0,1477.48,1492.74,Boulder,IFSC,Men
Munday Samuel,1477.4655166440527,2,-11.27,1.23,41.0,1477.47,1487.86,Boulder,IFSC,Men
von Freier Lasse,1477.39664256628,7,-3.23,5.9,55.29,1477.4,1495.83,Boulder,IFSC,Men
Weber Franz Josef,1477.3563575604476,2,-11.32,2.89,47.5,1477.36,1490.72,Boulder,IFSC,Men
Lifshitz Guy,1477.3270209513555,2,-11.34,2.29,37.0,1477.33,1487.04,Boulder,IFSC,Men
Olsen Eirik Birkelund,1477.0855919080714,2,-11.46,2.21,39.5,1477.09,1486.98,Boulder,IFSC,Men
Wen Ying-Chieh,1477.0772552131805,2,-11.46,2.99,66.0,1477.08,1490.65,Boulder,IFSC,Men
GOH WEN BIN Luke,1477.0714598042798,12,-1.91,5.6,52.0,1466.36,1489.32,Boulder,IFSC,Men
Martinez  Cordero Alejandro,1477.0084735054995,2,-11.5,0.55,32.0,1477.01,1488.12,Boulder,IFSC,Men
Holm Blaabjerg Thomas,1476.6418637133538,3,-7.79,3.83,50.33,1476.64,1496.52,Boulder,IFSC,Men
Shrestha Pranil man,1476.6406462416378,2,-11.68,0.92,33.0,1476.64,1487.67,Boulder,IFSC,Men
Chen Tristan,1476.526502089588,2,-11.74,0.35,28.0,1476.53,1488.51,Boulder,IFSC,Men
LEVIN Ram,1476.2045757228068,5,-4.76,10.36,33.4,1476.2,1490.06,Boulder,IFSC,Men
Safari Saeed,1476.180100607085,2,-11.91,0.03,37.5,1476.18,1488.11,Boulder,IFSC,Men
Seto Keita,1476.1689718942391,5,-4.77,5.22,24.0,1476.17,1492.47,Boulder,IFSC,Men
Gingras Daniel,1476.1521800044916,2,-11.92,2.61,39.0,1476.15,1486.23,Boulder,IFSC,Men
Bernidakis Georgios,1476.1330570797193,2,-11.93,3.35,68.5,1476.13,1485.7,Boulder,IFSC,Men
VIBERG CHRISTIANSEN Frederik,1476.0662825097374,2,-11.97,4.81,48.5,1476.07,1484.63,Boulder,IFSC,Men
Luby Robert,1476.042006513242,4,-5.99,8.86,54.25,1476.04,1488.35,Boulder,IFSC,Men
Paholek Terry,1476.0176818487332,6,-4.0,6.0,29.33,1476.02,1485.11,Boulder,IFSC,Men
Fleury Tyler,1475.8956293061608,2,-12.05,0.11,41.5,1475.9,1487.87,Boulder,IFSC,Men
Safarov Gulbala,1475.8902263393109,2,-12.05,1.6,45.5,1475.89,1486.81,Boulder,IFSC,Men
HUERTA ESPINOZA Jonathan,1475.8591675440532,2,-12.07,0.8,42.0,1475.86,1487.36,Boulder,IFSC,Men
Wotton Kye,1475.854022291007,2,-12.07,0.11,41.5,1475.85,1487.85,Boulder,IFSC,Men
Bourassa-Moreau Julien,1475.810678312139,3,-8.06,3.59,26.67,1475.81,1493.64,Boulder,IFSC,Men
Johnson Gavin,1475.769314376661,3,-8.08,5.68,32.67,1475.77,1488.24,Boulder,IFSC,Men
Nouri Amir,1475.7006321120148,12,-2.02,6.37,30.58,1474.73,1493.09,Boulder,IFSC,Men
Klapal Oldrich,1475.684819299565,3,-8.11,1.41,43.33,1475.68,1490.33,Boulder,IFSC,Men
Sambath Pheaktra,1475.6530126642076,2,-12.17,0.05,91.0,1475.65,1487.79,Boulder,IFSC,Men
Hyun Jekyoung,1475.5948838156717,2,-12.2,1.93,26.5,1475.59,1486.43,Boulder,IFSC,Men
Marx Oliver,1475.544601535957,2,-12.23,0.87,60.0,1475.54,1488.38,Boulder,IFSC,Men
Qu HaiBin,1475.5421186755616,15,-1.63,5.51,22.6,1475.54,1496.87,Boulder,IFSC,Men
COSSER Christopher,1475.4627621788816,4,-6.13,7.27,42.75,1475.46,1486.45,Boulder,IFSC,Men
Botnar Bohdan,1475.4356517160832,3,-8.19,3.55,62.67,1475.44,1487.72,Boulder,IFSC,Men
Qiu hongshu,1475.4298596725598,6,-4.1,6.83,21.5,1475.43,1503.98,Boulder,IFSC,Men
Bjørngaard Rolf -Martin,1475.4109072464655,3,-8.2,3.02,50.67,1475.41,1493.24,Boulder,IFSC,Men
Freyria Edrick,1475.391852156503,2,-12.3,0.32,53.0,1475.39,1487.92,Boulder,IFSC,Men
Bruyns Joshua,1475.3899377398516,2,-12.31,2.27,97.5,1475.39,1486.09,Boulder,IFSC,Men
Tkachuk Mykhayil,1475.3619148044909,5,-4.93,5.09,59.0,1474.29,1487.28,Boulder,IFSC,Men
CURTIS Calrin,1475.2870667615537,2,-12.36,0.07,76.0,1475.29,1487.59,Boulder,IFSC,Men
Chang Ching Huei,1475.2780948249117,2,-12.36,0.86,46.5,1475.28,1488.25,Boulder,IFSC,Men
Naunov Vanco,1475.257852667853,2,-12.37,1.14,54.5,1475.26,1486.82,Boulder,IFSC,Men
Ilin Alexander,1475.2387621992889,2,-12.38,0.4,55.0,1475.24,1487.9,Boulder,IFSC,Men
Gravelle Yves,1475.152664227273,5,-4.97,4.01,31.2,1475.15,1493.07,Boulder,IFSC,Men
Cosser Christopher,1475.1465050930574,5,-4.97,4.21,48.0,1474.43,1490.99,Boulder,IFSC,Men
Tsiaousis Orfeas,1475.1193091611196,2,-12.44,2.41,63.5,1475.12,1485.86,Boulder,IFSC,Men
Čubrić Karlo,1475.0730053186217,2,-12.46,0.56,61.5,1475.07,1487.93,Boulder,IFSC,Men
Zeimes Jim,1474.9875390190234,2,-12.51,1.84,94.5,1474.99,1486.2,Boulder,IFSC,Men
Salaberry Nicolas,1474.9582970117872,2,-12.52,1.0,109.0,1474.96,1488.19,Boulder,IFSC,Men
Schmidt Santiago,1474.9109620492857,3,-8.36,3.11,38.0,1474.91,1494.53,Boulder,IFSC,Men
FOSSALI Ludovico,1474.7712048552107,2,-12.61,2.18,49.5,1474.77,1485.84,Boulder,IFSC,Men
Earley Alistair,1474.6686331245303,5,-5.07,5.28,37.4,1474.67,1503.43,Boulder,IFSC,Men
Smith Nathan,1474.651278912675,11,-2.3,3.06,33.18,1474.65,1492.87,Boulder,IFSC,Men
Lind Maksim,1474.601721330478,2,-12.7,0.63,57.5,1474.6,1487.75,Boulder,IFSC,Men
Kim Hyunjae,1474.524743381973,2,-12.74,0.49,27.0,1474.52,1487.61,Boulder,IFSC,Men
Mayr Martin,1474.496144408595,2,-12.75,4.56,49.5,1474.5,1484.02,Boulder,IFSC,Men
Prieto Perilla Sebastian,1474.4487080143888,2,-12.78,1.75,54.5,1474.45,1485.98,Boulder,IFSC,Men
Neres André,1474.3777113968818,3,-8.54,0.82,42.67,1474.38,1490.57,Boulder,IFSC,Men
Osadchyi Leonid,1474.3672618165836,4,-6.41,4.75,86.25,1474.37,1489.12,Boulder,IFSC,Men
Martin Nathan,1474.3368861183887,8,-3.21,5.4,59.88,1470.72,1495.37,Boulder,IFSC,Men
Borowka Karsten,1474.3338051057826,9,-2.85,8.07,29.11,1474.33,1500.87,Boulder,IFSC,Men
INTRACHUPONGSE ARDCH,1474.2132312154986,7,-3.68,4.14,54.71,1472.1,1493.63,Boulder,IFSC,Men
Nicholas Lee Zong Jun,1474.1586026181412,3,-8.61,5.41,42.0,1474.16,1489.35,Boulder,IFSC,Men
Vargas Claros Marcelo Ignacio,1474.097535789911,2,-12.95,1.3,93.5,1474.1,1486.13,Boulder,IFSC,Men
Khaibullin Rishat,1473.9820208578774,7,-3.72,5.47,43.14,1472.68,1500.49,Boulder,IFSC,Men
Bradbury Keith,1473.896409806842,2,-13.05,2.78,45.5,1473.9,1484.98,Boulder,IFSC,Men
Oyama Fumihiro,1473.8670682250115,3,-8.71,3.97,38.33,1473.87,1487.94,Boulder,IFSC,Men
Merino Ordóñez Daniel Alejandro,1473.863859861238,2,-13.07,1.2,96.0,1473.86,1487.78,Boulder,IFSC,Men
THEOCHAROPOULOS Theofanis-Ermis,1473.8619427784174,2,-13.07,0.1,103.5,1473.86,1487.0,Boulder,IFSC,Men
Snorrason Birgir Óli,1473.820282256398,2,-13.09,0.6,113.0,1473.82,1487.33,Boulder,IFSC,Men
Eveleigh Marc,1473.7387791847082,5,-5.25,4.75,32.0,1473.74,1491.87,Boulder,IFSC,Men
VALSAMIDIS Matthaios,1473.6511930756967,3,-8.78,2.73,97.0,1473.65,1489.12,Boulder,IFSC,Men
Avelar Pedro,1473.6059597506478,2,-13.2,1.06,89.0,1473.61,1486.05,Boulder,IFSC,Men
Artūrs Dombrovskis,1473.590267362839,2,-13.2,0.19,64.5,1473.59,1486.66,Boulder,IFSC,Men
Boondech Teeraphon,1473.410373080295,3,-8.86,3.32,70.67,1473.41,1488.48,Boulder,IFSC,Men
LEE MINYOUNG,1473.2085189342015,4,-6.7,4.31,58.5,1473.21,1491.21,Boulder,IFSC,Men
Rudigier Laurenz,1473.1752319598631,2,-13.41,0.27,35.0,1473.18,1486.78,Boulder,IFSC,Men
Avramov Stefan,1473.1395597589835,4,-6.72,4.53,31.5,1473.14,1488.06,Boulder,IFSC,Men
Boszotta Arian,1473.1042771074588,2,-13.45,1.25,38.0,1473.1,1487.44,Boulder,IFSC,Men
Eloranta Toivo,1472.998318001291,2,-13.5,0.52,98.0,1473.0,1486.87,Boulder,IFSC,Men
Stadlober Paul,1472.872890045914,2,-13.56,0.27,65.5,1472.87,1486.24,Boulder,IFSC,Men
PUERTA WONG Kenu,1472.8469827661752,2,-13.58,1.06,69.0,1472.85,1485.67,Boulder,IFSC,Men
LEI Chon Hou,1472.8349150403096,2,-13.58,1.0,85.0,1472.83,1487.12,Boulder,IFSC,Men
Tagizade Cingiz,1472.675517663961,2,-13.66,0.51,45.5,1472.68,1486.7,Boulder,IFSC,Men
Kelloniemi Ilari Juho,1472.621498520576,7,-3.91,7.0,36.43,1463.36,1500.99,Boulder,IFSC,Men
Repan Juraj,1472.6153342800758,3,-9.13,4.52,31.33,1472.62,1486.04,Boulder,IFSC,Men
Hernandez Galo,1472.582482523051,3,-9.14,1.15,59.33,1472.58,1489.6,Boulder,IFSC,Men
Suzuki Yuki,1472.5451240645114,2,-13.73,0.18,52.0,1472.55,1486.15,Boulder,IFSC,Men
Miniely Or,1472.5194158816782,4,-6.87,5.99,48.25,1472.52,1488.15,Boulder,IFSC,Men
Nurga Keit,1472.3490764883093,2,-13.83,0.2,92.5,1472.35,1486.32,Boulder,IFSC,Men
ELFENBEIN Theis Lindegren,1472.3388564159857,3,-9.22,8.03,50.0,1472.34,1485.24,Boulder,IFSC,Men
O Connor Daragh,1472.3289468848136,3,-9.22,1.21,43.67,1472.33,1490.48,Boulder,IFSC,Men
Putz Peter,1472.2212560902983,5,-5.56,9.75,30.8,1461.12,1492.68,Boulder,IFSC,Men
VOLYRAKIS Michail,1472.178746611925,2,-13.91,0.97,111.0,1472.18,1485.4,Boulder,IFSC,Men
KANARI Andreas,1472.1701418696964,2,-13.91,0.51,86.0,1472.17,1486.44,Boulder,IFSC,Men
Pilpel Yarden,1471.9870460599352,4,-7.0,4.5,48.0,1471.99,1486.35,Boulder,IFSC,Men
GRANJA Carlos,1471.9687351055145,2,-14.02,0.25,59.0,1471.97,1485.81,Boulder,IFSC,Men
Serlachius Rolf Fredrik,1471.9624640756783,13,-2.16,4.98,37.77,1471.96,1494.59,Boulder,IFSC,Men
Dragoi Victor,1471.7841831412377,4,-7.05,3.44,32.0,1471.78,1494.27,Boulder,IFSC,Men
Temi Lasa,1471.71845217068,4,-7.07,1.63,42.75,1471.72,1493.4,Boulder,IFSC,Men
Wilhelm Heiko,1471.7127991364596,5,-5.66,7.88,32.6,1471.71,1495.21,Boulder,IFSC,Men
CHEN YONGCHEN,1471.6304478573102,4,-7.09,6.05,65.75,1471.63,1495.6,Boulder,IFSC,Men
Lequerica Buscaglia Diego,1471.5225569938918,5,-5.7,7.53,73.0,1471.52,1502.97,Boulder,IFSC,Men
Gandolfo Alessandro,1471.415581606843,4,-7.15,4.31,46.75,1471.42,1498.09,Boulder,IFSC,Men
Raksachat Thattana,1471.388012115855,4,-7.15,5.62,30.75,1471.39,1491.51,Boulder,IFSC,Men
Ansion Arnaud,1471.128269978949,5,-5.77,4.12,43.6,1471.13,1493.24,Boulder,IFSC,Men
Johansonn Anton,1471.020329074748,17,-1.7,6.49,24.71,1465.47,1504.09,Boulder,IFSC,Men
Abrahamsson Emil,1470.910126527157,5,-5.82,4.79,84.8,1470.91,1496.87,Boulder,IFSC,Men
Kolevski Emiliyan,1470.835977071908,3,-9.72,1.85,46.67,1470.84,1492.0,Boulder,IFSC,Men
Simonen Tuukka,1470.755365372261,3,-9.75,2.74,99.67,1470.76,1487.37,Boulder,IFSC,Men
Coimbra Ricardo,1470.6461493074307,3,-9.78,2.21,59.33,1470.65,1490.95,Boulder,IFSC,Men
JonasMcRae Elan,1470.6400198350125,7,-4.19,5.62,33.29,1470.64,1489.17,Boulder,IFSC,Men
Dobrzanski Maciej,1470.561686651542,4,-7.36,5.51,47.5,1470.56,1495.61,Boulder,IFSC,Men
Mitchell Brendan,1470.2411300220358,4,-7.44,3.78,34.25,1470.24,1489.36,Boulder,IFSC,Men
Pevec Ivan,1470.1807236201887,4,-7.45,4.95,53.25,1470.18,1495.63,Boulder,IFSC,Men
Wagner Christian,1469.8467925095963,4,-7.54,0.84,85.0,1469.85,1493.2,Boulder,IFSC,Men
Saikin David Leandro,1469.7901128314902,3,-10.07,1.24,36.0,1469.79,1489.79,Boulder,IFSC,Men
Geukens Lukas,1469.5881285704252,12,-2.53,4.87,38.42,1468.03,1498.1,Boulder,IFSC,Men
Salo Tomi,1469.5404224256008,3,-10.15,2.84,57.33,1469.54,1492.74,Boulder,IFSC,Men
Klancnik Rok,1469.4907364150051,11,-2.77,4.01,35.27,1469.49,1489.77,Boulder,IFSC,Men
Rus Bogdan,1469.4458981616524,3,-10.18,4.08,39.33,1469.45,1485.94,Boulder,IFSC,Men
Kivela Luka,1469.1797852936795,3,-10.27,3.41,43.67,1469.18,1493.66,Boulder,IFSC,Men
Berglund Joakim,1469.1320502833205,5,-6.17,4.36,28.2,1469.13,1495.09,Boulder,IFSC,Men
Dulgeroglu Burak,1469.0304759925837,3,-10.32,5.28,31.33,1469.03,1485.81,Boulder,IFSC,Men
HO Sin-fai,1468.8883732790916,11,-2.83,6.45,24.82,1457.02,1493.01,Boulder,IFSC,Men
Chashi Seyed Reza,1468.83430223708,5,-6.23,5.31,39.0,1468.83,1491.46,Boulder,IFSC,Men
Corciovei Silviu,1468.832643122053,3,-10.39,3.69,37.0,1468.83,1492.7,Boulder,IFSC,Men
Viberg Christiansen Frederik,1468.802830344436,4,-7.8,3.72,83.5,1468.8,1490.86,Boulder,IFSC,Men
Morić Krešimir,1468.7230809810078,4,-7.82,4.03,42.75,1468.72,1489.63,Boulder,IFSC,Men
Pavlenko Kostiantyn,1468.7043712250395,3,-10.43,0.95,58.33,1468.7,1490.44,Boulder,IFSC,Men
Kucera Roman,1468.695668176577,6,-5.22,4.34,41.5,1468.7,1494.96,Boulder,IFSC,Men
Mikeladze Erekle,1468.644457183366,3,-10.45,3.85,39.33,1468.64,1485.75,Boulder,IFSC,Men
RAZ ROMEO Carmel,1468.6082386075698,3,-10.46,5.19,50.33,1468.61,1484.03,Boulder,IFSC,Men
Ruangrit Winai,1468.5952620029066,6,-5.23,5.98,35.83,1468.6,1487.24,Boulder,IFSC,Men
GREGORINI Bautista,1468.5763346698184,3,-10.47,4.39,95.0,1468.58,1486.14,Boulder,IFSC,Men
Villegas García Thor,1468.405045654114,4,-7.9,5.05,70.0,1468.41,1487.28,Boulder,IFSC,Men
Nicoloso Pedro Ferreira,1468.3754987701332,9,-3.51,6.13,39.22,1461.99,1488.53,Boulder,IFSC,Men
Lagutin Vitalii,1468.3089083634295,3,-10.56,3.64,36.0,1468.31,1485.3,Boulder,IFSC,Men
Suarez Munne Gustavo Gabriel,1468.177181113875,3,-10.61,0.65,92.0,1468.18,1489.78,Boulder,IFSC,Men
Zanone Andrea,1467.8847055727797,8,-4.01,3.81,35.12,1467.88,1492.02,Boulder,IFSC,Men
Monastyreckis Dmitrijus,1467.6615998070763,4,-8.08,3.6,34.5,1467.66,1491.19,Boulder,IFSC,Men
Vargas Benjamin,1467.638331544848,6,-5.39,3.45,71.33,1467.64,1491.4,Boulder,IFSC,Men
Rant Blaz,1467.4958184680968,16,-2.03,9.18,27.0,1465.06,1504.36,Boulder,IFSC,Men
Yazdizad Mohammadamin,1467.4779005884857,4,-8.13,1.39,53.75,1467.48,1493.22,Boulder,IFSC,Men
Chan Chong Kiat Mark,1467.388930751934,4,-8.15,3.4,42.0,1467.39,1496.55,Boulder,IFSC,Men
RIDJAYA ODE RIFALDI,1467.3378088788536,4,-8.17,4.71,44.5,1467.34,1487.14,Boulder,IFSC,Men
Adarsh  Singh,1467.2686523527848,5,-6.55,5.7,38.6,1467.27,1497.98,Boulder,IFSC,Men
Potucek Simon,1467.2610461327686,4,-8.18,4.58,88.25,1467.26,1490.48,Boulder,IFSC,Men
Nikolaev Alexandr,1466.9279520952489,7,-4.72,6.44,25.86,1466.93,1504.52,Boulder,IFSC,Men
Mathieu Nicolas,1466.6318034227834,5,-6.67,2.99,32.8,1466.63,1488.91,Boulder,IFSC,Men
Erard Peter,1466.4842305645093,3,-11.17,1.79,35.33,1466.48,1490.71,Boulder,IFSC,Men
Strömberg Björn,1466.432121560489,3,-11.19,3.81,38.67,1466.43,1493.16,Boulder,IFSC,Men
Lyubenov Bozhidar,1466.235002856225,4,-8.44,6.53,49.5,1466.24,1486.59,Boulder,IFSC,Men
Kasban Hakeem,1466.1720399595094,5,-6.77,1.99,34.0,1466.17,1490.21,Boulder,IFSC,Men
Bunsch Piotr,1466.0371219583403,10,-3.4,7.04,28.2,1466.04,1494.63,Boulder,IFSC,Men
Ruev Rosen,1466.0063275517164,5,-6.8,4.85,84.4,1466.01,1491.64,Boulder,IFSC,Men
Moosburger Emanuel,1465.8630329171522,12,-2.84,4.57,32.25,1464.12,1504.65,Boulder,IFSC,Men
Cujic Borna,1465.6079032974517,7,-4.91,4.44,44.43,1465.61,1501.22,Boulder,IFSC,Men
Santha Robert,1465.5744508983696,3,-11.48,2.24,58.0,1465.57,1486.42,Boulder,IFSC,Men
Coley Orrin,1465.5525525124388,9,-3.83,5.06,30.78,1465.55,1502.39,Boulder,IFSC,Men
Mawem Bassa,1465.5511186686058,7,-4.92,3.13,45.71,1465.55,1497.96,Boulder,IFSC,Men
Kumar Gaurav,1465.4212768348077,4,-8.64,1.54,54.5,1465.42,1490.45,Boulder,IFSC,Men
Kim Jabee,1465.3699059873054,27,-1.28,6.64,23.85,1462.52,1489.08,Boulder,IFSC,Men
Kriz Jan,1465.3155968583303,3,-11.56,1.06,46.67,1465.32,1487.68,Boulder,IFSC,Men
Jörg Guntram,1465.2893559229346,3,-11.57,1.88,41.33,1465.29,1487.84,Boulder,IFSC,Men
Parks Dylan,1465.2859173384163,8,-4.34,6.74,64.0,1465.29,1497.52,Boulder,IFSC,Men
Mason David,1465.0923388350704,4,-8.73,4.85,37.5,1465.09,1495.09,Boulder,IFSC,Men
SORIA SANCHEZ Lautaro Nicolás,1464.8874578843902,4,-8.78,3.92,88.75,1464.89,1486.99,Boulder,IFSC,Men
Croxall Mark,1464.7354833669242,15,-2.35,6.89,27.4,1464.74,1507.68,Boulder,IFSC,Men
Elvegård Kenneth,1464.7261441991263,8,-4.41,4.08,34.12,1464.73,1496.8,Boulder,IFSC,Men
Taskiran Akin,1464.697764474134,3,-11.77,2.16,38.0,1464.7,1486.55,Boulder,IFSC,Men
Moreno Montoya Jair Octavio,1464.6651880658346,3,-11.78,0.68,78.33,1464.67,1488.32,Boulder,IFSC,Men
Ip Tsun-ting,1464.631832761231,3,-11.79,2.37,58.67,1464.63,1486.75,Boulder,IFSC,Men
Harrison Campbell,1464.614193170573,15,-2.36,5.08,53.07,1452.56,1499.4,Boulder,IFSC,Men
Lazarov Blagovest,1464.5074100354109,7,-5.07,7.12,31.29,1464.51,1498.97,Boulder,IFSC,Men
Silevych Mykola,1464.4897495530126,4,-8.88,4.99,53.75,1464.49,1498.18,Boulder,IFSC,Men
Meeks Ben,1464.3944638136934,3,-11.87,3.23,55.33,1464.39,1491.57,Boulder,IFSC,Men
Pastor Martínez Sergio,1464.309321588751,14,-2.55,6.14,36.64,1464.31,1498.87,Boulder,IFSC,Men
