name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P1_LowZone,P2_Top,P2_Zone,P2_LowZone,P3_Top,P3_Zone,P3_LowZone,P4_Top,P4_Zone,P4_LowZone,Route_1
NARASAKI Tomoa,JPN,1,156.4,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,5,4,4,2,1,1,X,1,1,3,2,2.0,40+
OGATA Yoshiyuki,JPN,2,138.4,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,5,3,3,X,1,1,X,3,1,X,1,1.0,43
FUJII Kokoro,JPN,3,132.6,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,9,9,9,X,1,1,X,5,2,3,1,1.0,38
JENFT Paul,FRA,4,129.7,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,1,1,1,1,1,1,X,4,4,1,1,1.0,32
FLOHÉ Yannick,GER,5,128.5,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,7,4,4,X,1,1,X,X,1,1,1,1.0,38+
HOMMA Taisei,JPN,6,117.5,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,5,5,5,X,1,1,X,X,3,X,1,1.0,39+
KAWAMATA Rei,JPN,7,109.5,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,2,2,2,X,1,1,X,X,2,5,5,1.0,32+
BAILEY Sean,USA,8,76.6,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Men,Final,2022-10-20,/api/v1/category_rounds/7819/results,/api/v1/events/1234/result/617,X,7,7,X,3,1,X,7,6,X,X,,33
