name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P1_LowZone,P2_Top,P2_Zone,P2_LowZone,P3_Top,P3_Zone,P3_LowZone,P4_Top,P4_Zone,P4_LowZone,Route_1
MORI Ai,JPN,1,190.9,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,4,2,2,9,9,9.0,2,1,1,1,1,1,43+
GROSSMAN Natalia,USA,2,171.2,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,2,2,2,7,7,7.0,1,1,1,3,2,1,38+
SEO Chaehyun,KOR,3,131.8,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,3,2,2,X,X,,1,1,1,X,1,1,38
RABOUTOU Brooke,USA,4,126.0,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,X,6,6,3,3,3.0,X,4,3,X,1,1,38
NONAKA Miho,JPN,5,104.0,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,X,1,1,1,1,1.0,2,1,1,X,X,1,28+
TANII Natsuki,JPN,6,97.3,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,X,6,6,X,X,,X,4,3,X,1,1,37+
ITO Futaba,JPN,7,74.9,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,X,2,2,X,X,,2,1,1,X,1,1,25+
KRAMPL Mia,SLO,8,63.8,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",1234,2022,Japan,Boulder&lead,Women,Final,2022-10-20,/api/v1/category_rounds/7820/results,/api/v1/events/1234/result/618,X,4,4,X,X,7.0,X,3,1,X,2,2,25
