name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small final_winner,small final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Core Christian,ITA,1.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
DU LAC Daniel,FRA,2.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Fairfield Timmy,CAN,3.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Rakhmetov Salavat,RUS,4.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Oleksy Tomasz,POL,5.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Julien Stephane,FRA,6.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Petit François,FRA,7.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Meyer Jérôme,FRA,8.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Golob Jurij,SLO,9.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Kazbekov Serik,UKR,10.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Danis Jean Luc,FRA,11.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Laporte Laurent,FRA,12.0,,UIAA Worldcup - Chamonix (FRA) 1999,201,1999,Chamonix,Boulder,Men,1999-07-16,/api/v1/events/201/result/3,1999-07-16_Chamonix_Boulder_Men_no-round.csv,1999,Results_Expanded_API/1999/1999-07-16_Chamonix_Boulder_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-16,Chamonix,Boulder,Men,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
