name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small final_winner,small final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Brard Agnès,FRA,11.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Butler Felicity,GBR,12.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Gronkiewicz-Marcisz Iwona,POL,13.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Verchinina Nadejda,RUS,14.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Saulimovskaia Margarita,RUS,15.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Jirnova Flura,RUS,16.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Frühwald Gunda,GER,17.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Eisenhut Andrea,GER,18.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Pons Paola,ITA,19.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Bardon Catherine,FRA,20.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Uhden Marietta,GER,21.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Bensman Bobbie,USA,22.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Dijkstra Ineke,NED,23.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Lukancic Metka,SLO,24.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Goodey Delyth,GBR,25.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Kavoussi Karin,AUT,25.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Polackova Martina,SVK,25.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Skarja Simona,SLO,25.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Feagin Nancy,USA,29.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Noel Pascale,LUX,29.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Ortar Miranda,SLO,29.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Stranska Barbara,CZE,29.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Verbeek Mirjam,NED,29.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Lead,Women,1991-10-01,/api/v1/events/103/result/5,1991-10-01_Frankfurt_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Patissier Isabelle,FRA,1.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Erbesfield Robyn,USA,2.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Raybaud Nanette,FRA,3.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Good Susi,SUI,4.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Hill Lynn,USA,5.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Iovane Luisa,ITA,6.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Butler Felicity,GBR,7.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Gloesener Catherine,BEL,8.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Dorsimond Isabelle,BEL,9.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Richer Natalie,FRA,10.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Chereshneva Venera,RUS,11.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Laffont Isabelle,FRA,12.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Noel Pascale,LUX,12.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Striecks Angela,GER,12.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Brard Agnès,FRA,15.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Bensman Bobbie,USA,16.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Uhden Marietta,GER,17.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Eisenhut Andrea,GER,18.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Ibanez-Tudoras Anna,ESP,19.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Labrune Corinne,FRA,20.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Ortlieb Heike,GER,20.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Presson Shelly,USA,20.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
Kosmacheva Natalia,RUS,23.0,,UIAA Worldcup - Nürnberg 1991,105,1991,Nürnberg,Lead,Women,1991-10-30,/api/v1/events/105/result/5,1991-10-30_Nürnberg_Lead_Women_no-round.csv,1991,Results_Expanded_API/1991/1991-10-30_Nürnberg_Lead_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-30,Nürnberg,Lead,Women,no-round,2025-08-30 15:32:19.900638,Lead_UIAA_pre2007
