name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small final_winner,small final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Nathan Johannes,GER,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Plamen Petrov,BUL,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Rakhmetov Salavat,RUS,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
T'Kint Arnould,BEL,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Tcherechnev Oleg,RUS,9.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Verick Hira,AUS,16.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Brasco Carlos,ESP,17.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Park Rae-Kyung,KOR,18.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Hofmans Werner,BEL,19.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kirov Vasil,BUL,20.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Powell Ian,USA,20.0,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Men,1991-10-01,/api/v1/events/103/result/2,1991-10-01_Frankfurt_Speed_Men_no-round.csv,1991,Results_Expanded_API/1991/1991-10-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Netsvetaev-Dolgalev Vladimir,RUS,1.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kazbekov Serik,UKR,2.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kryvosheytsev Yevgen,UKR,3.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Florine Hans,USA,4.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Marcisz Andrzej,POL,5.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Mus Johan,BEL,5.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Rakhmetov Kairat,KAZ,5.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Schlesener Christian,GER,5.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Jaeger Gregor,GER,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kilarski Mateusz,POL,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Mihal Rudolf,SVK,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Minaev Alexandre,RUS,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Skorik Vitaly,UKR,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Tcherechnev Oleg,RUS,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Vedenmeer Andrey,UKR,9.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Sulik Rastislav,SVK,16.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Hilgers Stephan,GER,17.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Mussov Metin,BUL,18.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Adrian Stefan,ROU,19.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Ene Ionel,ROU,20.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Garbov Kalin,BUL,21.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Men,1993-04-29,/api/v1/events/125/result/2,1993-04-29_Innsbruck_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Netsvetaev-Dolgalev Vladimir,RUS,1.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Schlesener Christian,GER,2.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Hilgers Stephan,GER,3.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Buchwald Markus,GER,4.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Hümmer Christian,GER,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Marcisz Andrzej,POL,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Rakhmetov Kairat,KAZ,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Weisser Pavel,CZE,8.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Galiakbarov Raikhan,RUS,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Jurkowski Jacek,POL,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kilarski Mateusz,POL,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Mihal Rudolf,SVK,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Minaev Alexandre,RUS,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Mus Johan,BEL,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Rakhmetov Salavat,RUS,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Men,1993-04-01,/api/v1/events/124/result/2,1993-04-01_Frankfurt_Speed_Men_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Men_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Men,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
