name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small final_winner,small final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Inozemtseva Yulia,RUS,1.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Bibik Olga,RUS,2.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Winkler Susan,GER,3.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Panfyorova Margarita,UKR,4.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Chereshneva Venera,RUS,5.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Ovtchinnikova Elena,USA,5.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Pashennik Nataliy,RUS,5.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Piszczek Renata,POL,5.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Craciun-Pantis Mihaela,ROU,9.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Posarlie-Croitoru Elena,ROU,10.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Gronkiewicz-Marcisz Iwona,POL,11.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Linhartova Eva,CZE,12.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Lichtina Marina,KAZ,13.0,,UIAA Worldcup - Nürnberg 1993,129,1993,Nürnberg,Speed,Women,1993-11-04,/api/v1/events/129/result/6,1993-11-04_Nürnberg_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-11-04_Nürnberg_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-04,Nürnberg,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Piszczek Renata,POL,1.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Sutkina Svetlana,RUS,2.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kleonova Marina,RUS,3.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Ovtchinnikova Elena,USA,4.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Gronkiewicz-Marcisz Iwona,POL,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Laffont Isabelle,FRA,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Pashennik Nataliy,RUS,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Winkler Susan,GER,5.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Inozemtseva Yulia,RUS,9.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Likhova Svetlana,RUS,10.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Piratinskaya Mayya,RUS,11.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Brazinova Stanislava,CZE,12.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Craciun-Pantis Mihaela,ROU,13.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Nicolai Ana,ROU,14.0,,UIAA Worldcup - Frankfurt 1993,124,1993,Frankfurt,Speed,Women,1993-04-01,/api/v1/events/124/result/6,1993-04-01_Frankfurt_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-01_Frankfurt_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-01,Frankfurt,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Bibik Olga,RUS,1.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Ovtchinnikova Elena,USA,2.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Chereshneva Venera,RUS,3.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Gronkiewicz-Marcisz Iwona,POL,4.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Churbanova Galina,KAZ,5.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Perlova Nataliya,UKR,5.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Jankova Elka,BUL,7.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Piszczek Renata,POL,7.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Butler Felicity,GBR,9.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Zadvornih Marie,KAZ,9.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Creamer Lucy,GBR,11.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Pashennik Nataliy,RUS,12.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Posarlie-Croitoru Elena,ROU,13.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Kryvonis Olena,UKR,14.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Lichtina Marina,KAZ,15.0,,UIAA Worldcup - Black See 1993,128,1993,Black See,Speed,Women,1993-08-26,/api/v1/events/128/result/6,1993-08-26_Black See_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-08-26_Black See_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-08-26,Black See,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Bibik Olga,RUS,1.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Women,1993-04-29,/api/v1/events/125/result/6,1993-04-29_Innsbruck_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Dorsimond Isabelle,BEL,2.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Women,1993-04-29,/api/v1/events/125/result/6,1993-04-29_Innsbruck_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Piszczek Renata,POL,3.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Women,1993-04-29,/api/v1/events/125/result/6,1993-04-29_Innsbruck_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Inozemtseva Yulia,RUS,4.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Women,1993-04-29,/api/v1/events/125/result/6,1993-04-29_Innsbruck_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
Craciun-Pantis Mihaela,ROU,5.0,,UIAA World Championship - Innsbruck 1993,125,1993,Innsbruck,Speed,Women,1993-04-29,/api/v1/events/125/result/6,1993-04-29_Innsbruck_Speed_Women_no-round.csv,1993,Results_Expanded_API/1993/1993-04-29_Innsbruck_Speed_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-29,Innsbruck,Speed,Women,no-round,2025-08-30 15:32:19.900638,Speed_UIAA
