name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file,file_year,file_path,round,category_round_results,route_1,route_2,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,final_winner,final_time,small final_winner,small final_time,p1_top,p1_zone,p2_top,p2_zone,p3_top,p3_zone,p4_top,p4_zone,p5_top,p5_zone,quali_time_a,quali_time_b,p1_lowzone,p2_lowzone,p3_lowzone,p4_lowzone,boulder_score,boulder_rank,lead_score,lead_rank,comp_date,comp_location,comp_discipline,comp_gender,comp_round,processed_at,scoring_era
Bodet Stéphanie,FRA,1.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Gouriou Gaelle,FRA,2.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Gronkiewicz-Marcisz Iwona,POL,3.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Choumilova Elena,RUS,4.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Inozemtseva Yulia,RUS,4.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Martin Delphine,FRA,4.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Chereshneva Venera,RUS,7.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Couder Laeticia,FRA,8.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Bihr Isabelle,FRA,9.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
Minoret Chloé,FRA,10.0,,UIAA Worldcup - Bardonecchia (ITA) 1999,203,1999,Bardonecchia,Boulder,Women,1999-07-30,/api/v1/events/203/result/7,1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,1999,Results_Expanded_API/1999/1999-07-30_Bardonecchia_Boulder_Women_no-round.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-30,Bardonecchia,Boulder,Women,no-round,2025-08-30 15:32:19.900638,Boulder_UIAA
