name,event,year,date,discipline,gender,round,rank,elo_before,elo_after,elo_change,competed
Sinitcyn Sergei,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Vaitsekhovskii Evgenii,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Styenkovyy Maksym,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Oleksy Tomasz,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Abdrakhmanov Sergey,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Swirk Lukasz,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Pociecha Jakub,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Osipov Maksym,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Komosinski Jedrzej,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Komondi Csaba,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Podchesov Kostiantyn,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Kokorin Stanislav,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Kalita Maciej,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
De Las Salas Leonel,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Nigmanov Zufar,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Salimov Oleksandr,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Topal Yaroslav,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Puzon Mateusz,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Sifra Martin,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Juhasz Gyula,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Molnar Gergõ,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Nieves Josmar,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Yurko Oleksiy,Initial Rating,2009,2009-04-18,Speed,Men,N/A,,1500.0,1500.0,0.0,False
Sinitcyn Sergei,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2009,2009-04-18,Speed,Men,Final,1.0,1516.0,1531.4716749680026,15.471674968002638,True
Vaitsekhovskii Evgenii,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2009,2009-04-18,Speed,Men,Final,2.0,1514.5789230360692,1528.0344455865425,13.455522550473157,True
Styenkovyy Maksym,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2009,2009-04-18,Speed,Men,Final,3.0,1513.1548771471453,1524.588220369989,11.433343222843744,True
Abdrakhmanov Sergey,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2009,2009-04-18,Speed,Men,Final,4.0,1510.2978497745885,1519.7731325059226,9.475282731334035,True
