name,event,year,date,discipline,gender,round,rank,elo_before,elo_after,elo_change,competed
Stenkovaya Anna,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Ropek Edyta,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Tuzhylina Svitlana,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Blanco Lucelia,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Buczek Klaudia,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Alekseeva Kseniia,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Yurina Valentina,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Savisko Anastasiya,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Gaidamakina Alina,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Ryepko Olena,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Prokopiuk Monika,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
BUD Gusaim Oleksandra,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Boyarskikh  Ekaterina,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Wicha Katarzyna,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Levochkina  Yuliya,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Miroslaw Karina,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Miroslaw Katarzyna,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Rudzinska Malgorzata,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Maneva Radiana,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
Prokopiuk-Kawecka Monika,Initial Rating,2009,2009-04-18,Speed,Women,N/A,,1500.0,1500.0,0.0,False
