name,event,year,date,discipline,gender,round,rank,elo_before,elo_after,elo_change,competed
SEKIKAWA Melody,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
BERTONE Oriane,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
STASIUK Maya,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
NAKAMURA Mao,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MACKENZIE Oceania,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
SANDERS Annie,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MCNEICE Erin,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
CALLIET Agathe,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
ZHANG Yuetong,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
CONDIE Kyra,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MATSUFUJI Anon,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
NONAKA Miho,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
ITO Futaba,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
SEO Chaehyun,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
BUCKLEY Jennifer Eucharia,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
KUZUU Mashiro,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
YOKOYAMA Sofya,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
Coscoy Cloe,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
DEBEVEC Katja,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
CLARK Adriene Akiko,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
COPAR Sara,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
KEMPF Lea,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
APEL Anna Maria,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
WIENAND Roxana,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
PEETERMANS Zoe,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
SANDERS Nekaia,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MORONI Camilla,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
JUNG Yejin,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
KINDLIHAGEN Ingrid,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
OH Gayeong,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
TESIO Giorgia,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
CAULIER Chloe,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
LUO Zhilu,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
DANZIGER Ruby,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
HOPFENSITZ Sandra,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
EDWARDS Emma,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
BURŠÍKOVÁ Martina,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
DAZIANO Irina,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
HO Jacqueline,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
LETTNER Sandra,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
BESTVATER Alma,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
HUANG Yajun,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MATUELLA Francesca,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
YANG Jiaxuan,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
Fisher Ella,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
TENG Vanessa Si Yinn,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
HÖNIG Afra,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MEDICI Giulia,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
YAO Ting-Chen,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MOHD NASRAN Shareen,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
WEI Yali,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
CHU Ka Kei,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
LIU Yixin,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
MI Yawen,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
ARUN Prateeksha,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
HSIEH Yun-Shan,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
TAN Sui Lin Renee,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
ALGOUHI Tahani,Initial Rating,2025,2025-04-18,Boulder,Women,N/A,,1500.0,1500.0,0.0,False
SANDERS Annie,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,1.0,1525.7917659000332,1541.705622556847,15.913856656813724,True
BERTONE Oriane,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,2.0,1531.159757551375,1542.3244392134295,11.164681662054484,True
MCNEICE Erin,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,3.0,1520.15257758738,1527.398096390404,7.245518803023872,True
NAKAMURA Mao,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,4.0,1523.30707218066,1525.8629690395378,2.555896858877726,True
NONAKA Miho,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,5.0,1520.6871293415109,1518.8261628467194,-1.8609664947913704,True
SEKIKAWA Melody,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,6.0,1527.8964873018747,1521.072735042554,-6.823752259320694,True
SEO Chaehyun,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,7.0,1515.6871281757021,1504.8889433982933,-10.798184777408832,True
MACKENZIE Oceania,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Final,8.0,1528.5549149347746,1512.4379526462092,-16.1169622885654,True
SEKIKAWA Melody,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,1.0,1500.0,1515.438596491228,15.438596491228093,True
BERTONE Oriane,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,1.0,1500.0,1515.4510615098636,15.451061509863727,True
STASIUK Maya,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,1.0,1500.0,1515.4635365794193,15.46353657941938,True
NAKAMURA Mao,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,4.0,1500.0,1514.0725129360376,14.07251293603748,True
MACKENZIE Oceania,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,4.0,1500.0,1514.0838762519136,14.083876251913551,True
SANDERS Annie,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,6.0,1500.0,1513.2531434702769,13.253143470276825,True
MCNEICE Erin,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,7.0,1500.0,1512.1410388028412,12.141038802841273,True
CALLIET Agathe,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,7.0,1500.0,1512.1508438559197,12.150843855919582,True
ZHANG Yuetong,IFSC World Cup Keqiao 2025,2025,2025-04-18,Boulder,Women,Qualification,7.0,1500.0,1512.160656821068,12.160656821067985,True
